
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 20, 2006 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	12	54	288	361	575	174	297	680	3,110	4,167	46	86	275	2,205	2,179						
NEW ENGLAND	-	3	14	33	50	2	5	23	93	77	1	5	11	82	130						
Conn.	-	1	13	13	16	-	0	17	17	18	U	1	4	-	54						
Maine	-	0	5	-	9	-	0	3	-	5	-	0	2	7	3						
Mass.	-	1	7	17	18	1	4	11	67	44	-	3	6	52	53						
N.H.	-	0	2	3	3	-	0	4	4	4	1	0	3	15	7						
R.I.	-	0	2	-	1	1	0	6	4	2	-	0	3	3	6						
Vt.	-	0	2	2	3	-	0	4	1	4	-	0	2	5	7						
MID. ATLANTIC	-	5	107	7	57	3	17	72	226	428	11	14	43	373	476						
N.J.	-	1	7	-	16	-	5	18	55	112	-	2	8	10	100						
N.Y. (Upstate)	-	2	103	29	22	2	4	60	85	100	5	4	32	155	151						
N.Y. City	-	0	3	7	-	-	5	14	53	184	-	3	8	50	89						
Pa.	-	2	8	-	19	1	2	48	33	32	6	5	13	158	136						
E.N. CENTRAL	3	10	38	85	116	3	19	96	288	340	14	15	37	413	501						
Ill.	-	1	10	-	33	-	7	26	72	87	-	4	10	61	171						
Ind.	1	1	7	13	14	2	1	56	52	36	9	1	11	63	51						
Mich.	-	1	8	19	15	-	3	10	73	116	1	3	11	119	122						
Ohio	2	2	14	30	35	-	3	11	54	22	4	4	19	142	99						
Wis.	-	3	15	23	19	1	3	10	37	79	-	1	4	28	58						
W.N. CENTRAL	1	7	35	59	74	70	42	73	410	269	-	5	57	171	144						
Iowa	-	1	10	12	13	-	1	7	13	43	N	0	0	N	N						
Kans.	-	0	4	-	10	2	4	20	30	16	-	0	5	33	26						
Minn.	1	3	19	44	12	3	2	6	29	26	-	0	52	78	52						
Mo.	3	2	7	26	21	65	23	70	287	145	-	1	5	34	40						
Nebr.	1	1	4	8	15	-	2	10	25	22	-	0	4	16	10						
N. Dak.	-	0	15	-	1	-	0	2	4	2	-	0	5	5	4						
S. Dak.	-	0	5	3	2	-	2	17	22	15	-	0	3	5	12						
S. ATLANTIC	4	7	39	71	102	45	51	122	859	612	13	19	40	517	403						
Del.	-	0	2	1	-	-	0	2	-	5	-	0	2	4	-						
D.C.	-	0	1	-	-	-	0	2	3	6	2	0	2	7	5						
Fla.	4	1	29	33	52	15	25	66	367	274	6	6	12	121	100						
Ga.	-	0	6	-	9	19	13	34	303	165	3	4	13	123	81						
Md.	-	1	5	5	10	-	2	8	36	23	-	3	12	99	81						
N.C.	1	1	11	28	15	10	1	22	75	63	-	1	21	61	63						
S.C.	-	0	2	3	1	1	2	9	57	41	2	0	6	34	23						
Va.	-	1	8	-	15	-	2	9	18	35	-	2	11	59	41						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	4	9	9						
E.S. CENTRAL	-	2	11	16	26	21	14	46	233	551	1	4	10	97	85						
Ala.	-	0	3	1	7	13	3	15	60	114	N	0	0	N	N						
Ky.	-	1	8	12	6	4	7	23	114	40	-	0	5	23	20						
Miss.	-	0	2	-	1	-	1	5	26	36	-	0	0	-	-						
