
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 27, 2013 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	12,066	26,653	30,880	404,463	465,105	17	244	473	1,876	7,119	43	111	288	1,381	1,926						
NEW ENGLAND	733	945	1,340	14,637	15,736	-	0	1	1	1	-	7	19	48	90						
Conn.	85	245	560	3,401	3,986	N	0	0	N	N	-	1	3	5	11						
Maine	-	64	102	809	1,098	N	0	0	N	N	-	1	4	6	13						
Mass.	571	470	706	7,524	7,498	-	0	0	-	-	-	2	8	25	44						
N.H.	3	58	83	870	1,074	-	0	1	1	-	-	1	4	5	12						
R.I.	67	82	160	1,431	1,635	-	0	0	-	1	-	0	3	1	2						
Vt.	7	32	110	602	445	N	0	0	N	N	-	1	6	6	8						
MID. ATLANTIC	2,478	3,520	4,499	58,700	60,301	-	0	1	-	3	11	12	40	139	188						
N.J.	177	538	647	8,739	9,243	N	0	0	N	N	-	0	4	8	10						
N.Y. (Upstate)	800	729	1,917	11,615	11,427	N	0	0	N	N	5	3	16	37	29						
N.Y. City	546	1,174	1,299	18,163	21,397	N	0	0	N	N	-	1	8	13	31						
Pa.	955	1,055	1,992	20,183	18,234	-	0	1	-	3	6	6	20	81	118						
E.N. CENTRAL	1,237	4,281	4,777	57,915	73,300	-	1	4	7	17	1	27	110	304	514						
Ill.	40	1,292	1,509	12,802	22,894	N	0	0	N	N	-	3	8	35	52						
Ind.	216	568	838	8,483	9,224	N	0	0	N	N	-	2	8	26	65						
Mich.	417	908	1,303	13,626	15,607	-	0	2	3	10	-	5	40	55	94						
Ohio	281	1,042	1,207	15,456	17,609	-	0	2	2	6	1	8	28	99	167						
Wis.	283	462	555	7,548	7,966	-	0	1	2	1	-	8	43	89	136						
W.N. CENTRAL	105	1,548	1,806	20,606	27,404	-	1	8	8	41	5	14	42	165	241						
Iowa	8	211	255	3,019	3,911	N	0	0	N	N	-	4	22	43	79						
Kans.	41	211	256	3,190	3,824	N	0	0	N	N	-	2	6	23	41						
Minn.	7	342	436	3,527	5,768	-	1	7	6	36	-	0	0	-	-						
Mo.	-	542	657	7,764	9,325	-	0	1	2	4	1	4	12	45	53						
Nebr.	19	115	186	1,141	2,340	-	0	0	-	1	3	2	10	24	21						
N. Dak.	1	55	74	745	929	-	0	0	-	-	-	0	4	6	10						
S. Dak.	29	75	109	1,220	1,307	N	0	0	N	N	1	2	6	24	37						
S. ATLANTIC	3,200	5,265	6,539	80,199	92,936	-	0	1	1	3	15	18	54	303	383						
Del.	69	92	322	1,823	1,192	-	0	1	-	-	-	0	2	2	6						
D.C.	50	134	284	2,393	2,267	-	0	0	-	-	N	0	0	N	N						
Fla.	967	1,524	1,776	25,311	25,990	N	0	0	N	N	8	8	24	95	141						
Ga.	707	956	1,246	14,755	18,605	N	0	0	N	N	1	5	14	79	94						
Md.	-	458	1,211	5,141	6,890	-	0	1	1	3	1	1	5	18	34						
N.C.	-	782	1,771	8,654	15,111	N	0	0	N	N	5	0	28	49	35						
S.C.	548	525	904	9,071	9,336	N	0	0	N	N	-	1	4	23	24						
Va.	739	642	1,018	11,409	11,970	N	0	0	N	N	-	2	7	33	45						
W. Va.	120	90	149	1,642	1,575	N	0	0	N	N	-	0	3	4	4						
E.S. CENTRAL	950	1,931	2,559	28,689	34,806	-	0	0	-	-	1	4	14	70	82						
Ala.	-	584	862	9,057	10,017	N	0	0	N	N	1	2	6	32	33						
Ky.	336	327	787	5,536	5,448	N	0	0	N	N	-	1	4	14	12						
Miss.	366	371	765	6,399	8,136	N	0	0	N	N	-	0	4	12	12						
Tenn.	248	608	735	7,697	11,205	N	0	0	N	N	-	1	5	12	25						
W.S. CENTRAL	1,159	3,517	5,739	57,662	55,826	-	0	1	2	-	5	10	42	130	115						
Ark.	372	327	394	5,488	5,645	N	0	0	N	N	-	0	5	5	10						
La.	427	494	2,058	5,119	5,035	-	0	1	2	-	-	3	7	50	24						
Okla.	360	117	2,467	6,409	3,804	N	0	0	N	N	-	1	13	18	24						
Tex.	-	2,480	3,707	40,646	41,342	N	0	0	N	N	5	5	27	57	57						
MOUNTAIN	636	1,720	2,045	20,686	31,604	-	178	398	1,266	5,350	4	12	48	93	157						
Ariz.	-	517	769	969	10,243	-	176	394	1,240	5,265	-	1	4	8	9						
Colo.	419	409	584	6,822	7,288	N	0	0	N	N	-	1	7	5	21						
Idaho	-	87	198	1,592	1,555	N	0	0	N	N	3	3	25	27	30						
Mont.	69	71	108	1,175	1,310	-	0	1	-	2	1	1	5	13	26						
Nev.	-	217	325	3,316	3,688	-	1	6	12	42	-	0	2	5	5						
N. Mex.	105	217	459	4,271	4,298	-	0	3	7	19	-	1	4	8	38						
Utah	37	145	179	2,127	2,582	-	1	4	6	20	-	2	22	26	19						
Wyo.	6	37	67	414	640	-	0	1	1	2	-	0	4	1	9						
PACIFIC	1,568	4,151	5,197	65,369	73,192	17	65	89	591	1,704	1	11	27	129	156						
Alaska	37	105	149	1,806	1,886	N	0	0	N	N	-	0	1	-	-						
Calif.	885	3,195	4,205	49,562	56,454	17	65	89	590	1,704	-	6	14	64	74						
Hawaii	13	123	153	1,665	2,008	N	0	0	N	N	-	0	1	-	1						
Oreg.	261	259	378	4,561	4,823	-	0	1	1	-	-	4	10	45	68						
Wash.	372	472	632	7,775	8,021	-	0	0	-	-	1	1	22	20	13						
