
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 6, 2000 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2000
AIDS § cummulative for 1999
Chlamydia† cummulative for 2000
Chlamydia† cummulative for 1999
Cryptosporidiosis cummulative for 2000
Cryptosporidiosis cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 1999

tab delimited data:
test
UNITED STATES	10,143	14,727	188,021	226,741	359	527	484	415	271	352											
NEW ENGLAND	666	759	7,233	7,282	18	29	45	61	37	61											
Maine	11	15	382	245	5	3	3	4	3	-											
N.H.	8	24	360	365	1	4	5	3	4	8											
Vt.	1	5	192	177	8	5	1	6	2	1											
Mass.	446	481	3,556	3,170	2	14	14	32	14	30											
R.I.	21	52	803	785	2	-	-	1	-	3											
Conn.	179	182	1,940	2,540	-	3	22	15	14	19											
MID. ATLANTIC	2,471	3,595	9,824	27,460	36	117	61	30	45	18											
Upstate N.Y.	131	402	N	N	26	33	58	23	38	2											
N.Y. City	1,441	1,895	2,148	13,137	5	68	2	2	-	-											
N.J.	563	752	1,711	4,372	1	8	1	5	2	16											
Pa.	336	546	5,965	9,951	4	8	N	N	5	-											
E.N. CENTRAL	921	1,104	31,058	35,931	60	90	83	80	21	55											
Ohio	139	185	7,392	10,645	18	15	17	32	7	15											
Ind.	88	146	4,283	4,117	6	7	18	13	7	10											
Ill.	542	504	8,619	9,685	3	12	27	22	-	13											
Mich.	114	214	8,283	7,730	10	13	13	13	4	11											
Wis.	38	55	2,481	3,754	23	43	8	N	3	6											
W.N. CENTRAL	203	286	11,586	13,133	27	31	90	74	60	78											
Minn.	44	45	2,223	2,673	4	13	18	16	28	23											
Iowa	15	37	1,457	1,392	7	6	17	8	4	3											
Mo.	90	105	4,277	4,764	8	5	36	9	14	8											
N. Dak.	-	4	61	331	1	-	6	3	4	2											
S. Dak.	2	11	611	576	3	2	2	1	2	4											
Nebr.	13	24	1,049	1,272	2	4	4	30	5	38											
Kans.	39	60	1,908	2,125	2	1	7	7	3	-											
S. ATLANTIC	2,848	4,079	39,656	47,580	77	94	46	44	20	32											
Del.	45	50	989	995	1	-	-	3	-	-											
Md.	271	466	3,891	4,683	5	6	8	2	1	-											
D.C.	186	159	1,108	N	-	4	-	-	U	U											
Va.	221	226	4,961	5,116	3	5	10	10	7	10											
W. Va.	15	24	450	723	-	-	2	1	2	1											
N.C.	128	268	6,863	7,836	6	1	8	8	2	9											
S.C.	232	401	3,431	7,354	-	-	2	5	-	3											
Ga.	300	583	7,016	10,527	49	58	4	3	3	U											
Fla.	1,450	1,902	10,947	10,346	13	20	12	12	5	9											
E.S. CENTRAL	415	631	17,187	15,489	15	5	27	30	16	18											
Ky.	56	104	2,795	2,621	-	1	10	8	4	5											
Tenn.	172	283	4,987	4,857	3	2	10	11	10	7											
Ala.	120	111	5,616	3,797	7	1	1	6	-	5											
Miss.	67	133	3,789	4,214	5	1	6	5	2	1											
W.S. CENTRAL	824	1,544	30,003	30,245	11	34	17	16	30	22											
Ark.	42	56	1,794	1,921	1	-	4	4	3	3											
La.	143	161	5,856	4,914	-	17	-	3	11	3											
Okla.	42	46	2,676	2,778	1	1	4	4	3	4											
Tex.	597	1,281	19,677	20,632	9	16	9	5	13	12											
MOUNTAIN	342	535	9,749	11,491	26	28	44	31	15	23											
Mont.	5	4	400	494	2	2	8	2	-	-											
Idaho	6	8	584	632	3	2	7	1	-	3											
Wyo.	2	3	276	279	2	-	3	2	2	3											
Colo.	70	102	1,051	2,407	6	4	14	12	7	5											
N. Mex.	40	18	1,207	1,488	1	11	1	2	-	1											
Ariz.	115	270	4,389	4,393	3	7	9	6	5	3											
Utah	41	54	884	690	8	N	1	6	1	6											
Nev.	63	76	958	1,108	1	2	1	-	-	2											
PACIFIC	1,453	2,194	31,725	38,130	89	99	71	49	27	45											
Wash.	148	115	4,257	4,021	N	N	9	12	13	19											
Oreg.	35	50	1,799	2,160	3	8	12	13	9	11											
Calif.	1,230	1,990	24,138	30,160	86	91	45	23	-	14											
Alaska	5	6	862	685	-	-	1	-	-	-											
Hawaii	35	33	669	1,104	-	-	4	1	5	1											
Guam	13	1	-	169	-	-	N	N	U	U											
P.R.	187	494	142	U	-	-	1	6	U	U											
V.I.	16	13	-	U	-	U	-	U	U	U											
Amer. Samoa	-	-	-	U	-	U	-	U	U	U											
C.N.M.I.	-	-	-	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


