
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2007 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	13	46	256	1,879	1,997	5	9	35	351	326	133	201	310	8,450	7,886						
NEW ENGLAND	-	2	12	87	105	-	0	3	11	3	7	5	13	216	170						
Conn.	-	2	5	50	79	-	0	2	4	-	3	0	10	28	36						
Maine	-	0	2	9	6	-	0	2	2	1	-	0	2	9	8						
Mass.	-	0	0	-	-	-	0	0	-	-	-	3	8	127	104						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	3	25	11						
R.I.	-	0	4	15	9	-	0	1	3	-	3	0	5	25	9						
Vt.	-	0	2	13	11	-	0	1	2	2	-	0	1	2	2						
MID. ATLANTIC	-	2	9	102	120	-	0	5	22	18	27	28	44	1,265	952						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	8	166	142						
N.Y. (Upstate)	-	1	5	35	38	-	0	4	7	9	1	3	14	113	126						
N.Y. City	-	0	0	-	-	-	0	0	-	-	26	17	34	783	458						
Pa.	-	2	6	67	82	-	0	2	15	9	-	4	10	203	226						
E.N. CENTRAL	4	9	40	441	418	-	2	7	63	69	12	15	27	642	731						
Ill.	-	0	4	16	22	-	0	1	2	6	1	7	13	291	354						
Ind.	3	3	31	121	109	-	0	5	22	17	-	1	6	45	77						
Mich.	-	0	1	2	16	-	0	1	1	2	7	2	9	101	97						
Ohio	1	5	38	302	271	-	1	5	38	44	4	3	9	159	147						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	46	56						
W.N. CENTRAL	-	2	124	118	86	-	0	15	9	13	-	6	14	289	239						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	13	15						
Kans.	-	0	11	63	-	-	0	2	5	-	-	0	2	18	21						
Minn.	-	0	123	-	51	-	0	15	-	10	-	1	4	61	42						
Mo.	-	1	5	47	33	-	0	0	-	3	-	4	11	188	141						
Nebr.	-	0	1	2	1	-	0	0	-	-	-	0	1	2	7						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	3	7	12						
S. ATLANTIC	8	21	59	830	958	3	4	15	179	152	58	48	180	2,014	1,763						
Del.	-	0	1	8	-	-	0	1	2	-	-	0	3	12	16						
D.C.	-	0	1	5	23	-	0	0	-	2	-	3	12	141	99						
Fla.	5	11	29	477	513	2	2	8	103	98	44	16	38	762	604						
Ga.	3	7	17	290	324	1	1	10	66	52	1	7	153	301	320						
Md.	-	0	1	1	-	-	0	0	-	-	6	6	15	255	252						
N.C.	-	0	0	-	-	-	0	0	-	-	6	5	23	276	247						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	11	83	57						
Va.	N	0	0	N	N	-	0	0	-	-	1	4	17	179	159						
W. Va.	-	1	17	49	98	-	0	1	8	-	-	0	1	5	9						
E.S. CENTRAL	1	3	9	132	161	2	0	3	30	29	10	18	30	727	603						
