
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 5, 2008 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	37	83	167	37	83	15	34	57	15	27											
NEW ENGLAND	-	5	28	-	4	-	2	8	-	4											
Conn.	-	0	22	-	-	-	0	2	-	-											
Maine	-	0	3	-	2	-	0	1	-	-											
Mass.	-	3	12	-	2	-	1	5	-	2											
N.H.	-	0	4	-	-	-	0	2	-	1											
R.I.	-	0	1	-	-	-	0	1	-	-											
Vt.	-	0	2	-	-	-	0	1	-	1											
MID. ATLANTIC	4	15	38	4	14	-	4	37	-	2											
N.J.	-	2	10	-	3	-	1	5	-	1											
N.Y. (Upstate)	1	5	20	1	1	-	2	9	-	-											
N.Y. City	-	4	13	-	3	-	1	35	-	1											
Pa.	3	5	11	3	7	N	0	0	N	N											
E.N. CENTRAL	4	14	34	4	24	2	4	13	2	11											
Ill.	-	4	13	-	11	-	1	6	-	3											
Ind.	-	2	10	-	-	-	0	6	-	-											
Mich.	1	3	10	1	3	1	1	5	1	4											
Ohio	3	4	14	3	10	1	1	5	1	2											
Wis.	-	0	5	-	-	-	0	2	-	2											
W.N. CENTRAL	1	5	32	1	5	3	2	7	3	1											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	-	1	-	0	1	-	-											
Minn.	-	0	29	-	-	-	1	5	-	-											
Mo.	1	2	4	1	4	1	0	2	1	1											
Nebr.	-	0	3	-	-	2	0	3	2	-											
N. Dak.	-	0	3	-	-	-	0	1	-	-											
S. Dak.	-	0	2	-	-	-	0	0	-	-											
S. ATLANTIC	17	21	49	17	16	4	6	14	4	4											
Del.	-	0	1	-	-	-	0	0	-	-											
D.C.	-	0	3	-	-	-	0	0	-	-											
Fla.	5	6	16	5	-	1	1	5	1	-											
Ga.	3	4	12	3	5	-	0	5	-	1											
Md.	5	4	9	5	5	1	1	5	1	2											
N.C.	-	1	22	-	-	-	0	0	-	-											
S.C.	4	1	7	4	6	2	1	4	2	1											
Va.	-	2	11	-	-	-	0	4	-	-											
W. Va.	-	0	3	-	-	-	0	1	-	-											
E.S. CENTRAL	-	4	13	-	7	-	2	6	-	2											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	-	2	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	2											
Tenn.	-	3	13	-	5	-	2	6	-	-											
W.S. CENTRAL	1	6	19	1	-	1	5	17	1	2											
Ark.	-	0	2	-	-	-	0	1	-	-											
La.	-	0	4	-	-	-	0	4	-	1											
Okla.	1	1	5	1	-	1	1	4	1	1											
Tex.	-	4	11	-	-	-	2	13	-	-											
MOUNTAIN	10	9	21	10	11	3	4	12	3	1											
Ariz.	2	4	10	2	1	-	2	8	-	1											
Colo.	8	3	8	8	5	3	1	4	3	-											
Idaho	-	0	2	-	-	-	0	1	-	-											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	-	-	-	0	1	-	-											
N. Mex.	-	1	4	-	4	-	0	4	-	-											
Utah	-	2	6	-	1	-	0	2	-	-											
Wyo.	-	0	1	-	-	-	0	0	-	-											
PACIFIC	-	3	7	-	2	2	0	4	2	-											
Alaska	-	0	3	-	N	2	0	4	2	N											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	5	-	2	-	0	1	-	-											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


