
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 18, 2007 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	123	179	1,479	5,185	8,772	58	93	171	2,817	3,389	58	32	211	1,000	1,252						
NEW ENGLAND	-	32	77	752	992	9	12	22	366	252	-	0	10	-	9						
Conn.	-	2	6	33	64	4	5	11	145	110	-	0	0	-	-						
Maine	-	2	15	40	49	1	2	8	51	62	-	0	0	-	-						
Mass.	-	22	46	613	629	-	0	0	-	-	-	0	1	-	8						
N.H.	-	2	9	36	143	1	1	4	32	25	-	0	0	-	1						
R.I.	-	0	31	4	25	-	0	3	25	17	-	0	9	-	-						
Vt.	-	1	9	26	82	3	2	13	113	38	-	0	0	-	-						
MID. ATLANTIC	19	28	155	740	1,092	-	13	44	424	312	-	1	6	35	62						
N.J.	-	2	16	77	195	-	0	0	-	-	-	0	3	3	31						
N.Y. (Upstate)	19	16	146	393	453	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	76	63	-	1	5	32	14	-	0	3	15	17						
Pa.	-	7	20	194	381	-	12	44	392	298	-	0	3	14	14						
E.N. CENTRAL	2	35	80	938	1,279	8	2	21	158	104	-	1	9	25	48						
Ill.	-	4	23	88	319	7	1	8	58	27	-	0	3	16	23						
Ind.	2	1	45	41	138	1	0	1	8	8	-	0	1	3	4						
Mich.	-	8	39	159	287	-	1	11	55	36	-	0	1	3	2						
Ohio	-	14	54	451	384	-	0	9	37	33	-	0	4	3	18						
Wis.	-	5	24	199	151	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	34	14	151	405	829	6	5	17	179	205	3	3	12	120	127						
Iowa	-	4	16	101	208	-	0	7	21	39	-	0	1	7	4						
Kans.	2	3	14	96	165	1	2	8	88	53	-	0	1	2	-						
Minn.	31	0	119	90	132	1	0	5	18	31	-	0	2	1	1						
Mo.	-	2	10	45	210	3	0	6	26	38	3	2	12	99	104						
Nebr.	1	1	4	29	75	-	0	0	-	-	-	0	2	8	18						
N. Dak.	-	0	18	4	20	1	0	6	13	14	-	0	0	-	-						
S. Dak.	-	0	6	40	19	-	0	2	13	30	-	0	1	3	-						
S. ATLANTIC	22	19	163	603	701	24	40	63	1,277	1,512	24	13	67	533	696						
Del.	-	0	2	7	3	-	0	0	-	-	-	0	2	7	17						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	1	1						
Fla.	6	4	18	155	135	-	0	28	80	176	-	0	4	12	8						
Ga.	-	1	5	21	62	-	4	23	141	174	-	0	5	14	32						
Md.	-	2	8	70	97	-	6	12	182	279	-	1	7	39	52						
N.C.	13	2	112	213	131	9	9	19	320	321	22	6	61	357	499						
