
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 10, 1999 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999*
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1999
Gonorrhea cummulative for 1999
Gonorrhea cummulative for 1998
Hepatitis C/NA,NB cummulative for 1999
Hepatitis C/NA,NB cummulative for 1998

tab delimited data:
test
UNITED STATES	11,513	11,980	136,677	150,349	289	131	74,445	88,345	603	1,199											
NEW ENGLAND	542	314	5,105	5,751	43	30	1,669	1,544	47	23											
Maine	5	8	193	244	4	-	15	11	-	-											
N.H.	18	12	263	280	3	1	19	27	-	-											
Vt.	4	8	132	92	3	-	14	2	1	2											
Mass.	367	92	2,505	2,365	19	16	774	569	46	21											
R.I.	30	34	596	662	1	1	148	88	-	-											
Conn.	118	160	1,416	2,108	13	12	699	847	-	-											
MID. ATLANTIC	2,841	3,417	19,593	18,394	15	1	9,870	10,320	45	106											
Upstate N.Y.	360	426	N	N	12	-	965	1,713	29	90											
N.Y. City	1,441	1,933	10,053	9,754	-	1	4,495	4,324	-	-											
N.J.	600	574	2,716	3,136	3	-	1,211	1,867	-	-											
Pa.	440	484	6,823	5,504	N	-	3,199	2,416	16	16											
E.N. CENTRAL	841	993	20,262	22,484	46	28	13,819	16,941	129	133											
Ohio	147	173	5,998	7,181	24	8	3,528	4,321	-	5											
Ind.	124	257	-	-	5	7	726	1,668	-	3											
Ill.	402	373	7,540	6,248	6	3	5,182	5,230	3	16											
Mich.	124	144	5,418	5,392	11	4	3,886	4,294	126	109											
Wis.	44	46	1,306	3,663	N	6	497	1,428	-	-											
W.N. CENTRAL	248	207	4,560	9,656	73	17	1,558	4,363	32	27											
Minn.	38	31	1,572	1,919	24	12	587	643	-	-											
Iowa	29	11	551	1,088	7	2	179	306	-	3											
Mo.	97	100	-	3,523	6	2	-	2,291	30	22											
N. Dak.	3	3	102	267	2	-	7	29	-	-											
S. Dak.	6	7	436	440	1	1	39	73	-	-											
Nebr.	19	24	714	806	26	-	295	320	-	2											
Kans.	56	31	1,185	1,613	7	-	451	701	2	-											
S. ATLANTIC	3,237	3,186	29,462	30,089	28	10	22,080	23,867	61	37											
Del.	40	40	797	664	1	-	467	380	-	-											
Md.	345	335	2,189	2,252	1	-	2,255	2,489	19	3											
D.C.	118	262	N	N	-	-	742	958	-	-											
Va.	179	230	3,341	3,044	6	2	2,310	1,980	6	1											
W. Va.	19	30	630	1,311	-	1	144	433	9	3											
N.C.	198	216	5,687	6,162	7	3	5,028	5,179	-	7											
S.C.	321	183	5,284	4,876	1	1	2,682	3,142	10	-											
Ga.	349	372	4,157	6,715	2	-	3,142	5,331	1	8											
Fla.	1,668	1,518	7,377	5,065	10	3	5,310	3,975	16	15											
E.S. CENTRAL	493	442	11,883	10,611	18	7	9,615	10,055	33	35											
Ky.	70	65	1,812	1,692	5	-	883	987	1	7											
Tenn.	214	141	3,854	3,460	9	3	2,976	2,919	31	25											
Ala.	110	119	3,546	2,789	4	3	3,189	3,542	1	3											
Miss.	99	117	2,671	2,670	-	1	2,567	2,607	-	-											
W.S. CENTRAL	1,182	1,356	15,982	22,120	9	6	9,563	13,362	50	168											
Ark.	45	52	1,522	1,005	2	2	711	1,161	1	2											
La.	121	206	4,724	3,392	3	2	3,881	2,931	38	-											
Okla.	35	71	2,059	2,425	3	2	1,086	1,348	2	-											
Tex.	981	1,027	7,677	15,298	1	-	3,885	7,922	9	166											
MOUNTAIN	405	377	7,501	8,079	17	8	1,981	2,176	50	164											
Mont.	4	10	309	256	-	-	8	15	4	4											
Idaho	5	8	459	510	-	1	26	47	4	66											
Wyo.	2	1	180	197	1	1	7	11	14	40											
Colo.	76	65	2,063	2,055	5	2	545	684	9	9											
N. Mex.	13	52	1,126	1,095	1	-	198	192	4	23											
Ariz.	190	127	2,168	2,775	5	3	843	953	12	-											
Utah	37	35	428	615	5	1	46	67	1	11											
Nev.	78	79	768	576	-	-	308	207	2	11											
PACIFIC	1,724	1,688	22,329	23,165	40	24	4,290	5,717	156	506											
Wash.	90	133	3,294	2,984	5	8	564	509	2	5											
Oreg.	45	40	1,383	-	14	10	195	-	4	7											
Calif.	1,562	1,481	16,493	19,036	21	6	3,344	5,003	150	459											
Alaska	6	11	552	558	-	-	105	85	-	1											
Hawaii	21	23	607	587	-	-	82	120	-	34											
Guam	1	-	-	81	N	-	-	6	-	-											
P.R.	411	457	U	U	3	U	83	106	-	-											
V.I.	10	13	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	-	N	N	N	U	-	9	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


