
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 7, 2003 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	19,482	16,491	350,401	356,212	1,424	1,943	790	911	-	-											
NEW ENGLAND	654	627	11,724	11,576	-	-	49	44	-	-											
Maine	27	19	771	608	N	N	5	2	-	-											
N.H.	15	15	653	699	-	-	5	10	-	-											
Vt.	6	6	444	328	-	-	9	8	-	-											
Mass.	277	313	4,679	4,649	-	-	18	14	-	-											
R.I.	51	49	1,420	1,134	-	-	9	5	-	-											
Conn.	278	225	3,757	4,158	N	N	3	5	-	-											
MID. ATLANTIC	4,098	3,436	38,398	38,917	-	-	107	135	-	-											
Upstate N.Y.	274	239	8,308	6,908	N	N	31	26	-	-											
N.Y. City	1,976	1,812	13,828	13,476	-	-	28	56	-	-											
N.J.	787	665	5,777	5,479	-	-	5	11	-	-											
Pa.	1,061	720	10,485	13,054	N	N	43	42	-	-											
E.N. CENTRAL	1,982	1,773	61,807	66,086	3	11	168	257	-	-											
Ohio	303	311	16,207	17,369	-	-	28	60	-	-											
Ind.	259	206	7,096	7,281	N	N	20	20	-	-											
Ill.	959	814	18,002	20,818	-	2	16	50	-	-											
Mich.	359	360	14,008	13,278	3	9	35	47	-	-											
Wis.	102	82	6,494	7,340	-	-	69	80	-	-											
W.N. CENTRAL	358	269	20,269	19,756	1	-	75	92	-	-											
Minn.	74	55	4,110	4,650	N	N	37	33	-	-											
Iowa	41	41	1,896	2,290	N	N	10	9	-	-											
Mo.	177	116	7,572	6,246	-	-	6	15	-	-											
N. Dak.	-	-	513	561	N	N	4	6	-	-											
S. Dak.	7	2	1,098	959	-	-	15	5	-	-											
Nebr.	25	23	1,905	1,984	1	-	3	17	-	-											
Kans.	34	32	3,175	3,066	N	N	-	7	-	-											
S. ATLANTIC	5,488	5,341	68,705	66,741	2	1	119	127	-	-											
Del.	106	95	1,387	1,218	N	N	1	1	-	-											
Md.	558	815	7,350	6,723	2	1	9	5	-	-											
D.C.	595	264	1,106	1,439	-	-	3	3	-	-											
Va.	481	344	8,110	7,208	-	-	12	2	-	-											
W. Va.	42	39	1,099	1,082	N	N	1	1	-	-											
N.C.	581	399	11,539	10,714	N	N	15	18	-	-											
S.C.	330	420	6,404	6,462	-	-	2	2	-	-											
Ga.	736	920	14,408	13,597	-	-	47	47	-	-											
Fla.	2,059	2,045	17,302	18,298	N	N	29	48	-	-											
E.S. CENTRAL	841	749	23,216	23,289	N	N	47	53	-	-											
Ky.	79	122	3,609	3,844	N	N	10	1	-	-											
Tenn.	374	324	8,264	7,288	N	N	13	27	-	-											
Ala.	185	143	6,039	7,225	-	-	21	21	-	-											
Miss.	203	160	5,304	4,932	N	N	3	4	-	-											
W.S. CENTRAL	2,125	1,801	45,018	47,908	-	-	35	29	-	-											
Ark.	65	123	3,029	3,225	-	-	1	4	-	-											
La.	368	431	6,976	8,385	N	N	1	8	-	-											
Okla.	92	94	4,859	4,600	N	N	4	3	-	-											
Tex.	1,600	1,153	30,154	31,698	-	-	29	14	-	-											
MOUNTAIN	722	553	20,656	21,848	1,017	1,335	41	53	-	-											
Mont.	10	6	989	728	N	N	8	4	-	-											
Idaho	13	10	1,084	1,054	N	N	7	16	-	-											
Wyo.	4	3	450	387	-	-	1	5	-	-											
Colo.	159	107	4,423	6,139	N	N	9	12	-	-											
N. Mex.	52	34	2,949	3,344	1	5	2	6	-	-											
Ariz.	341	235	6,513	6,424	994	1,307	2	6	-	-											
Utah	31	30	1,873	1,053	5	6	9	1	-	-											
Nev.	112	128	2,375	2,719	17	17	3	3	-	-											
PACIFIC	3,214	1,942	60,608	60,091	400	596	149	121	-	-											
Wash.	214	228	6,858	6,436	N	N	14	9	-	-											
Oreg.	126	178	3,366	2,840	-	-	18	16	-	-											
Calif.	2,815	1,496	48,149	47,371	400	596	117	95	-	-											
Alaska	12	9	1,650	1,566	-	-	-	-	-	-											
Hawaii	47	31	585	1,878	-	-	-	1	-	-											
Guam	2	1	-	285	-	-	-	-	-	-											
P.R.	514	502	664	1,332	N	N	N	N	-	-											
V.I.	15	53	-	84	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


