
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending August 2, 2003 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	3,920	3,834	204	243	6,030	7,410	148	178	8,025												
NEW ENGLAND	127	78	1	-	166	245	13	8	1,235												
Maine	6	1	1	-	5	10	-	-	632												
N.H.	13	2	-	-	7	8	1	-	-												
Vt.	-	1	-	-	3	4	-	-	489												
Mass.	83	58	-	-	108	121	5	6	111												
R.I.	12	1	-	-	19	34	2	-	3												
Conn.	13	15	-	-	24	68	5	2	-												
MID. ATLANTIC	453	421	41	36	1,182	1,261	18	48	16												
Upstate N.Y.	22	20	12	1	141	184	3	3	N												
N.Y. City	273	251	22	16	685	619	9	25	-												
N.J.	82	80	7	18	215	280	5	13	-												
Pa.	76	70	-	1	141	178	1	7	16												
E.N. CENTRAL	533	725	39	35	634	749	11	19	3,733												
Ohio	130	85	2	1	114	120	1	5	923												
Ind.	31	38	7	2	82	66	4	2	-												
Ill.	187	279	13	26	289	370	-	6	-												
Mich.	175	308	17	6	119	151	6	3	2,259												
Wis.	10	15	-	-	30	42	-	3	551												
W.N. CENTRAL	88	74	2	-	272	317	2	6	37												
Minn.	30	35	-	-	101	135	-	3	N												
Iowa	4	2	-	-	16	17	1	-	N												
Mo.	32	16	2	-	72	91	1	1	-												
N. Dak.	-	-	-	-	-	4	-	-	37												
S. Dak.	1	-	-	-	16	10	-	-	-												
Nebr.	1	5	-	-	9	9	-	2	-												
Kans.	20	16	-	-	58	51	-	-	-												
S. ATLANTIC	1,049	943	37	57	1,140	1,521	33	23	1,520												
Del.	4	9	-	-	-	13	-	-	18												
Md.	178	109	7	10	129	160	7	5	-												
D.C.	35	30	-	1	-	-	-	-	22												
Va.	55	45	1	1	115	151	10	2	419												
W. Va.	1	-	-	-	11	18	-	-	902												
N.C.	93	175	10	15	178	179	6	1	N												
S.C.	62	77	4	7	86	115	-	-	159												
Ga.	243	195	3	9	157	307	6	4	-												
Fla.	378	303	12	14	464	578	4	11	N												
E.S. CENTRAL	189	318	12	18	389	448	5	4	-												
Ky.	24	61	1	3	69	74	-	4	N												
Tenn.	80	117	6	5	127	175	2	-	N												
Ala.	71	106	4	7	139	127	3	-	-												
Miss.	14	34	1	3	54	72	-	-	-												
W.S. CENTRAL	510	484	38	51	831	1,147	4	19	1,115												
Ark.	32	20	-	3	60	73	-	-	-												
La.	72	81	-	-	-	-	-	-	3												
Okla.	31	37	1	1	85	97	-	-	N												
Tex.	375	346	37	47	686	977	4	19	1,112												
MOUNTAIN	176	178	19	9	189	228	3	7	369												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	6	1	-	-	5	10	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	42												
Colo.	12	36	3	1	42	47	3	3	-												
N. Mex.	28	20	-	-	6	22	-	-	-												
Ariz.	118	112	16	8	90	111	-	-	4												
Utah	5	2	-	-	18	17	-	2	323												
Nev.	7	7	-	-	21	13	-	2	-												
PACIFIC	795	613	15	37	1,227	1,494	59	44	-												
Wash.	44	29	-	1	144	140	2	4	-												
Oreg.	27	10	-	-	70	60	3	2	-												
Calif.	723	567	15	35	954	1,179	54	37	-												
Alaska	-	-	-	-	32	32	-	-	-												
Hawaii	1	7	-	1	27	83	-	1	-												
Guam	-	6	-	-	-	41	-	-	-												
P.R.	114	152	1	19	33	67	-	-	271												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


