
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending July 7, 2012 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	62	269	803	7,510	10,360	4	21	58	504	699	42	268	323	6,359	6,983						
NEW ENGLAND	2	11	27	339	521	-	1	4	23	31	1	8	23	220	208						
Conn.	-	6	13	162	232	-	0	2	8	6	-	0	13	19	30						
Maine	1	2	7	66	80	-	0	1	1	3	-	0	2	7	10						
Mass.	-	0	4	18	21	-	0	3	9	10	1	5	13	147	129						
N.H.	-	1	6	44	71	-	0	1	4	5	-	0	2	15	12						
R.I.	-	0	5	19	71	-	0	1	1	2	-	1	6	29	22						
Vt.	1	1	4	30	46	-	0	1	-	5	-	0	2	3	5						
MID. ATLANTIC	13	43	157	1,203	1,610	-	2	11	53	82	5	32	47	692	879						
N.J.	-	9	26	247	439	-	0	2	11	30	-	4	8	77	127						
N.Y. (Upstate)	13	18	108	558	715	-	1	10	29	30	1	4	12	107	89						
N.Y. City	-	13	23	398	456	-	0	3	13	22	3	16	22	315	480						
Pa.	N	0	0	N	N	N	0	0	N	N	1	7	17	193	183						
E.N. CENTRAL	3	61	101	1,627	2,040	1	3	10	102	116	2	29	62	635	964						
Ill.	N	0	0	N	N	-	0	0	-	-	2	13	54	261	429						
Ind.	-	12	33	326	499	-	1	2	13	23	-	3	10	96	98						
Mich.	3	13	25	309	439	1	0	3	22	24	-	4	13	100	164						
Ohio	-	23	46	723	796	-	1	6	48	55	-	7	15	147	241						
Wis.	-	9	26	269	306	-	0	2	19	14	-	1	5	31	32						
W.N. CENTRAL	2	12	58	280	395	1	1	3	20	29	-	3	13	51	166						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	21	12						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	10						
Minn.	-	8	26	192	304	-	1	3	13	25	-	2	8	25	71						
Mo.	N	0	0	N	N	-	0	0	-	-	-	0	8	-	67						
Nebr.	2	2	8	88	73	1	0	2	7	4	-	0	2	3	6						
N. Dak.	-	0	38	-	18	-	0	2	-	-	-	0	1	2	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	14	59	193	1,686	2,488	-	4	21	121	176	15	67	98	1,629	1,720						
Del.	-	1	5	21	33	-	0	0	-	-	-	0	6	23	12						
D.C.	-	1	5	30	28	-	0	1	1	4	-	3	9	96	102						
Fla.	7	19	48	576	890	-	2	8	46	80	-	26	36	636	610						
Ga.	-	17	48	460	744	-	1	6	36	43	6	11	59	292	318						
Md.	4	8	22	206	361	-	1	5	18	24	-	8	15	181	229						
N.C.	N	0	0	N	N	N	0	0	N	N	3	7	21	177	219						
S.C.	3	6	16	226	307	-	0	3	12	20	-	4	11	112	110						
Va.	N	0	0	N	N	-	0	0	-	-	6	3	13	110	118						
W. Va.	-	3	83	167	125	-	0	8	8	5	-	0	2	2	2						
E.S. CENTRAL	3	19	50	546	738	-	2	5	32	50	6	15	32	362	398						
Ala.	N	0	0	N	N	N	0	0	N	N	-	3	8	75	123						
Ky.	2	4	9	122	145	-	0	1	4	13	4	2	9	63	60						
Miss.	N	0	0	N	N	-	0	0	-	-	1	3	21	98	70						
Tenn.	1	14	47	424	593	-	1	4	28	37	1	5	14	126	145						
W.S. CENTRAL	19	30	188	919	1,219	2	3	12	78	111	3	41	55	1,067	906						
Ark.	2	4	14	103	143	-	0	3	10	11	1	3	15	98	100						
La.	-	3	18	107	143	-	0	2	7	13	2	7	16	149	208						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	7	23	29						
Tex.	17	23	156	709	933	2	2	11	61	87	-	27	43	797	569						
MOUNTAIN	5	26	48	845	1,251	-	2	6	63	98	4	10	21	240	320						
Ariz.	3	11	27	424	542	-	1	3	31	41	1	4	11	88	129						
Colo.	-	8	17	221	337	-	0	3	14	24	-	2	6	54	65						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	3	8	3						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Nev.	N	0	0	N	N	N	0	0	N	N	3	2	7	49	75						
N. Mex.	-	5	14	153	221	-	0	4	12	15	-	1	5	34	36						
Utah	-	1	9	30	132	-	0	2	5	18	-	0	2	7	7						
Wyo.	2	0	3	17	19	-	0	1	1	-	-	0	0	-	-						
PACIFIC	1	2	8	65	98	-	0	2	12	6	6	58	76	1,463	1,422						
Alaska	1	1	8	63	97	-	0	2	12	6	-	0	2	5	1						
Calif.	N	0	0	N	N	N	0	0	N	N	5	49	68	1,244	1,185						
Hawaii	-	0	1	2	1	-	0	1	-	-	-	0	3	5	8						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	2	12	89	44						
Wash.	N	0	0	N	N	N	0	0	N	N	1	5	12	120	184						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	5	15	130	127						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


