
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2012 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2012
Rabies, animal cummulative for 2011
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2012
Salmonellosis cummulative for 2011
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2012
Shiga toxin-producing E. coli(STEC)† cummulative for 2011

tab delimited data:
test
UNITED STATES	41	76	129	786	1,132	294	928	1,948	7,268	8,489	23	99	250	716	819						
NEW ENGLAND	2	7	16	107	72	7	36	107	339	497	-	3	13	23	29						
Conn.	-	3	10	49	41	-	7	30	87	120	-	1	4	8	9						
Maine	1	1	6	33	12	1	2	7	20	36	-	0	3	-	2						
Mass.	-	0	0	-	-	1	19	44	179	222	-	1	9	14	8						
N.H.	-	0	3	8	6	-	3	8	14	31	-	0	3	-	8						
R.I.	-	0	6	6	4	5	1	62	22	76	-	0	2	-	1						
Vt.	1	0	4	11	9	-	2	8	17	12	-	0	3	1	1						
MID. ATLANTIC	11	14	36	122	237	51	96	209	836	973	4	11	35	81	120						
N.J.	-	0	0	-	-	-	21	48	109	205	-	2	7	6	37						
N.Y. (Upstate)	11	7	20	78	72	31	25	67	263	210	3	3	13	29	29						
N.Y. City	-	0	3	-	2	1	20	44	218	228	-	2	6	19	18						
Pa.	-	7	21	44	163	19	31	114	246	330	1	3	17	27	36						
E.N. CENTRAL	2	3	20	20	15	24	85	186	715	1,033	5	16	51	108	145						
Ill.	1	0	6	5	4	-	27	80	239	354	-	4	14	22	32						
Ind.	-	0	7	-	-	-	11	36	55	113	-	2	10	7	28						
Mich.	1	1	6	9	7	1	15	42	151	156	-	3	14	48	22						
Ohio	-	1	6	6	4	23	21	46	228	247	5	3	9	27	29						
Wis.	N	0	0	N	N	-	11	48	42	163	-	4	22	4	34						
W.N. CENTRAL	1	1	8	22	26	26	54	113	383	596	4	16	61	94	116						
Iowa	-	0	0	-	-	-	7	19	78	109	-	2	15	12	21						
Kans.	-	0	3	7	11	-	9	27	54	75	-	2	8	5	18						
Minn.	-	0	0	-	-	-	12	33	-	164	-	4	24	-	34						
Mo.	1	0	4	8	5	18	16	42	178	168	3	5	32	59	27						
Nebr.	-	0	3	-	6	8	4	13	49	39	1	1	7	10	13						
N. Dak.	-	0	4	7	4	-	0	15	-	-	-	0	4	-	-						
S. Dak.	-	0	0	-	-	-	2	10	24	41	-	1	4	8	3						
S. ATLANTIC	9	18	48	247	361	64	275	739	2,326	2,156	-	12	32	125	125						
Del.	-	0	0	-	-	2	2	12	23	28	-	0	2	2	3						
D.C.	-	0	0	-	-	-	1	6	-	15	-	0	1	1	2						
Fla.	-	0	18	31	120	-	107	203	936	864	-	3	9	56	24						
Ga.	-	0	0	-	-	17	43	139	268	408	-	2	8	15	23						
Md.	7	6	14	86	86	14	19	45	208	175	-	1	4	10	16						
N.C.	-	0	0	-	-	7	37	251	498	290	-	2	26	19	28						
S.C.	N	0	0	N	N	9	27	71	172	150	-	0	2	5	6						
Va.	-	10	27	115	149	15	20	57	202	205	-	2	8	15	22						
W. Va.	2	1	30	15	6	-	0	18	19	21	-	0	2	2	1						
E.S. CENTRAL	1	2	7	23	55	16	64	191	473	525	1	5	18	45	38						
Ala.	1	1	5	19	28	1	18	70	119	151	-	1	15	13	7						
Ky.	-	0	2	4	5	5	9	30	87	106	-	1	5	6	11						
Miss.	-	0	0	-	-	-	22	88	128	113	-	0	4	6	6						
Tenn.	-	1	4	-	22	10	15	51	139	155	1	1	11	20	14						
W.S. CENTRAL	15	19	43	200	333	62	139	265	920	953	1	9	70	71	70						
Ark.	-	0	15	44	30	15	13	52	93	104	1	1	6	9	6						
La.	-	0	0	-	-	3	14	44	141	137	-	0	1	2	3						
Okla.	-	0	21	7	10	-	13	31	89	84	-	1	10	13	7						
Tex.	15	17	37	149	293	44	98	171	597	628	-	7	70	47	54						
MOUNTAIN	-	1	5	25	3	17	45	96	395	606	3	10	46	75	119						
Ariz.	N	0	0	N	N	14	15	36	169	209	-	2	6	30	36						
Colo.	-	0	0	-	-	-	10	23	68	135	-	3	9	9	29						
Idaho	-	0	1	-	-	2	2	8	20	45	2	2	8	14	13						
Mont.	N	0	0	N	N	1	2	10	19	21	-	1	4	6	4						
Nev.	-	0	3	-	-	-	3	7	22	46	-	0	7	4	12						
N. Mex.	-	0	4	25	3	-	5	21	40	56	-	0	3	6	12						
Utah	-	0	2	-	-	-	6	12	49	74	1	1	29	3	11						
Wyo.	-	0	0	-	-	-	1	9	8	20	-	0	7	3	2						
PACIFIC	-	4	14	20	30	27	95	188	881	1,150	5	11	28	94	57						
Alaska	-	0	1	5	11	2	1	6	18	21	-	0	1	1	-						
Calif.	-	4	13	15	15	-	70	141	615	879	-	5	15	27	28						
Hawaii	-	0	0	-	-	-	6	14	31	79	-	0	2	2	1						
Oreg.	-	0	2	-	4	4	6	16	83	84	1	2	11	37	15						
Wash.	-	0	0	-	-	21	11	47	134	87	4	3	23	27	13						
Amer. Samoa	N	0	0	N	N	-	0	1	1	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	6	-	-	-	-	-						
P.R.	-	1	6	22	9	-	7	21	16	113	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


