
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending December 30, 2006 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Neuroinvasive cummulative for 2005
West Nile virus disease † Non-neuroinvasive current week
West Nile virus disease † Non-neuroinvasive previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive cummulative for 2005

tab delimited data:
test
UNITED STATES	-	1	177	1,371	1,192	-	1	399	2,732	1,683											
NEW ENGLAND	-	0	3	9	9	-	0	2	3	4											
Conn.	-	0	3	7	4	-	0	1	2	2											
Maine	-	0	0	-	-	-	0	0	-	-											
Mass.	-	0	1	2	4	-	0	1	1	2											
N.H.	-	0	0	-	-	-	0	0	-	-											
R.I.	-	0	0	-	1	-	0	0	-	-											
Vt.	-	0	0	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	11	26	47	-	0	4	11	22											
N.J.	-	0	2	2	3	-	0	1	3	3											
N.Y. (Upstate)	-	0	5	8	19	-	0	1	3	5											
N.Y. City	-	0	4	8	11	-	0	2	4	3											
Pa.	-	0	2	8	14	-	0	1	1	11											
E.N. CENTRAL	-	0	43	243	259	-	0	33	167	156											
Ill.	-	0	23	121	137	-	0	23	89	115											
Ind.	-	0	7	28	11	-	0	12	53	12											
Mich.	-	0	11	47	54	-	0	2	5	8											
Ohio	-	0	11	36	46	-	0	3	11	15											
Wis.	-	0	2	11	11	-	0	2	9	6											
W.N. CENTRAL	-	0	36	222	169	-	0	79	484	463											
Iowa	-	0	3	21	14	-	0	4	15	23											
Kans.	-	0	3	17	17	-	0	3	13	N											
Minn.	-	0	6	30	18	-	0	7	35	27											
Mo.	-	0	14	51	17	-	0	2	10	13											
Nebr.	-	0	9	45	55	-	0	38	219	133											
N. Dak.	-	0	5	20	12	-	0	28	117	74											
S. Dak.	-	0	7	38	36	-	0	22	75	193											
S. ATLANTIC	-	0	2	16	34	-	0	7	13	29											
Del.	-	0	0	-	1	-	0	0	-	1											
D.C.	-	0	0	-	3	-	0	1	1	2											
Fla.	-	0	1	3	10	-	0	0	-	11											
Ga.	-	0	1	2	9	-	0	4	6	11											
Md.	-	0	2	8	4	-	0	2	2	1											
N.C.	-	0	1	1	2	-	0	0	-	2											
S.C.	-	0	1	1	5	-	0	0	-	-											
Va.	-	0	0	-	-	-	0	2	4	1											
W. Va.	-	0	1	1	-	N	0	0	N	N											
E.S. CENTRAL	-	0	15	117	65	-	0	16	95	38											
Ala.	-	0	2	7	6	-	0	0	-	4											
Ky.	-	0	2	5	5	-	0	1	1	-											
Miss.	-	0	10	89	39	-	0	16	92	31											
Tenn.	-	0	4	16	15	-	0	2	2	3											
W.S. CENTRAL	-	0	58	357	158	-	0	26	217	150											
Ark.	-	0	4	23	13	-	0	2	5	15											
La.	-	0	13	89	-	-	0	9	83	54											
Okla.	-	0	6	28	17	-	0	4	19	14											
Tex.	-	0	38	217	128	-	0	16	110	67											
MOUNTAIN	-	0	57	295	145	-	1	228	1,484	240											
Ariz.	-	0	0	-	52	-	0	15	97	61											
Colo.	-	0	10	64	21	-	0	51	269	85											
Idaho	-	0	30	111	3	-	0	157	850	10											
Mont.	-	0	3	12	8	-	0	8	22	17											
Nev.	-	0	9	34	14	-	0	16	89	17											
N. Mex.	-	0	1	3	20	-	0	1	5	13											
Utah	-	0	8	56	21	-	0	17	102	31											
Wyo.	-	0	7	15	6	-	0	10	50	6											
PACIFIC	-	0	15	86	306	-	0	51	258	581											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	15	79	305	-	0	37	193	575											
Hawaii	-	0	0	-	-	-	0	0	-	-											
Oreg.	-	0	2	7	1	-	0	14	62	6											
Wash.	-	0	0	-	-	-	0	2	3	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	-	0	0	-	-	-	0	0	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious 
Diseases (ArboNet Surveillance).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


