
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 7, 2009 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	59	282	1,697	11,637	8,525	29	64	140	3,191	3,721	9	26	179	1,273	2,083						
NEW ENGLAND	1	12	27	522	871	4	6	24	298	361	-	0	2	10	4						
Conn.	-	0	4	37	49	2	2	22	132	175	-	0	0	-	-						
Maine	1	1	10	74	36	-	1	4	47	49	-	0	2	5	1						
Mass.	-	7	19	307	672	-	0	0	-	-	-	0	1	4	1						
N.H.	-	1	7	66	28	-	0	7	26	44	-	0	0	-	1						
R.I.	-	0	7	28	74	-	1	6	42	31	-	0	2	-	1						
Vt.	-	0	1	10	12	2	1	4	51	62	-	0	1	1	-						
MID. ATLANTIC	14	23	64	952	966	5	12	23	532	820	-	1	29	62	116						
N.J.	-	4	12	150	184	-	0	0	-	-	-	0	2	-	78						
N.Y. (Upstate)	5	5	41	200	371	5	8	22	394	443	-	0	29	12	14						
N.Y. City	3	0	21	76	65	-	0	3	20	18	-	0	4	28	11						
Pa.	6	12	33	526	346	-	1	17	118	359	-	0	2	22	13						
E.N. CENTRAL	15	63	238	2,540	1,400	-	2	19	213	245	-	1	6	83	142						
Ill.	-	13	45	526	332	-	1	9	85	102	-	1	6	47	105						
Ind.	-	5	158	250	87	-	0	6	21	10	-	0	3	13	6						
Mich.	2	11	39	683	228	-	1	6	62	73	-	0	2	6	3						
Ohio	13	22	57	959	605	-	0	5	45	60	-	0	4	16	28						
Wis.	-	3	12	122	148	N	0	0	N	N	-	0	1	1	-						
W.N. CENTRAL	4	34	872	1,472	888	1	7	18	314	275	-	3	27	311	424						
Iowa	-	5	14	170	166	-	0	3	24	27	-	0	2	5	8						
Kans.	-	4	9	142	60	-	1	6	60	59	-	0	1	2	-						
Minn.	-	0	808	165	203	1	0	11	57	53	-	0	1	2	-						
Mo.	2	20	51	818	270	-	1	5	65	59	-	3	26	290	394						
Nebr.	2	3	32	133	130	-	1	6	77	32	-	0	2	12	19						
N. Dak.	-	0	24	17	1	-	0	9	4	24	-	0	1	-	-						
S. Dak.	-	0	5	27	58	-	0	4	27	21	-	0	0	-	3						
S. ATLANTIC	5	32	71	1,412	805	12	24	111	1,388	1,479	8	10	40	417	787						
Del.	-	0	2	13	15	-	0	0	-	-	-	0	3	16	31						
D.C.	-	0	2	2	4	-	0	0	-	-	-	0	0	-	6						
Fla.	2	10	32	479	244	-	0	95	142	138	1	0	2	7	13						
Ga.	-	3	11	177	87	12	0	72	346	343	-	0	7	43	77						
Md.	1	2	8	108	128	-	7	15	342	382	1	1	3	33	79						
N.C.	-	0	65	223	79	N	2	4	N	N	6	4	36	246	386						
S.C.	1	4	18	218	103	-	0	0	-	-	-	0	5	18	52						
