
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 16, 2002 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	1	1	1,293	33,495	45,972	182	198	-	2												
NEW ENGLAND	-	-	141	847	830	7	7	-	1												
Maine	-	-	23	13	23	1	-	-	-												
N.H.	-	-	9	11	13	1	-	-	-												
Vt.	-	-	16	13	14	-	-	-	-												
Mass.	-	-	45	450	354	5	7	-	1												
R.I.	-	-	18	119	109	-	-	-	-												
Conn.	-	-	30	241	317	-	-	-	-												
MID. ATLANTIC	-	-	240	2,996	4,141	31	33	-	-												
Upstate N.Y.	-	-	60	501	604	16	7	-	-												
N.Y. City	-	-	99	1,452	1,566	10	11	-	-												
N.J.	-	-	-	225	584	2	12	-	-												
Pa.	-	-	81	818	1,387	3	3	-	-												
E.N. CENTRAL	1	-	273	5,490	9,728	26	39	-	-												
Ohio	1	-	119	340	2,898	21	16	-	-												
Ind.	-	-	-	771	912	3	3	-	-												
Ill.	-	-	31	1,906	2,937	-	13	-	-												
Mich.	-	-	100	2,078	2,124	1	3	-	-												
Wis.	-	-	23	395	857	1	4	-	-												
W.N. CENTRAL	-	-	127	1,448	2,278	2	3	-	-												
Minn.	-	-	37	262	372	-	-	-	-												
Iowa	-	-	34	-	113	1	-	-	-												
Mo.	-	-	31	844	1,158	1	3	-	-												
N. Dak.	-	-	-	-	4	-	-	-	-												
S. Dak.	-	-	8	38	30	-	-	-	-												
Nebr.	-	-	-	-	187	-	-	-	-												
Kans.	-	-	17	304	414	-	-	-	-												
S. ATLANTIC	-	-	222	9,328	11,997	55	58	-	1												
Del.	-	-	10	141	217	-	-	-	-												
Md.	-	-	17	1,075	1,156	16	12	-	-												
D.C.	-	-	8	335	420	-	-	-	-												
Va.	-	-	9	1,258	1,219	2	3	-	-												
W. Va.	-	-	2	127	59	-	2	-	1												
N.C.	-	-	-	2,087	1,733	5	6	-	-												
S.C.	-	-	1	995	2,714	-	1	-	-												
Ga.	-	-	103	1,236	2,283	22	19	-	-												
Fla.	-	-	72	2,074	2,196	10	15	-	-												
E.S. CENTRAL	-	1	34	3,825	4,410	3	4	-	-												
Ky.	-	1	-	407	466	-	-	-	-												
Tenn.	-	-	11	1,289	1,494	2	2	-	-												
Ala.	-	-	23	1,477	1,359	1	2	-	-												
Miss.	-	-	-	652	1,091	-	-	-	-												
W.S. CENTRAL	-	-	9	5,726	7,472	9	2	-	-												
Ark.	-	-	9	253	874	-	-	-	-												
La.	-	-	-	1,574	1,699	-	-	-	-												
Okla.	-	-	-	436	731	9	2	-	-												
Tex.	-	-	-	3,463	4,168	-	-	-	-												
MOUNTAIN	-	-	126	1,243	1,296	31	35	-	-												
Mont.	-	-	5	24	6	-	-	-	-												
Idaho	-	-	3	13	17	-	1	-	-												
Wyo.	-	-	1	8	12	-	-	-	-												
Colo.	-	-	50	433	474	7	7	-	-												
N. Mex.	-	-	8	146	141	7	6	-	-												
Ariz.	-	-	12	354	392	13	20	-	-												
Utah	-	-	25	67	9	3	-	-	-												
Nev.	-	-	22	198	245	1	1	-	-												
PACIFIC	-	-	121	2,592	3,820	18	17	-	-												
Wash.	-	-	22	407	420	-	-	-	-												
Oreg.	-	-	76	-	151	13	-	-	-												
Calif.	-	-	-	2,038	3,119	-	12	-	-												
Alaska	-	-	10	95	37	-	1	-	-												
Hawaii	-	-	13	52	93	5	4	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	-	-	-	-	128	-	-	-	-												
V.I.	-	-	-	-	3	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	1	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


