
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 14, 2006 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	34	68	245	2,527	3,317	42	84	597	3,183	4,110	63	44	127	1,786	1,646						
NEW ENGLAND	2	3	20	146	378	1	2	9	78	120	4	2	12	103	117						
Conn.	-	1	2	34	43	-	0	3	27	39	2	0	9	40	22						
Maine	-	0	2	6	3	-	0	2	15	12	-	0	2	7	6						
Mass.	-	1	13	51	240	-	0	5	14	40	-	0	6	27	55						
N.H.	-	0	16	36	76	-	0	2	12	24	-	0	1	1	9						
R.I.	2	0	4	11	10	1	0	4	9	1	1	0	10	21	16						
Vt.	-	0	2	8	6	-	0	1	1	4	1	0	3	7	9						
MID. ATLANTIC	3	6	15	272	540	-	8	55	327	531	38	15	46	660	559						
N.J.	-	2	7	61	112	-	2	8	80	196	-	2	10	79	96						
N.Y. (Upstate)	1	1	14	68	83	-	1	43	49	46	30	5	29	260	143						
N.Y. City	1	2	9	91	261	-	2	5	67	111	-	2	9	84	85						
Pa.	1	1	5	52	84	-	3	9	131	178	8	5	18	237	235						
E.N. CENTRAL	2	6	12	229	291	5	8	24	316	447	9	8	24	351	342						
Ill.	-	1	4	50	106	-	1	7	57	130	-	0	4	21	47						
Ind.	1	0	5	24	14	3	0	17	45	33	-	0	3	24	24						
Mich.	1	2	8	82	89	-	3	7	105	144	-	2	7	93	94						
Ohio	-	1	4	45	43	2	2	10	103	105	9	4	19	180	146						
Wis.	-	1	3	28	39	-	0	4	6	35	-	0	5	33	31						
W.N. CENTRAL	-	2	30	104	71	1	4	22	130	215	1	1	15	55	64						
Iowa	-	0	2	8	18	-	0	3	14	22	-	0	3	10	5						
Kans.	-	0	5	24	14	-	0	2	8	24	-	0	2	4	2						
Minn.	-	0	29	9	3	-	0	13	17	29	1	0	11	12	16						
Mo.	-	1	3	39	28	-	2	7	76	112	-	0	3	18	24						
Nebr.	-	0	3	16	8	1	0	2	14	22	-	0	2	7	3						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	-	-	0	1	1	6	-	0	6	4	12						
S. ATLANTIC	13	10	29	435	590	14	23	66	911	1,105	8	9	19	332	315						
Del.	-	0	2	10	5	-	1	4	36	26	-	0	2	8	13						
D.C.	-	0	2	6	4	-	0	2	5	10	3	0	5	19	9						
Fla.	11	4	13	176	234	11	8	19	333	380	2	3	9	132	90						
Ga.	1	1	7	51	112	2	3	7	127	169	-	0	4	15	28						
