
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 11, 2009 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	75	97	208	1,711	1,857	23	33	90	524	551											
NEW ENGLAND	5	5	31	102	120	3	1	12	19	32											
Conn.	-	0	26	23	9	-	0	11	-	-											
Maine	-	0	3	6	11	-	0	1	-	1											
Mass.	3	3	7	45	76	2	1	3	13	26											
N.H.	-	0	4	15	12	1	0	1	4	5											
R.I.	-	0	8	4	6	-	0	2	-	-											
Vt.	2	0	3	9	6	-	0	1	2	-											
MID. ATLANTIC	11	18	36	304	406	6	4	25	64	70											
N.J.	-	2	9	2	82	-	1	4	10	22											
N.Y. (Upstate)	9	6	24	112	109	1	2	19	38	29											
N.Y. City	-	3	12	60	84	5	0	23	16	19											
Pa.	2	7	17	130	131	N	0	2	N	N											
E.N. CENTRAL	12	15	39	309	395	2	6	11	76	112											
Ill.	-	3	11	69	119	-	1	5	9	35											
Ind.	-	2	19	42	49	-	0	5	6	12											
Mich.	2	3	9	55	72	1	1	5	22	29											
Ohio	8	4	14	107	99	1	1	5	29	19											
Wis.	2	1	10	36	56	-	0	2	10	17											
W.N. CENTRAL	5	5	37	147	147	2	2	11	45	36											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	1	0	8	21	20	N	0	1	N	N											
Minn.	-	0	34	52	55	-	0	9	15	13											
Mo.	2	2	8	44	40	2	1	4	21	16											
Nebr.	2	1	3	20	16	-	0	1	2	2											
N. Dak.	-	0	2	2	7	-	0	3	3	1											
S. Dak.	-	0	2	8	9	-	0	2	4	4											
S. ATLANTIC	18	21	45	391	392	6	6	14	107	123											
Del.	-	0	1	6	6	-	0	0	-	-											
D.C.	-	0	4	-	8	N	0	0	N	N											
Fla.	9	6	12	101	86	4	1	3	24	19											
Ga.	6	5	14	96	79	1	2	6	35	32											
Md.	3	3	10	56	73	1	1	3	22	29											
N.C.	-	2	13	42	46	N	0	0	N	N											
S.C.	-	1	5	27	27	-	1	6	21	20											
Va.	-	3	9	52	52	-	0	3	1	20											
W. Va.	-	0	3	11	15	-	0	2	4	3											
E.S. CENTRAL	1	4	9	79	58	-	2	6	20	30											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	14	14	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	-	7											
Tenn.	1	3	8	65	44	-	2	6	20	23											
W.S. CENTRAL	9	10	58	165	152	3	6	36	95	78											
Ark.	-	0	2	6	2	-	0	3	9	3											
La.	-	0	2	5	8	-	0	3	12	3											
Okla.	5	2	13	64	42	2	1	7	18	28											
Tex.	4	6	45	90	100	1	4	27	56	44											
MOUNTAIN	11	7	16	166	144	1	2	15	87	53											
Ariz.	5	0	5	45	-	1	0	9	49	-											
Colo.	5	3	8	64	60	-	1	4	19	22											
Idaho	-	0	2	3	8	-	0	1	2	2											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	1	0	1	3	5	-	0	1	-	1											
N. Mex.	-	2	6	29	50	-	0	2	6	11											
Utah	-	1	6	21	18	-	0	4	11	17											
Wyo.	-	0	1	1	3	-	0	1	-	-											
PACIFIC	3	3	8	48	43	-	1	5	11	17											
Alaska	2	0	4	7	10	-	0	4	8	10											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	1	3	8	41	33	-	0	2	3	7											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	8	-	12	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


