
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 14, 2007 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	34	44	240	848	946	6	7	32	125	131	84	181	260	2,176	2,518						
NEW ENGLAND	-	1	7	19	12	-	0	1	-	2	-	4	13	46	62						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	10	6	15						
Maine	-	0	2	4	2	-	0	0	-	1	-	0	1	1	3						
Mass.	-	0	0	-	-	-	0	0	-	-	-	2	7	30	32						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	4	5						
R.I.	-	0	4	7	3	-	0	1	-	-	-	0	3	4	5						
Vt.	-	0	2	8	7	-	0	1	-	1	-	0	1	1	2						
MID. ATLANTIC	3	3	8	57	48	2	0	5	14	8	19	24	44	446	308						
N.J.	-	0	0	-	-	-	0	0	-	-	-	3	8	51	47						
N.Y. (Upstate)	2	1	5	20	14	1	0	4	7	3	2	3	14	33	43						
N.Y. City	-	0	0	-	-	-	0	0	-	-	13	13	35	299	146						
Pa.	1	2	6	37	34	1	0	2	7	5	4	5	12	63	72						
E.N. CENTRAL	13	10	40	215	212	2	1	7	24	37	7	14	32	157	266						
Ill.	-	0	2	3	8	-	0	1	1	3	-	6	13	33	147						
Ind.	8	2	30	42	43	1	0	5	3	9	-	2	5	14	26						
Mich.	-	0	3	-	9	-	0	1	-	1	1	2	10	34	22						
Ohio	5	5	38	170	152	1	1	5	20	24	6	4	9	62	58						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	14	13						
W.N. CENTRAL	2	1	123	34	16	-	0	15	5	1	-	5	14	47	69						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	1	6						
Kans.	-	0	1	3	-	-	0	0	-	-	-	0	3	5	9						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	20	17						
Mo.	-	1	6	26	16	-	0	2	3	1	-	3	9	21	35						
Nebr.	1	0	1	2	-	-	0	0	-	-	-	0	2	-	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	1	0	3	3	-	-	0	1	2	-	-	0	3	-	-						
S. ATLANTIC	13	21	54	406	528	2	3	8	62	47	22	41	136	405	545						
Del.	-	0	1	1	-	-	0	1	1	-	1	0	3	3	8						
D.C.	-	0	2	4	16	-	0	0	-	2	-	2	11	44	36						
Fla.	13	12	29	237	236	2	2	8	56	44	-	14	23	68	207						
Ga.	-	7	17	147	237	-	0	1	-	1	-	6	105	13	43						
Md.	-	0	0	-	-	-	0	0	-	-	15	5	14	90	95						
N.C.	-	0	0	-	-	-	0	0	-	-	2	5	23	100	92						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	5	25	22						
Va.	N	0	0	N	N	-	0	0	-	-	4	4	17	61	41						
W. Va.	-	1	17	17	39	-	0	1	5	-	-	0	2	1	1						
E.S. CENTRAL	3	2	7	52	80	-	0	3	9	14	15	14	29	214	162						
Ala.	N	0	0	N	N	-	0	0	-	-	8	5	17	73	79						
Ky.	1	0	2	11	20	-	0	1	1	3	1	1	9	25	20						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	8	34	17						
Tenn.	2	2	7	41	60	-	0	3	8	11	6	5	12	82	46						
W.S. CENTRAL	-	1	6	47	8	-	0	2	5	3	15	29	58	402	401						
Ark.	-	0	3	1	4	-	0	0	-	2	2	1	7	31	27						
La.	-	1	2	17	4	-	0	1	2	1	5	5	30	82	55						
Okla.	-	0	5	29	-	-	0	2	3	-	-	1	5	25	22						
Tex.	-	0	0	-	-	-	0	0	-	-	8	21	31	264	297						
MOUNTAIN	-	1	5	18	42	-	0	5	6	19	-	8	27	58	128						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	16	11	58						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	3	22						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	2						
