
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2007 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	557	826	1,435	11,931	14,941	-	1	178	-	3	-	1	399	-	1						
NEW ENGLAND	10	21	72	154	522	-	0	3	-	-	-	0	2	-	-						
Conn.	-	0	0	-	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	2	17	-	101	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	92	-	0	1	-	-	-	0	1	-	-						
N.H.	2	5	47	59	120	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	8	11	66	95	209	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	60	103	193	1,597	1,848	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	60	103	193	1,597	1,848	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	125	234	587	3,618	5,843	-	0	43	-	-	-	0	33	-	-						
Ill.	1	1	9	50	29	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	41	94	258	1,445	1,710	-	0	11	-	-	-	0	2	-	-						
Ohio	83	128	449	1,895	3,623	-	0	11	-	-	-	0	3	-	-						
Wis.	-	12	64	228	481	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	14	30	131	640	758	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	-	7	52	276	132	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	14	16	82	255	593	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	60	84	13	-	0	5	-	-	-	0	28	-	-						
S. Dak.	-	1	15	25	20	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	53	96	176	1,494	1,569	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	8	34	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	11	-	0	0	-	-	-	0	1	-	-						
Fla.	21	0	42	389	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	19	22	72	452	389	-	0	1	-	-	-	0	0	-	-						
Va.	2	28	142	220	516	-	0	0	-	-	-	0	2	-	-						
W. Va.	11	25	56	425	619	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	2	5	43	102	-	-	0	15	-	3	-	0	16	-	-						
Ala.	2	5	43	100	-	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	-	3	-	0	16	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	266	200	966	3,351	3,237	-	0	58	-	-	-	0	26	-	1						
Ark.	5	11	92	169	225	-	0	4	-	-	-	0	2	-	-						
La.	-	2	11	39	16	-	0	13	-	-	-	0	9	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	261	172	873	3,143	2,996	-	0	38	-	-	-	0	16	-	-						
MOUNTAIN	26	57	102	955	1,164	-	0	61	-	-	-	1	228	-	-						
Ariz.	-	0	0	-	-	-	0	9	-	-	-	0	15	-	-						
Colo.	13	23	51	370	621	-	0	10	-	-	-	0	51	-	-						
Idaho	N	0	0	N	N	-	0	30	-	-	-	0	157	-	-						
Mont.	2	0	26	109	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	3	-	1	-	0	9	-	-	-	0	16	-	-						
N. Mex.	3	4	18	105	218	-	0	1	-	-	-	0	1	-	-						
Utah	8	19	65	367	314	-	0	8	-	-	-	0	17	-	-						
Wyo.	-	0	11	4	10	-	0	7	-	-	-	0	10	-	-						
PACIFIC	1	0	9	20	-	-	0	15	-	-	-	0	51	-	-						
Alaska	1	0	9	20	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	15	-	-	-	0	37	-	-						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	2	-	-	-	0	14	-	-						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	2	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	1	12	30	144	145	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


