
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 15, 2003 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	2,334	3,416	238	175	123	45	16,010	18,432	276,386	312,283											
NEW ENGLAND	148	252	53	46	16	5	1,235	1,615	6,275	6,889											
Maine	10	36	3	8	1	-	169	190	162	123											
N.H.	12	33	2	-	-	-	22	41	76	112											
Vt.	16	12	-	1	-	1	112	131	76	84											
Mass.	63	115	8	19	15	4	617	870	2,674	2,903											
R.I.	1	12	-	1	-	-	95	140	836	818											
Conn.	46	44	40	17	-	-	220	243	2,451	2,849											
MID. ATLANTIC	221	381	16	1	35	7	3,126	3,776	37,079	37,702											
Upstate N.Y.	88	155	10	-	18	-	923	1,103	6,898	7,630											
N.Y. City	5	16	-	-	-	-	1,001	1,304	11,709	11,281											
N.J.	20	59	1	-	-	1	314	434	6,292	6,932											
Pa.	108	151	5	1	17	6	888	935	12,180	11,859											
E.N. CENTRAL	524	798	23	31	22	4	2,656	3,229	55,669	66,392											
Ohio	126	147	17	11	21	3	816	836	15,790	19,439											
Ind.	79	73	-	1	-	-	-	-	5,689	6,650											
Ill.	108	174	-	6	-	-	685	913	17,524	21,633											
Mich.	84	131	-	3	-	1	657	849	12,148	13,087											
Wis.	127	273	6	10	1	-	498	631	4,518	5,583											
W.N. CENTRAL	412	481	50	30	20	5	1,810	1,878	14,698	16,036											
Minn.	129	152	20	25	1	-	700	708	2,454	2,759											
Iowa	99	114	-	-	-	-	250	285	775	1,213											
Mo.	84	68	17	-	1	-	449	454	7,575	7,941											
N. Dak.	13	18	4	-	8	1	35	30	56	66											
S. Dak.	28	39	4	2	-	-	74	72	204	238											
Nebr.	33	59	4	3	-	-	108	158	1,414	1,389											
Kans.	26	31	1	-	10	4	194	171	2,220	2,430											
S. ATLANTIC	142	342	62	31	9	1	2,474	2,628	68,668	79,058											
Del.	11	9	N	N	N	N	41	52	1,018	1,404											
Md.	12	26	-	-	-	-	105	105	6,925	8,117											
D.C.	1	-	-	-	-	-	46	43	2,222	2,374											
Va.	38	61	10	9	-	-	321	275	7,025	9,054											
W. Va.	5	9	-	-	-	1	37	53	766	865											
N.C.	4	130	26	-	-	-	N	N	13,498	14,208											
S.C.	2	5	-	-	-	-	128	120	7,551	8,147											
Ga.	28	43	3	7	-	-	834	838	13,875	15,870											
Fla.	41	59	23	15	9	-	962	1,142	15,788	19,019											
E.S. CENTRAL	77	103	2	-	7	10	319	350	22,731	26,986											
Ky.	25	30	2	-	7	10	N	N	3,198	3,336											
Tenn.	33	44	-	-	-	-	160	171	7,471	8,379											
Ala.	13	18	-	-	-	-	159	179	6,908	9,148											
Miss.	6	11	-	-	-	-	-	-	5,154	6,123											
W.S. CENTRAL	82	105	5	2	9	8	267	228	36,881	42,991											
Ark.	11	11	-	-	-	-	133	154	3,486	4,156											
La.	3	4	-	-	-	-	9	6	9,247	10,435											
Okla.	27	22	-	-	-	-	124	66	4,168	4,224											
Tex.	41	68	5	2	9	8	1	2	19,980	24,176											
MOUNTAIN	304	327	24	27	5	5	1,431	1,490	8,643	10,031											
Mont.	16	29	-	-	-	-	98	78	93	99											
Idaho	76	42	15	16	-	-	179	119	66	82											
Wyo.	4	14	1	2	-	-	20	29	39	55											
Colo.	70	97	3	6	5	5	402	499	2,307	3,136											
N. Mex.	10	12	4	3	-	-	44	135	1,007	1,334											
Ariz.	36	33	N	N	N	N	234	188	3,060	3,284											
Utah	70	72	-	-	-	-	338	298	316	289											
Nev.	22	28	1	-	-	-	116	144	1,755	1,752											
PACIFIC	424	627	3	7	-	-	2,692	3,238	25,742	26,198											
Wash.	105	139	1	-	-	-	307	399	2,417	2,562											
Oreg.	94	202	2	7	-	-	361	398	878	763											
Calif.	213	244	-	-	-	-	1,876	2,258	21,233	21,679											
Alaska	4	7	-	-	-	-	76	104	469	544											
Hawaii	8	35	-	-	-	-	72	79	745	650											
Guam	N	N	-	-	-	-	-	7	-	42											
P.R.	-	1	-	-	36	-	129	79	184	312											
V.I.	-	-	-	-	-	-	-	-	55	31											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


