
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 2013 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	17	62	153	334	407	25	455	1,453	1,034	2,558	6	23	45	141	160						
NEW ENGLAND	-	5	19	18	22	-	114	607	59	779	-	2	7	7	10						
Conn.	-	1	7	2	4	-	39	182	3	260	-	0	2	-	1						
Maine	-	0	3	2	1	-	16	69	28	74	-	0	2	-	-						
Mass.	-	3	11	8	10	-	47	343	2	315	-	0	4	5	8						
N.H.	-	0	2	1	3	-	8	53	5	95	-	0	2	2	-						
R.I.	-	0	5	3	4	-	1	34	3	6	-	0	7	-	-						
Vt.	-	0	2	2	-	-	8	29	18	29	-	0	1	-	1						
MID. ATLANTIC	1	12	44	64	102	22	197	657	635	1,236	1	6	14	29	26						
N.J.	-	2	12	5	19	-	50	166	164	442	-	0	2	4	-						
N.Y. (Upstate)	-	6	15	14	25	16	41	252	92	140	-	1	4	10	2						
N.Y. City	1	2	13	17	24	-	1	12	-	3	-	3	11	12	20						
Pa.	-	4	19	28	34	6	96	405	379	651	1	1	4	3	4						
E.N. CENTRAL	4	13	54	67	90	-	21	168	30	141	-	2	8	15	21						
Ill.	-	2	23	3	17	-	2	18	2	8	-	0	6	3	5						
Ind.	1	2	6	26	15	-	1	6	-	5	-	0	2	3	5						
Mich.	-	2	9	-	14	-	2	9	5	6	-	0	5	3	2						
Ohio	3	5	17	38	40	-	1	6	8	6	-	1	3	5	7						
Wis.	-	1	7	-	4	-	17	138	15	116	-	0	2	1	2						
W.N. CENTRAL	-	3	10	13	24	-	2	18	2	5	-	1	5	8	7						
Iowa	-	0	2	-	-	-	1	16	1	3	-	0	2	3	1						
Kans.	-	0	2	1	1	-	0	2	-	1	-	0	1	2	3						
Minn.	-	1	4	5	7	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	14	-	0	2	1	-	-	0	2	1	3						
Nebr.	-	0	2	4	-	-	0	2	-	-	-	0	1	1	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	1	1	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	6	11	25	81	83	3	63	180	286	356	3	7	16	63	57						
Del.	-	0	2	-	4	-	10	30	46	90	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	0	-	2						
