
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 18, 2006 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	5	50	156	72	161	69	275	452	913	1,193	55	80	151	555	621						
NEW ENGLAND	-	4	14	6	16	1	5	15	27	22	-	3	8	18	25						
Conn.	-	1	4	-	8	-	1	4	3	2	U	0	0	U	U						
Maine	-	0	5	-	-	-	0	1	-	-	-	0	2	3	2						
Mass.	-	2	8	6	7	1	3	9	23	18	-	2	6	10	18						
N.H.	-	0	2	-	-	-	0	4	1	1	-	0	2	4	1						
R.I.	-	0	2	-	-	-	0	6	-	-	-	0	3	-	-						
Vt.	-	0	2	-	1	-	0	4	-	1	-	0	2	1	4						
MID. ATLANTIC	-	7	24	-	14	7	22	67	51	123	7	16	38	98	135						
N.J.	-	1	6	-	3	-	5	14	-	40	-	3	9	5	29						
N.Y. (Upstate)	-	2	16	1	6	7	4	42	31	17	5	4	19	30	43						
N.Y. City	-	0	2	-	1	-	7	22	17	60	-	3	9	15	22						
Pa.	-	2	8	-	4	-	2	48	3	6	2	5	12	48	41						
E.N. CENTRAL	-	8	31	13	40	9	16	78	57	88	7	15	41	106	131						
Ill.	-	1	7	-	10	-	5	24	4	25	-	3	10	9	32						
Ind.	-	1	7	5	1	-	1	56	5	1	2	1	11	16	13						
Mich.	-	1	8	2	8	-	4	14	21	41	1	6	15	32	52						
Ohio	-	2	14	6	13	9	2	11	21	10	3	4	14	38	22						
Wis.	-	2	15	-	8	-	3	9	6	11	1	1	8	11	12						
W.N. CENTRAL	-	7	39	17	26	6	38	64	133	98	-	5	19	27	21						
Iowa	-	1	10	4	5	-	1	9	2	12	N	0	0	N	N						
Kans.	-	1	4	-	2	-	4	20	12	4	-	1	5	15	2						
Minn.	-	2	23	13	3	2	2	6	11	4	-	1	15	-	-						
Mo.	-	1	7	5	9	4	22	45	90	57	-	1	6	7	9						
Nebr.	-	0	4	-	5	-	1	9	7	14	-	0	4	4	4						
N. Dak.	-	0	2	-	-	-	0	2	1	1	-	0	3	1	2						
S. Dak.	-	0	5	-	2	-	1	17	10	6	-	0	2	-	4						
S. ATLANTIC	3	7	39	10	30	27	44	117	259	157	26	19	33	166	126						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	1	-	1	0	2	3	1						
Fla.	3	1	31	10	11	20	22	66	131	77	11	5	12	49	44						
Ga.	-	0	6	-	5	5	11	32	81	46	3	3	9	40	23						
Md.	-	1	5	-	5	2	2	8	18	11	3	4	12	32	29						
N.C.	-	1	11	9	7	-	2	22	18	6	8	1	13	21	15						
S.C.	-	0	2	-	-	-	2	6	10	8	-	1	3	9	7						
Va.	-	2	9	-	2	-	2	9	-	8	-	2	11	9	5						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	5	2	2						
E.S. CENTRAL	-	3	12	3	6	1	20	54	55	130	1	3	11	19	19						
Ala.	-	0	3	-	3	1	3	20	13	30	-	0	0	-	-						
Ky.	-	1	9	3	-	-	6	31	28	6	1	0	3	4	3						
Miss.	-	0	2	-	-	-	2	7	9	10	-	0	0	-	-						
Tenn.	-	1	3	1	3	-	5	46	5	84	-	3	8	15	16						
W.S. CENTRAL	-	2	9	-	6	2	61	121	90	227	8	6	16	49	33						
Ark.	-	0	2	-	1	1	1	3	6	10	-	0	4	1	6						
La.	-	0	2	-	2	-	2	11	7	24	-	0	1	2	3						
Okla.	-	0	3	-	1	1	10	41	17	56	8	2	13	32	13						
Tex.	-	1	4	-	2	-	45	105	60	137	-	3	14	14	11						
MOUNTAIN	-	5	15	6	15	2	17	47	38	78	6	12	28	59	114						
Ariz.	-	0	4	-	2	-	9	29	-	36	-	4	16	-	53						
Colo.	-	1	6	6	4	-	3	17	12	13	3	4	11	38	38						
Idaho	-	1	8	-	5	-	0	4	2	-	-	0	2	-	1						
Mont.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	4	-	-	-	1	6	8	15	-	0	6	-	-						
N. Mex.	-	0	3	-	-	-	2	9	6	10	-	1	6	6	17						
Utah	-	1	7	1	2	2	1	4	9	4	3	2	6	14	4						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	1	1						
PACIFIC	2	6	52	17	8	14	40	124	203	270	-	2	8	13	17						
Alaska	-	0	3	-	1	-	0	1	-	1	-	0	0	-	-						
Calif.	1	1	6	14	1	8	35	90	147	244	-	0	0	-	-						
Hawaii	-	0	4	-	1	-	1	4	9	4	-	2	8	13	17						
Oreg.	-	1	47	3	-	-	1	27	34	14	N	0	0	N	N						
Wash.	1	1	39	3	5	6	2	35	13	7	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	-	0	1	-	-	N	0	0	N	N						
