
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 6, 2011 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	175	249	742	5,923	8,152	2	2	13	78	89	40	25	245	746	803						
NEW ENGLAND	-	3	27	127	237	-	0	0	-	-	-	0	1	3	2						
Conn.	-	0	26	26	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	17	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	2	13	76	147	-	0	0	-	-	-	0	1	1	-						
N.H.	-	0	2	1	6	-	0	0	-	-	-	0	1	1	1						
R.I.	-	0	4	4	11	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	3	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	5	14	74	359	1,106	-	0	2	9	2	3	1	5	19	60						
N.J.	-	3	11	42	262	-	0	0	-	1	-	0	3	-	39						
N.Y. (Upstate)	5	3	18	124	116	-	0	1	2	1	1	0	3	4	5						
N.Y. City	-	5	14	132	187	-	0	0	-	-	-	0	2	7	7						
Pa.	-	4	56	61	541	-	0	2	7	-	2	0	2	8	9						
E.N. CENTRAL	10	16	37	404	1,116	-	0	2	3	2	-	1	5	45	54						
Ill.	-	5	18	85	659	-	0	1	-	1	-	0	2	18	24						
Ind.	-	1	4	32	38	-	0	0	-	1	-	0	4	20	16						
Mich.	3	3	9	92	157	-	0	0	-	-	-	0	1	-	1						
Ohio	7	5	27	195	208	-	0	2	3	-	-	0	2	7	9						
Wis.	-	0	4	-	54	-	0	0	-	-	-	0	1	-	4						
W.N. CENTRAL	3	11	41	198	1,614	-	0	6	14	8	4	4	27	192	166						
Iowa	1	0	4	11	35	-	0	0	-	-	-	0	2	3	5						
Kans.	-	3	12	35	176	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	31	-	0	0	-	-	-	0	2	-	-						
Mo.	2	6	29	141	1,345	-	0	3	10	6	4	4	27	187	159						
Nebr.	-	0	10	7	23	-	0	3	4	2	-	0	1	2	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	2	4	4	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	70	67	133	2,192	1,279	2	1	6	41	57	17	6	59	195	209						
Del.	1	0	1	2	35	-	0	1	1	1	-	0	4	12	14						
D.C.	-	0	3	8	21	-	0	1	1	-	-	0	0	-	-						
Fla.	50	38	98	1,586	525	-	0	1	3	2	-	0	2	4	7						
Ga.	10	12	26	319	425	1	0	5	24	44	-	0	0	-	-						
Md.	1	2	7	50	76	-	0	1	2	-	2	0	3	17	31						
N.C.	7	4	36	142	83	1	0	4	6	7	13	1	47	90	76						
S.C.	1	1	4	32	43	-	0	1	3	-	-	0	2	11	8						
Va.	-	2	8	49	70	-	0	2	1	3	2	2	12	58	73						
W. Va.	-	0	66	4	1	-	0	0	-	-	-	0	1	3	-						
E.S. CENTRAL	10	13	29	339	447	-	0	3	5	13	5	5	26	157	250						
Ala.	4	4	15	113	93	-	0	1	-	2	-	1	6	28	49						
Ky.	-	1	6	34	174	-	0	0	-	6	-	0	0	-	-						
Miss.	1	2	9	85	29	-	0	1	1	1	-	0	4	2	14						
Tenn.	5	4	14	107	151	-	0	2	4	4	5	4	20	127	187						
W.S. CENTRAL	58	59	503	1,382	1,384	-	0	8	1	1	11	2	235	106	55						
Ark.	4	2	7	43	32	-	0	2	1	-	10	0	35	95	25						
La.	-	5	14	110	151	-	0	0	-	-	-	0	1	2	2						
Okla.	11	2	161	57	166	-	0	5	-	-	1	0	202	6	15						
Tex.	43	49	338	1,172	1,035	-	0	1	-	1	-	0	5	3	13						
MOUNTAIN	8	16	32	389	412	-	0	5	5	2	-	0	6	29	6						
Ariz.	6	6	19	121	226	-	0	4	5	-	-	0	6	20	-						
Colo.	1	2	7	47	51	-	0	1	-	-	-	0	1	2	-						
Idaho	-	0	3	13	16	-	0	0	-	-	-	0	1	1	2						
Mont.	1	1	15	107	4	-	0	0	-	2	-	0	0	-	1						
Nev.	-	0	6	12	19	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	63	72	-	0	0	-	-	-	0	1	1	1						
Utah	-	1	4	25	24	-	0	0	-	-	-	0	1	1	2						
Wyo.	-	0	1	1	-	-	0	0	-	-	-	0	1	4	-						
PACIFIC	11	23	63	533	557	-	0	2	-	4	-	0	0	-	1						
Alaska	-	0	2	3	-	N	0	0	N	N	N	0	0	N	N						
Calif.	6	19	59	419	429	-	0	2	-	4	-	0	0	-	-						
Hawaii	2	1	3	36	33	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	4	27	36	-	0	0	-	-	-	0	0	-	1						
Wash.	2	1	8	48	59	-	0	1	-	-	-	0	0	-	-						
Amer. Samoa	-	1	1	1	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	5	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	4	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


