
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending May 26, 2007 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	2	0	20	19	16	20	28		
infant	1	28	2	98	85	87	76	69	PA (1 )	
other(wound & unspecified)	2	7	0	47	31	30	33	21	WA (1 ), CA (1 )	
Brucellosis	1	47	2	118	120	114	104	125	CA (1 )	
Chancroid	-	10	1	33	17	30	54	67		
Cholera	-	-	0	8	8	5	2	2		
Cyclosporiasis §	1	24	17	136	543	171	75	156	MI (1 )	
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	0	63	80	112	108	164		
eastern equine	-	-	0	7	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	-	0	9	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	4	25	9	689	786	537	362	511	MN (4 )	
human monocytic	2	53	5	556	506	338	321	216	NC (2 )	
human (other & unspecified)	-	19	2	238	112	59	44	23		
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	5	1	24	9	19	32	34		
nonserotype B	-	33	2	140	135	135	117	144		
unknown serotype	5	106	4	218	217	177	227	153	GA (2 ), CO (1 ), UT (1 ), AK (1 )	
Hansen disease §	-	19	2	67	87	105	95	96		
Hantavirus pulmonary syndrome §	-	6	1	37	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	1	37	4	284	221	200	178	216	CA (1 )	
Hepatitis C viral, acute	4	248	20	806	652	713	1,102	1,835	MN (1 ), UT (1 ), WA (1 ), CA (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	4	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	1	61	0	41	45	-	N	N	MN (1 )	
Listeriosis	4	187	11	858	896	753	696	665	OH (1 ), KS (1 ), NC (1 ), CA (1 )	
Measles ¶¶	1	13	2	73	66	37	56	44	FL (1 )	
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	3	107	5	272	297	-	-	-	CT (1 ), OK (1 ), CO (1 )	
serogroup B	-	41	3	170	156	-	-	-		
other serogroup	-	9	0	28	27	-	-	-		
unknown serogroup	13	299	15	682	765	-	-	-	PA (1 ), OH (1 ), MN (1 ), UT (1 ), OR (1 ), CA (8 )	
Mumps	7	384	59	6,585	314	258	231	270	OH (1 ), MN (1 ), KS (1 ), NC (1 ), GA (1 ), FL (1 ), OK (1 )	
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	-	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	3	0	19	16	12	12	18		
Q fever §	1	66	3	176	136	70	71	61	MO (1 )	
Rabies, human	-	-	-	3	2	7	2	3		
Rubella †††	-	8	0	12	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	0	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	2	34	3	125	129	132	161	118	OH (1 ), KY (1 )	
Syphilis, congenital (age &lt;1 yr)	3	74	8	379	329	353	413	412	NC (2 ), WA (1 )	
Tetanus	1	4	1	38	27	34	20	25	MO (1 )	
Toxic-shock syndrome (staphylococcal) §	-	30	2	98	90	95	133	109		
Trichinellosis	-	1	0	13	16	5	6	14		
Tularemia	2	6	3	98	154	134	129	90	MO (1 ), OK (1 )	
Typhoid fever	1	101	5	333	324	322	356	321	CA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	3	-	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	2	65	0	N	N	N	N	N	FL (1 ), CA (1 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

