
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending December 2, 2006 (WEEK 48)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	37	67	245	3,098	3,874	32	83	574	3,727	4,454	28	41	127	2,229	2,062						
UNITED STATES	37	67	245	3,098	3,874	32	83	574	3,727	4,454	28	41	127	2,229	2,062						
NEW ENGLAND	2	3	20	155	436	-	2	8	88	144	-	2	12	115	144						
NEW ENGLAND	2	3	20	155	436	-	2	8	88	144	-	2	12	115	144						
Conn.	2	1	2	39	48	-	0	3	29	45	-	0	9	49	33						
Conn.	2	1	2	39	48	-	0	3	29	45	-	0	9	49	33						
Maine	-	0	2	6	6	-	0	2	20	12	-	0	2	8	7						
Maine	-	0	2	6	6	-	0	2	20	12	-	0	2	8	7						
Mass.	-	0	6	51	281	-	0	5	14	49	-	0	4	27	65						
Mass.	-	0	6	51	281	-	0	5	14	49	-	0	4	27	65						
N.H.	-	0	16	37	80	-	0	2	13	29	-	0	1	1	9						
N.H.	-	0	16	37	80	-	0	2	13	29	-	0	1	1	9						
R.I.	-	0	4	14	15	-	0	4	9	3	-	0	10	22	21						
R.I.	-	0	4	14	15	-	0	4	9	3	-	0	10	22	21						
Vt.	-	0	2	8	6	-	0	1	3	6	-	0	2	8	9						
Vt.	-	0	2	8	6	-	0	1	3	6	-	0	2	8	9						
MID. ATLANTIC	6	6	17	328	617	1	8	55	387	611	6	14	47	836	724						
MID. ATLANTIC	6	6	17	328	617	1	8	55	387	611	6	14	47	836	724						
N.J.	-	1	5	71	146	-	2	8	96	226	-	1	11	96	117						
N.J.	-	1	5	71	146	-	2	8	96	226	-	1	11	96	117						
N.Y. (Upstate)	5	1	14	89	93	1	1	43	58	56	2	6	30	307	197						
N.Y. (Upstate)	5	1	14	89	93	1	1	43	58	56	2	6	30	307	197						
