
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 15, 2006 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	9	50	255	232	378	60	296	631	2,187	2,997	62	81	259	1,629	1,569						
NEW ENGLAND	-	4	13	14	36	1	5	17	62	55	3	3	8	57	60						
Conn.	-	0	4	-	14	-	1	7	7	13	U	0	0	U	U						
Maine	-	0	5	-	4	-	0	3	-	2	-	0	2	4	2						
Mass.	-	2	7	12	13	1	4	11	47	31	1	2	7	36	41						
N.H.	-	0	2	2	3	-	0	4	4	4	1	0	3	11	4						
R.I.	-	0	2	-	1	-	0	6	3	2	-	0	3	3	6						
Vt.	-	0	2	1	1	-	0	4	1	3	1	0	2	3	7						
MID. ATLANTIC	-	6	101	1	38	2	19	70	158	326	13	14	44	261	358						
N.J.	-	1	7	-	13	-	5	18	44	86	-	2	9	10	81						
N.Y. (Upstate)	2	2	98	14	14	2	4	58	60	81	11	4	33	115	113						
N.Y. City	-	0	2	1	1	-	6	14	28	141	-	3	8	21	65						
Pa.	-	2	8	-	10	-	2	48	26	18	2	6	13	115	99						
E.N. CENTRAL	-	10	35	66	82	-	16	79	195	236	13	14	32	315	340						
Ill.	-	1	8	-	21	-	6	26	36	60	-	3	9	56	96						
Ind.	-	1	7	9	7	-	1	56	33	27	-	2	12	43	36						
Mich.	-	1	8	16	13	-	4	10	55	91	1	4	11	90	86						
Ohio	-	2	14	22	25	-	3	11	48	16	12	4	19	110	81						
Wis.	-	2	15	19	16	-	3	9	23	42	-	1	6	16	41						
W.N. CENTRAL	4	7	37	44	51	6	39	64	208	197	16	5	57	140	100						
Iowa	-	1	10	9	9	-	1	7	8	38	N	0	0	N	N						
Kans.	-	0	4	-	8	2	4	20	23	9	2	1	5	32	14						
Minn.	4	3	21	34	8	1	2	6	21	16	11	0	52	63	37						
Mo.	-	2	7	16	14	1	22	45	118	104	1	1	5	26	32						
Nebr.	-	1	4	4	9	-	1	9	18	20	-	0	4	12	7						
N. Dak.	-	0	2	-	1	2	0	2	4	2	2	0	3	5	3						
S. Dak.	-	0	5	1	2	-	1	17	16	8	-	0	2	2	7						
S. ATLANTIC	2	7	39	35	75	28	48	116	624	447	4	19	39	383	282						
Del.	-	0	2	-	-	-	0	2	-	4	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	3	4	-	0	2	4	2						
Fla.	2	1	29	16	41	22	21	66	265	194	3	5	12	91	81						
Ga.	-	0	6	-	8	4	12	37	214	119	1	4	9	86	61						
Md.	-	1	5	-	7	-	2	8	33	17	-	3	12	78	65						
N.C.	1	1	11	15	9	1	2	22	63	50	-	1	21	55	35						
S.C.	-	0	2	2	1	1	1	9	34	36	-	0	6	24	16						
Va.	-	1	9	-	9	-	2	9	12	23	-	2	11	36	19						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	5	8	3						
E.S. CENTRAL	-	2	12	11	16	-	16	50	132	382	-	4	10	76	69						
Ala.	-	0	3	-	3	-	3	20	34	75	N	0	0	N	N						
Ky.	-	1	9	8	4	-	6	31	52	27	-	1	6	20	17						
Miss.	-	0	2	-	-	-	1	7	22	30	-	0	0	-	-						
Tenn.	-	1	4	19	9	-	3	46	24	250	-	3	9	56	52						
W.S. CENTRAL	-	2	42	2	16	-	66	250	228	676	6	6	48	109	90						
Ark.	-	0	2	1	3	-	1	9	23	14	5	0	3	11	7						
La.	-	0	2	-	7	-	2	11	30	39	-	0	2	5	4						
Okla.	-	0	3	1	1	-	9	41	25	151	1	2	9	54	49						
Tex.	1	1	42	12	5	-	52	243	150	472	-	3	41	39	30						
MOUNTAIN	-	5	16	26	49	1	18	48	173	166	7	11	76	262	238						
Ariz.	-	0	4	10	5	1	9	29	91	75	7	4	56	140	92						
Colo.	-	1	6	11	12	-	3	18	32	28	-	4	10	67	88						
Idaho	1	1	8	5	8	-	0	4	4	-	-	0	2	3	1						
Mont.	-	0	2	-	1	-	0	1	1	2	-	0	0	-	-						
Nev.	-	0	3	-	9	-	1	6	12	24	-	0	6	-	-						
N. Mex.	-	0	3	2	3	-	2	9	19	26	-	1	6	22	26						
Utah	-	1	7	3	10	-	1	4	13	11	-	2	6	28	30						
Wyo.	-	0	3	1	1	-	0	1	1	-	-	0	1	2	1						
PACIFIC	3	4	50	33	15	22	38	146	407	512	-	2	8	26	32						
Alaska	-	0	2	-	2	1	0	2	6	7	-	0	0	-	-						
Calif.	1	0	5	21	1	13	31	103	292	456	-	0	0	-	-						
Hawaii	-	0	4	4	3	-	0	4	10	9	-	2	8	26	32						
Oreg.	-	1	47	14	3	-	1	28	54	23	N	0	0	N	N						
Wash.	2	1	41	8	6	8	2	41	45	17	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	2	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	1	-	0	0	-	-						
P.R.	-	0	1	-	1	-	0	1	1	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


