
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 28, 2007 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	219	294	1,513	7,710	8,856	3,851	6,931	8,941	185,004	199,024	28	45	184	1,370	1,380						
NEW ENGLAND	9	24	67	583	667	118	109	259	3,172	3,185	2	3	19	108	96						
Conn.	1	5	25	158	139	52	41	204	1,183	1,294	2	0	6	31	24						
Maine	2	4	14	82	62	-	2	8	68	72	-	0	2	7	11						
Mass.	3	9	26	236	316	57	50	96	1,555	1,386	-	2	5	54	46						
N.H.	-	0	3	9	18	1	2	8	88	124	-	0	2	9	6						
R.I.	-	0	17	31	50	8	9	19	245	269	-	0	10	6	2						
Vt.	3	3	12	67	82	-	1	5	33	40	-	0	1	1	7						
MID. ATLANTIC	32	58	127	1,413	1,794	306	713	1,537	21,058	18,428	7	10	27	291	283						
N.J.	-	7	17	142	269	-	115	160	3,267	3,003	-	1	5	36	51						
N.Y. (Upstate)	24	24	108	515	595	115	115	1,035	3,499	3,458	4	3	15	83	86						
N.Y. City	1	16	32	430	532	-	189	376	5,370	5,610	1	2	6	59	51						
Pa.	7	14	34	326	398	191	246	613	8,922	6,357	2	3	10	113	95						
E.N. CENTRAL	20	45	100	1,072	1,385	448	1,258	2,609	37,613	39,455	2	6	15	150	235						
Ill.	-	10	30	214	348	205	362	501	9,683	11,470	-	1	6	29	72						
Ind.	N	0	0	N	N	-	156	303	4,710	5,039	1	1	10	32	48						
Mich.	4	14	38	319	370	100	296	880	8,608	7,560	-	0	5	15	20						
Ohio	16	15	32	381	391	38	298	1,569	10,821	11,431	1	2	5	66	48						
Wis.	-	8	27	158	276	105	132	181	3,791	3,955	-	0	4	8	47						
W.N. CENTRAL	7	20	553	456	1,024	193	386	512	10,669	10,789	4	3	24	80	73						
Iowa	-	5	16	106	141	-	39	62	1,011	1,022	-	0	1	1	-						
Kans.	3	3	11	74	99	56	43	86	1,317	1,292	-	0	2	8	13						
Minn.	-	0	514	12	414	-	62	87	1,558	1,820	3	1	17	33	36						
Mo.	4	7	28	179	266	131	202	266	5,909	5,663	1	1	5	26	18						
Nebr.	-	2	9	44	51	-	27	57	679	716	-	0	2	11	4						
N. Dak.	-	0	16	11	8	-	2	7	52	65	-	0	2	1	2						
S. Dak.	-	1	6	30	45	6	6	15	143	211	-	0	0	-	-						
S. ATLANTIC	54	55	106	1,392	1,313	1,475	1,664	3,209	43,749	49,138	6	11	34	352	358						
Del.	1	1	3	22	20	28	27	44	799	837	-	0	3	5	1						
D.C.	-	1	7	34	40	38	42	72	1,316	1,006	-	0	2	3	2						
Fla.	23	24	44	642	530	559	474	717	13,194	13,671	1	3	8	101	112						
Ga.	21	12	31	288	310	1	327	2,068	5,522	9,483	1	2	7	69	75						
Md.	3	5	12	127	109	128	131	228	3,530	4,098	2	2	6	57	45						
N.C.	-	0	0	-	-	192	303	675	7,720	10,102	2	1	9	43	40						
S.C.	2	1	8	43	59	511	194	1,361	7,898	5,887	-	1	4	32	26						
Va.	4	9	28	217	233	-	123	236	3,288	3,599	-	1	6	27	43						
W. Va.	-	0	21	19	12	18	18	44	482	455	-	0	6	15	14						
E.S. CENTRAL	11	9	34	249	232	263	541	879	14,339	17,667	4	2	9	82	74						
Ala.	5	4	22	131	109	23	156	271	2,587	6,272	-	0	3	18	15						
Ky.	N	0	0	N	N	26	50	268	1,607	1,963	-	0	1	2	4						
Miss.	N	0	0	N	N	-	156	434	4,525	4,008	-	0	1	6	10						
Tenn.	6	4	12	118	123	214	194	240	5,620	5,424	4	1	6	56	45						
W.S. CENTRAL	5	7	55	168	152	635	949	1,490	26,883	28,259	1	2	34	68	56						
Ark.	-	3	13	63	48	72	79	142	2,284	2,420	-	0	2	5	6						
La.	-	1	6	37	50	-	211	334	5,452	6,147	-	0	3	5	12						
Okla.	5	2	42	68	54	102	91	236	2,732	2,468	1	1	29	55	34						
Tex.	N	0	0	N	N	461	574	938	16,415	17,224	-	0	3	3	4						
MOUNTAIN	35	30	67	776	806	80	254	454	6,376	8,292	2	4	11	163	142						
Ariz.	2	3	11	94	82	26	107	220	2,539	2,815	-	2	6	65	58						
Colo.	11	10	26	256	264	-	60	93	1,278	2,109	1	1	4	39	36						
Idaho	8	3	12	78	87	1	3	20	128	109	-	0	1	4	3						
Mont.	-	2	10	46	39	-	2	8	47	118	-	0	0	-	-						
Nev.	2	1	8	62	69	34	48	135	1,165	1,509	1	0	2	8	9						
N. Mex.	-	2	6	53	35	-	28	64	726	1,066	-	0	3	22	20						
Utah	11	7	27	165	217	18	17	33	448	488	-	0	3	23	13						
Wyo.	1	1	4	22	13	1	2	5	45	78	-	0	1	2	3						
PACIFIC	46	59	558	1,601	1,483	333	742	935	21,145	23,811	-	2	16	76	63						
Alaska	2	1	17	36	26	5	10	27	256	318	-	0	2	6	8						
Calif.	33	43	93	1,076	1,207	309	620	804	18,042	19,615	-	0	10	20	20						
Hawaii	-	1	4	40	31	-	14	26	358	582	-	0	2	6	11						
Oreg.	3	8	14	216	219	-	24	46	596	841	-	1	6	43	24						
Wash.	8	2	449	233	-	19	69	142	1,893	2,455	-	0	5	1	-						
Amer. Samoa	U	0	0	U	U	U	0	4	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	1	7	20	56	-	0	0	-	1						
P.R.	-	6	19	114	85	-	5	16	178	178	-	0	2	2	1						
V.I.	U	0	0	U	U	U	1	3	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


