
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending June 4, 2011 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	143	279	937	6,858	8,595	14	24	101	524	1,038	53	254	354	4,530	5,402						
NEW ENGLAND	8	11	79	200	448	1	1	5	22	63	1	8	19	145	188						
Conn.	-	0	49	7	211	-	0	3	6	20	-	1	8	18	37						
Maine	7	2	13	71	68	1	0	1	3	5	-	0	3	8	14						
Mass.	-	0	3	14	49	-	0	3	6	34	1	5	14	93	116						
N.H.	1	2	8	60	68	-	0	1	2	3	-	0	3	12	8						
R.I.	-	1	36	8	9	-	0	3	-	-	-	0	4	10	11						
Vt.	-	1	6	40	43	-	0	2	5	1	-	0	2	4	2						
MID. ATLANTIC	3	22	81	452	900	2	3	27	66	122	7	31	46	546	698						
N.J.	-	6	29	70	406	-	1	4	21	35	-	4	10	72	104						
N.Y. (Upstate)	3	2	10	46	94	2	1	9	26	71	3	2	20	70	39						
N.Y. City	-	14	42	336	400	-	0	14	19	16	1	15	31	262	394						
Pa.	N	0	0	N	N	N	0	0	N	N	3	7	16	142	161						
E.N. CENTRAL	27	63	109	1,631	1,767	2	4	9	96	154	-	28	56	347	795						
Ill.	N	0	0	N	N	N	0	0	N	N	-	12	23	52	394						
Ind.	-	14	32	313	401	-	1	4	15	32	-	3	14	54	58						
