
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 19, 2013 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	19	54	133	81	132	35	408	1,411	189	836	13	23	42	28	71						
NEW ENGLAND	1	5	19	2	5	1	113	605	8	288	-	1	5	1	6						
Conn.	-	1	7	-	-	-	39	181	3	100	-	0	2	-	-						
Maine	1	0	3	1	-	-	16	69	1	24	-	0	1	-	-						
Mass.	-	2	11	-	4	-	46	340	1	111	-	0	4	-	5						
N.H.	-	0	2	-	-	-	9	53	-	36	-	0	2	1	-						
R.I.	-	0	3	-	1	-	1	26	-	-	-	0	1	-	-						
Vt.	-	0	2	1	-	1	8	29	3	17	-	0	1	-	1						
MID. ATLANTIC	3	15	43	8	25	18	186	654	83	388	2	5	13	5	9						
N.J.	-	2	12	-	6	-	50	166	8	161	-	0	0	-	-						
N.Y. (Upstate)	-	6	15	-	8	8	41	148	13	15	-	0	4	-	1						
N.Y. City	1	2	13	2	4	-	1	12	-	1	2	4	11	5	6						
Pa.	2	4	18	6	7	10	93	404	62	211	-	1	4	-	2						
E.N. CENTRAL	8	11	38	15	35	1	20	167	1	54	1	2	8	3	11						
Ill.	-	3	23	-	6	-	2	18	-	2	-	0	6	-	3						
Ind.	-	2	5	-	4	-	1	6	-	2	-	0	2	-	3						
Mich.	-	1	6	-	6	1	2	9	1	2	1	0	5	2	2						
Ohio	8	4	17	15	19	-	1	6	-	3	-	1	3	1	2						
Wis.	-	0	2	-	-	-	15	137	-	45	-	0	2	-	1						
W.N. CENTRAL	-	3	10	1	5	-	2	27	-	3	-	0	5	2	2						
Iowa	-	0	2	-	-	-	1	16	-	1	-	0	1	-	1						
Kans.	-	0	1	-	-	-	0	3	-	-	-	0	2	-	-						
Minn.	-	1	4	-	1	-	1	9	-	2	-	0	0	-	-						
Mo.	-	1	8	-	4	-	0	2	-	-	-	0	2	1	1						
Nebr.	-	0	2	1	-	-	0	2	-	-	-	0	1	1	-						
