
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2012 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal diseases, invasive †, All groups current week
Meningococcal diseases, invasive †, All groups previous 52 weeks median 
Meningococcal diseases, invasive †, All groups previous 52 weeks maximum 
Meningococcal diseases, invasive †, All groups cummulative for 2012
Meningococcal diseases, invasive †, All groups cummulative for 2011
Mumps current week
Mumps previous 52 weeks median 
Mumps previous 52 weeks maximum 
Mumps cummulative for 2012
Mumps cummulative for 2011
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2012
Pertussis cummulative for 2011

tab delimited data:
test
UNITED STATES	1	11	30	435	649	1	4	20	171	338	221	701	1,227	35,457	14,520						
NEW ENGLAND	-	0	3	10	28	-	0	1	5	11	8	32	100	1,925	656						
Conn.	-	0	1	2	3	-	0	0	-	-	-	2	9	151	56						
Maine	-	0	1	3	5	-	0	0	-	2	3	8	37	600	176						
Mass.	-	0	2	4	14	-	0	1	3	4	-	9	28	502	220						
N.H.	-	0	0	-	1	-	0	1	1	-	-	3	19	204	149						
R.I.	-	0	1	-	-	-	0	1	1	4	-	1	20	86	29						
Vt.	-	0	1	1	5	-	0	0	-	1	5	8	19	382	26						
MID. ATLANTIC	-	1	4	65	75	-	0	3	27	50	44	102	199	5,023	1,612						
N.J.	-	0	1	11	12	-	0	1	-	12	-	15	28	608	211						
N.Y. (Upstate)	-	0	2	17	21	-	0	1	5	10	32	45	140	2,427	596						
N.Y. City	-	0	2	18	24	-	0	3	17	25	-	9	28	377	200						
Pa.	-	0	2	19	18	-	0	2	5	3	12	30	63	1,611	605						
E.N. CENTRAL	-	1	5	56	96	1	1	13	48	87	14	186	349	8,672	3,284						
Ill.	-	0	3	14	28	-	1	11	25	61	-	43	89	1,687	1,090						
Ind.	-	0	1	6	22	-	0	2	4	2	-	7	18	300	281						
Mich.	-	0	2	12	9	-	0	1	7	8	2	11	38	597	604						
Ohio	-	0	2	21	22	1	0	1	5	13	10	16	37	752	647						
Wis.	-	0	2	3	15	-	0	1	7	3	2	94	253	5,336	662						
W.N. CENTRAL	-	1	4	38	56	-	0	2	19	30	10	75	199	4,632	1,269						
Iowa	-	0	1	2	12	-	0	2	2	5	-	25	97	1,431	195						
Kans.	-	0	1	6	4	-	0	1	3	4	-	9	29	592	112						
Minn.	-	0	3	10	14	-	0	1	7	1	-	24	78	1,473	541						
Mo.	-	0	3	16	14	-	0	1	6	11	10	16	45	741	297						
Nebr.	-	0	1	3	10	-	0	1	1	5	-	2	19	160	51						
N. Dak.	-	0	1	1	-	-	0	0	-	4	-	0	45	175	41						
S. Dak.	-	0	1	-	2	-	0	0	-	-	-	1	6	60	32						
S. ATLANTIC	-	2	5	71	117	-	0	3	16	34	33	49	100	2,345	1,189						
Del.	-	0	1	1	1	-	0	0	-	-	-	1	3	43	23						
D.C.	-	0	1	1	1	-	0	2	2	-	-	0	4	19	4						
Fla.	-	1	3	39	45	-	0	1	4	7	11	10	26	530	283						
Ga.	-	0	2	10	14	-	0	0	-	5	-	4	15	214	160						
Md.	-	0	2	4	12	-	0	1	-	1	7	6	17	299	91						
N.C.	-	0	1	5	12	-	0	1	1	9	11	7	74	477	105						
S.C.	-	0	1	3	9	-	0	1	1	1	-	3	13	167	133						
Va.	-	0	1	3	16	-	0	1	6	11	4	10	25	508	329						
W. Va.	-	0	3	5	7	-	0	1	2	-	-	1	24	88	61						
E.S. CENTRAL	-	0	3	10	24	-	0	1	6	4	5	18	46	940	400						
Ala.	-	0	1	3	9	-	0	1	1	1	1	4	9	166	125						
Ky.	-	0	2	1	5	-	0	1	1	-	-	8	33	464	136						
Miss.	-	0	1	2	3	-	0	1	2	3	-	1	4	71	43						
Tenn.	-	0	1	4	7	-	0	1	2	-	4	4	14	239	96						
W.S. CENTRAL	-	1	5	45	59	-	0	4	14	63	38	38	161	1,825	848						
Ark.	-	0	2	6	12	-	0	1	1	3	-	2	11	90	61						
La.	-	0	1	3	13	-	0	0	-	-	-	0	6	42	28						
Okla.	-	0	2	5	10	-	0	1	1	4	8	0	34	116	52						
Tex.	-	0	3	31	24	-	0	4	12	56	30	35	134	1,577	707						
MOUNTAIN	-	1	3	30	47	-	0	2	11	11	1	81	169	4,098	2,189						
Ariz.	-	0	1	2	13	-	0	2	3	-	1	18	36	854	746						
