
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 5, 1997 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	1,124	1,068	14	144	161	88	1,228	734	-	8	40										
NEW ENGLAND	69	42	-	6	-	3	301	178	-	-	6										
Maine	9	6	-	-	-	-	6	8	-	-	-										
N.H.	6	1	-	-	-	-	39	15	-	-	-										
Vt.	2	1	-	-	-	3	114	6	-	-	-										
Mass.	40	14	-	1	-	-	127	146	-	-	4										
R.I.	2	5	-	4	-	-	11	-	-	-	-										
Conn.	10	15	-	1	-	-	4	3	-	-	2										
MID. ATLANTIC	92	99	-	12	22	5	84	71	-	2	4										
Upstate N.Y.	24	21	-	1	6	-	42	37	-	1	2										
N.Y. City	15	18	-	-	4	-	6	13	-	1	1										
N.J.	21	23	-	-	2	-	-	3	-	-	1										
Pa.	32	37	-	11	10	5	36	18	-	-	-										
E.N. CENTRAL	140	151	6	22	45	9	121	149	-	2	1										
Ohio	60	50	4	7	17	6	53	51	-	-	-										
Ind.	15	14	1	4	5	2	11	9	-	-	-										
Ill.	42	54	1	7	9	-	17	45	-	-	1										
Mich.	10	12	-	4	14	1	22	9	-	-	-										
Wis.	13	21	-	-	-	-	18	35	-	2	-										
W.N. CENTRAL	81	88	1	7	2	11	76	33	-	-	-										
Minn.	2	4	-	3	-	10	45	22	-	-	-										
Iowa	22	15	1	3	-	-	12	2	-	-	-										
Mo.	39	43	-	-	-	1	10	4	-	-	-										
N. Dak.	-	2	-	-	2	-	1	-	-	-	-										
S. Dak.	3	3	-	-	-	-	1	1	-	-	-										
Nebr.	5	9	-	1	-	-	2	1	-	-	-										
Kans.	10	12	-	-	-	-	5	3	-	-	-										
S. ATLANTIC	214	158	2	22	17	18	128	54	-	1	-										
Del.	4	2	-	-	-	-	-	7	-	-	-										
Md.	25	19	1	3	8	1	48	29	-	-	-										
D.C.	1	3	-	-	-	-	2	-	-	-	-										
Va.	14	16	-	1	3	3	17	3	-	-	-										
W. Va.	2	4	-	-	-	-	3	2	-	-	-										
N.C.	39	28	-	5	-	7	27	-	-	-	-										
S.C.	32	24	-	1	3	-	3	-	-	1	-										
Ga.	37	53	-	2	1	-	2	2	-	-	-										
Fla.	60	9	1	10	2	7	26	11	-	-	-										
E.S. CENTRAL	87	90	-	11	7	-	25	31	-	-	-										
Ky.	20	12	-	-	-	-	1	23	-	-	-										
Tenn.	30	25	-	3	1	-	10	5	-	-	-										
Ala.	25	29	-	4	3	-	7	1	-	-	-										
Miss.	12	24	-	4	3	-	7	2	-	-	N										
W.S. CENTRAL	112	112	2	17	7	2	17	10	-	-	-										
Ark.	20	14	-	-	-	-	3	2	-	-	-										
La.	21	23	1	5	7	1	6	2	-	-	-										
Okla.	13	9	-	-	-	-	-	1	-	-	-										
Tex.	58	66	1	12	-	1	8	5	-	-	-										
MOUNTAIN	70	67	-	5	11	15	246	100	-	-	1										
Mont.	4	1	-	-	-	-	3	4	-	-	-										
Idaho	5	8	-	2	-	10	156	32	-	-	-										
Wyo.	-	3	-	-	-	-	3	-	-	-	-										
Colo.	19	9	-	2	-	3	62	18	-	-	-										
N. Mex.	12	12	N	N	N	2	12	19	-	-	-										
Ariz.	16	20	-	-	1	-	9	5	-	-	1										
Utah	10	7	-	1	1	-	1	2	-	-	-										
Nev.	4	7	-	-	9	-	-	20	-	-	-										
PACIFIC	259	261	3	42	50	25	230	108	-	3	28										
Wash.	27	31	-	3	5	23	98	35	-	-	1										
Oreg.	59	43	-	-	-	-	6	21	-	-	-										
Calif.	172	181	2	29	37	2	121	44	-	1	25										
Alaska	-	4	-	1	1	-	1	-	-	-	-										
Hawaii	1	2	1	9	7	-	4	8	-	2	2										
Guam	-	1	U	-	3	U	-	-	U	-	-										
P.R.	2	2	-	-	1	-	-	-	-	-	-										
V.I.	-	-	U	-	-	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


