
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 31, 2009 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	110	184	407	527	505	68	103	168	131	361	16	32	146	43	15						
NEW ENGLAND	4	9	32	10	107	4	6	20	11	14	-	0	2	-	1						
Conn.	-	0	4	-	8	3	3	17	7	7	-	0	0	-	-						
Maine	3	1	5	7	1	1	1	5	2	1	N	0	0	N	N						
Mass.	-	7	20	-	95	N	0	0	N	N	-	0	0	-	1						
N.H.	-	1	4	1	1	-	0	3	-	3	-	0	1	-	-						
R.I.	-	0	7	-	1	N	0	0	N	N	-	0	2	-	-						
Vt.	1	0	2	2	1	-	1	6	2	3	-	0	0	-	-						
MID. ATLANTIC	11	18	42	50	66	7	33	67	19	66	-	1	9	-	3						
N.J.	-	1	6	-	6	-	0	0	-	-	-	0	2	-	2						
N.Y. (Upstate)	4	7	31	10	9	7	9	20	19	18	-	0	8	-	-						
N.Y. City	-	0	4	-	13	-	0	2	-	2	-	0	2	-	1						
Pa.	7	9	35	40	38	-	21	52	-	46	-	0	2	-	-						
E.N. CENTRAL	36	35	189	161	101	1	3	28	2	1	-	2	15	-	1						
Ill.	-	8	44	30	13	-	1	21	1	1	-	1	11	-	1						
Ind.	1	1	27	6	1	-	0	2	-	-	-	0	3	-	-						
Mich.	6	6	14	33	9	1	0	8	1	-	-	0	1	-	-						
Ohio	29	10	176	91	68	-	1	7	-	-	-	0	4	-	-						
Wis.	-	2	7	1	10	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	16	17	118	148	64	-	3	13	-	3	-	4	32	1	1						
Iowa	-	3	21	-	8	-	0	5	-	1	-	0	2	-	-						
Kans.	2	1	13	5	2	-	0	0	-	-	-	0	0	-	-						
Minn.	-	2	26	-	-	-	0	10	-	-	-	0	0	-	-						
Mo.	10	6	50	124	47	-	1	8	-	-	-	4	31	1	1						
Nebr.	4	2	33	17	5	-	0	0	-	-	-	0	4	-	-						
N. Dak.	-	0	1	-	-	-	0	7	-	1	-	0	0	-	-						
S. Dak.	-	0	7	2	2	-	0	2	-	1	-	0	1	-	-						
S. ATLANTIC	28	18	44	96	47	52	34	88	83	256	15	13	71	38	5						
Del.	1	0	3	4	-	-	0	0	-	-	-	0	5	-	-						
D.C.	-	0	1	-	2	-	0	0	-	-	-	0	2	-	-						
Fla.	8	6	20	35	5	2	0	3	5	137	-	0	3	-	-						
Ga.	-	1	8	1	3	47	5	42	47	18	-	1	8	1	1						
Md.	1	2	8	7	10	-	7	17	6	32	1	1	7	5	3						
N.C.	16	0	16	35	18	1	9	16	12	25	14	3	55	30	1						
S.C.	-	2	11	8	3	-	0	0	-	-	-	1	9	-	-						
Va.	2	3	22	6	6	-	10	24	9	44	-	2	15	2	-						
W. Va.	-	0	2	-	-	2	1	9	4	-	-	0	1	-	-						
E.S. CENTRAL	3	8	29	19	25	-	3	7	4	8	-	3	23	2	2						
Ala.	-	1	5	3	7	-	0	0	-	-	-	1	8	1	1						
Ky.	-	2	11	8	2	-	0	4	4	2	-	0	1	-	-						
Miss.	1	1	5	2	14	-	0	1	-	1	-	0	3	-	-						
Tenn.	2	2	14	6	2	-	2	6	-	5	-	2	19	1	1						
W.S. CENTRAL	3	30	161	14	12	1	1	11	3	3	-	2	41	1	1						
Ark.	-	1	20	-	5	1	0	6	2	3	-	0	14	1	-						
La.	1	1	7	2	-	-	0	0	-	-	-	0	1	-	1						
Okla.	2	0	21	3	-	-	0	10	1	-	-	0	26	-	-						
Tex.	-	26	154	9	7	-	0	1	-	-	-	1	6	-	-						
MOUNTAIN	5	15	34	18	55	-	1	8	-	3	-	1	3	-	1						
Ariz.	3	3	10	6	13	N	0	0	N	N	-	0	2	-	-						
Colo.	-	3	7	6	23	-	0	0	-	-	-	0	1	-	-						
Idaho	-	1	5	4	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	0	11	-	4	-	0	2	-	-	-	0	1	-	-						
Nev.	2	0	7	2	1	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	1	8	-	-	-	0	3	-	2	-	0	1	-	1						
Utah	-	4	17	-	11	-	0	6	-	-	-	0	1	-	-						
Wyo.	-	0	2	-	3	-	0	3	-	1	-	0	2	-	-						
PACIFIC	4	25	80	11	28	3	3	13	9	7	1	0	1	1	-						
