
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 9, 2013 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2013
Chlamydia trachomatis infection cummulative for 2012
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2013
Coccidioidomycosis cummulative for 2012
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2013
Cryptosporidiosis cummulative for 2012

tab delimited data:
test
UNITED STATES	11,026	26,796	30,393	114,790	164,164	5	267	552	160	2,215	32	124	280	377	639						
NEW ENGLAND	349	941	1,349	4,096	5,353	-	0	1	1	-	-	7	19	7	34						
Conn.	-	233	567	563	1,320	N	0	0	N	N	-	1	3	4	5						
Maine	-	59	101	-	391	N	0	0	N	N	-	1	4	-	4						
Mass.	325	472	706	2,623	2,532	-	0	0	-	-	-	2	8	-	16						
N.H.	24	60	83	302	369	-	0	1	1	-	-	0	4	1	4						
R.I.	-	83	159	372	648	-	0	1	-	-	-	0	3	-	-						
Vt.	-	28	97	236	93	N	0	0	N	N	-	1	6	2	5						
MID. ATLANTIC	1,748	3,857	4,418	19,575	22,992	-	0	1	-	1	4	12	41	32	65						
N.J.	144	539	624	2,663	3,306	N	0	0	N	N	-	0	4	-	4						
N.Y. (Upstate)	700	722	1,620	3,308	3,382	N	0	0	N	N	-	2	18	-	12						
N.Y. City	-	1,126	1,322	4,882	7,269	N	0	0	N	N	-	2	8	5	12						
Pa.	904	1,481	1,987	8,722	9,035	-	0	1	-	1	4	7	21	27	37						
E.N. CENTRAL	1,251	4,134	4,500	14,900	25,931	-	1	4	3	5	6	28	109	78	161						
Ill.	-	1,154	1,514	1,843	7,896	N	0	0	N	N	-	3	8	3	14						
Ind.	270	573	838	2,345	3,367	N	0	0	N	N	-	3	8	5	16						
Mich.	444	885	1,207	4,072	5,632	-	0	3	1	2	-	5	40	16	33						
Ohio	285	1,020	1,189	4,160	6,252	-	0	2	-	3	5	10	28	35	58						
Wis.	252	468	550	2,480	2,784	-	0	1	2	-	1	9	42	19	40						
W.N. CENTRAL	123	1,534	1,760	4,903	10,086	-	2	8	-	9	5	16	41	43	66						
Iowa	4	211	255	845	1,586	N	0	0	N	N	-	5	22	6	35						
Kans.	12	207	292	826	1,558	N	0	0	N	N	-	1	4	1	3						
Minn.	-	309	365	-	2,073	-	2	7	-	8	-	0	0	-	-						
Mo.	-	544	657	1,891	3,282	-	0	1	-	1	3	4	12	22	11						
Nebr.	81	134	196	792	829	-	0	1	-	-	2	2	10	9	4						
N. Dak.	6	50	73	169	323	-	0	0	-	-	-	0	3	1	4						
S. Dak.	20	73	106	380	435	N	0	0	N	N	-	2	6	4	9						
S. ATLANTIC	4,327	5,264	6,417	27,258	32,780	-	0	1	-	1	11	20	59	120	118						
Del.	91	83	322	836	436	-	0	1	-	-	1	0	4	1	1						
D.C.	-	132	239	616	792	-	0	0	-	-	N	0	0	N	N						
Fla.	843	1,525	1,729	8,044	8,836	N	0	0	N	N	4	9	24	33	40						
Ga.	809	923	1,230	4,527	6,505	N	0	0	N	N	1	4	15	18	30						
Md.	252	455	1,208	1,676	1,819	-	0	1	-	1	1	1	5	8	19						
N.C.	551	889	1,771	3,606	5,885	N	0	0	N	N	-	0	29	37	-						
S.C.	713	525	908	3,261	3,560	N	0	0	N	N	3	1	4	12	11						
Va.	938	656	903	4,136	4,339	N	0	0	N	N	1	3	6	11	16						
W. Va.	130	89	149	556	608	N	0	0	N	N	-	0	1	-	1						
E.S. CENTRAL	606	1,956	2,559	5,826	12,684	-	0	0	-	-	1	4	14	15	32						
Ala.	-	566	862	-	3,434	N	0	0	N	N	-	2	6	11	14						
Ky.	588	335	787	1,911	1,615	N	0	0	N	N	-	0	4	-	3						
Miss.	-	411	766	1,786	3,543	N	0	0	N	N	-	0	4	1	4						
Tenn.	18	627	784	2,129	4,092	N	0	0	N	N	1	1	5	3	11						
W.S. CENTRAL	885	3,309	4,357	13,221	18,480	-	0	1	-	-	1	9	26	32	44						
Ark.	359	327	394	1,896	2,061	N	0	0	N	N	-	1	5	1	2						
La.	233	468	1,317	1,918	709	-	0	1	-	-	-	2	7	19	11						
Okla.	293	82	910	974	1,085	N	0	0	N	N	-	1	6	3	6						
Tex.	-	2,465	3,482	8,433	14,625	N	0	0	N	N	1	4	23	9	25						
MOUNTAIN	1,074	1,779	2,071	7,720	10,297	5	186	440	50	1,466	1	12	45	16	54						
Ariz.	-	597	872	969	3,370	3	185	438	42	1,441	-	1	4	1	2						
Colo.	408	420	556	2,308	2,537	N	0	0	N	N	-	1	7	2	5						
Idaho	142	86	158	534	550	N	0	0	N	N	-	3	25	3	11						
Mont.	-	72	109	312	449	-	0	1	-	-	-	1	4	2	7						
Nev.	242	215	325	1,212	770	1	2	7	6	11	-	0	2	1	2						
N. Mex.	278	225	463	1,810	1,403	-	0	3	-	6	-	1	5	3	15						
Utah	4	150	179	503	998	-	1	4	1	6	1	2	20	4	9						
Wyo.	-	33	62	72	220	1	0	1	1	2	-	0	4	-	3						
PACIFIC	663	4,164	4,922	17,291	25,561	-	69	132	106	733	3	13	25	34	65						
Alaska	33	105	150	615	669	N	0	0	N	N	-	0	1	-	-						
Calif.	-	3,217	3,875	12,905	19,802	-	69	132	106	732	-	7	15	21	43						
Hawaii	-	121	148	323	723	N	0	0	N	N	-	0	1	-	2						
Oreg.	214	260	368	1,404	1,683	-	0	1	-	1	1	4	11	10	20						
Wash.	416	459	607	2,044	2,684	-	0	0	-	-	2	1	15	3	-						
Amer. Samoa	-	0	59	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	108	307	375	634	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	29	-	82	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


