
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 14, 2008 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	15	47	262	1,378	1,445	7	9	43	227	284	145	230	351	4,910	4,737						
NEW ENGLAND	-	1	41	25	82	-	0	8	4	12	9	6	14	130	105						
Conn.	-	0	37	-	51	-	0	7	-	4	2	0	6	10	13						
Maine	-	0	2	11	7	-	0	1	1	1	-	0	2	2	2						
Mass.	-	0	0	-	-	-	0	0	-	2	7	4	11	110	61						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	5	11						
R.I.	-	0	3	5	13	-	0	1	1	3	-	0	3	2	16						
Vt.	-	0	2	9	11	-	0	1	2	2	-	0	5	1	2						
MID. ATLANTIC	3	3	8	92	87	-	0	2	15	20	37	32	45	800	725						
N.J.	-	0	0	-	-	-	0	0	-	-	3	4	10	93	85						
N.Y. (Upstate)	1	1	4	31	27	-	0	2	4	8	2	3	13	59	61						
N.Y. City	-	0	3	3	-	-	0	0	-	-	29	17	30	511	458						
Pa.	2	1	8	58	60	-	0	2	11	12	3	5	12	137	121						
E.N. CENTRAL	4	13	50	396	399	2	2	14	64	66	7	17	31	389	394						
Ill.	-	2	15	51	74	-	0	6	11	24	-	7	19	67	205						
Ind.	-	3	28	125	86	-	0	11	15	11	2	2	6	66	19						
Mich.	-	0	2	6	1	-	0	1	1	1	5	2	17	100	50						
Ohio	4	7	15	214	238	2	1	4	37	30	-	4	14	135	90						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	21	30						
W.N. CENTRAL	1	2	106	99	105	-	0	9	7	17	4	8	15	180	144						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	7	8						
Kans.	-	1	5	42	57	-	0	1	2	2	2	0	5	18	8						
Minn.	-	0	105	-	1	-	0	9	-	11	-	1	4	39	31						
Mo.	1	1	8	57	39	-	0	1	2	-	2	5	10	113	92						
Nebr.	-	0	0	-	2	-	0	0	-	-	-	0	1	3	3						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	6	-	0	1	3	4	-	0	3	-	2						
S. ATLANTIC	6	20	39	573	615	5	4	10	99	135	49	48	215	1,037	1,014						
Del.	-	0	1	2	5	-	0	1	-	1	1	0	4	6	6						
D.C.	-	0	0	-	4	-	0	0	-	-	-	2	11	47	91						
Fla.	3	11	26	323	342	5	2	6	66	71	10	18	34	405	337						
Ga.	3	7	18	190	224	-	1	6	28	56	-	10	175	121	135						
Md.	-	0	2	3	1	-	0	1	1	-	5	6	13	136	130						
N.C.	N	0	0	N	N	N	0	0	N	N	18	6	18	153	163						
S.C.	-	0	0	-	-	-	0	0	-	-	2	1	5	40	49						
Va.	N	0	0	N	N	N	0	0	N	N	13	4	17	129	97						
W. Va.	-	1	7	55	39	-	0	2	4	7	-	0	1	-	6						
E.S. CENTRAL	1	4	12	151	82	-	1	4	27	16	14	20	31	467	357						
Ala.	N	0	0	N	N	N	0	0	N	N	2	8	17	191	142						
Ky.	-	1	4	38	17	-	0	2	8	2	2	1	7	44	33						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	15	60	54						
Tenn.	1	4	12	113	65	-	1	3	19	14	10	7	14	172	128						
W.S. CENTRAL	-	1	5	25	49	-	0	2	6	7	20	40	60	900	755						
Ark.	-	0	2	8	1	-	0	1	2	2	-	2	10	52	52						
La.	-	0	5	17	48	-	0	2	4	5	-	11	22	189	206						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	5	35	31						
Tex.	-	0	0	-	-	-	0	0	-	-	20	26	47	624	466						
MOUNTAIN	-	1	6	17	26	-	0	2	4	9	1	8	29	120	189						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	21	24	99						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	7	48	21						
Idaho	N	0	0	N	N	N	0	0	N	N	-	0	1	1	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Nev.	N	0	0	N	N	N	0	0	N	N	1	2	6	34	40						
N. Mex.	-	0	1	1	-	-	0	0	-	1	-	1	3	13	21						
Utah	-	0	6	16	15	-	0	2	4	7	-	0	2	-	5						
Wyo.	-	0	1	-	11	-	0	1	-	1	-	0	1	-	1						
PACIFIC	-	0	0	-	-	-	0	1	1	2	4	40	70	887	1,054						
Alaska	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Calif.	N	0	0	N	N	N	0	0	N	N	4	37	59	792	977						
Hawaii	-	0	0	-	-	-	0	1	1	2	-	0	2	11	5						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	2	6	8						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	13	78	59						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	4						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	2	10	72	66						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


