
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 27, 1996 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	16,791	24,205	75,939	247	106	88,856	125,403	1,050	1,340	219	380										
NEW ENGLAND	657	1,256	3,108	27	16	2,443	1,776	28	35	10	4										
Maine	10	23	-	3	-	15	23	-	-	1	-										
N.H.	23	43	224	1	1	41	33	1	5	-	-										
Vt.	7	12	-	5	5	22	15	15	3	-	-										
Mass.	392	582	2,181	11	10	729	978	9	26	4	3										
R.I.	38	87	703	2	-	182	178	3	1	5	1										
Conn.	187	509	-	5	-	1,454	549	-	-	N	N										
MID. ATLANTIC	4,440	5,967	12,248	34	20	9,399	14,003	103	119	48	48										
Upstate N.Y.	538	685	N	17	10	1,647	3,008	92	58	9	11										
N.Y. City	2,443	3,062	4,121	-	-	2,608	5,155	1	1	-	1										
N.J.	928	1,373	1,893	10	5	1,827	1,181	-	50	7	10										
Pa.	531	847	6,234	N	5	3,317	4,659	10	10	32	26										
E.N. CENTRAL	1,395	2,070	12,313	44	22	13,593	26,233	142	109	71	130										
Ohio	300	476	3,100	21	8	1,716	8,137	4	4	33	53										
Ind.	269	164	3,158	12	5	2,359	2,717	6	-	17	34										
Ill.	518	887	-	2	2	5,602	6,788	9	36	2	14										
Mich.	228	421	4,101	9	7	2,911	6,442	123	69	16	14										
Wis.	80	122	1,954	N	-	1,005	2,149	-	-	3	15										
W.N. CENTRAL	413	545	7,918	28	19	4,921	6,898	89	24	14	23										
Minn.	84	119	-	6	12	U	951	-	1	-	-										
Iowa	31	32	1,091	6	4	325	516	71	3	3	8										
Mo.	175	215	4,546	5	-	2,688	4,047	13	10	1	7										
N. Dak.	1	1	2	1	1	1	10	-	-	-	2										
S. Dak.	5	7	450	1	-	71	69	-	1	2	-										
Nebr.	32	51	388	4	-	57	346	1	6	6	4										
Kans.	85	120	1,441	5	2	780	959	4	3	2	2										
S. ATLANTIC	4,590	6,555	17,922	17	3	33,373	36,185	54	86	28	63										
Del.	93	131	-	-	-	472	660	1	-	-	-										
Md.	444	995	1,935	N	1	4,407	4,438	-	2	5	13										
D.C.	225	438	N	-	-	1,416	1,893	-	-	1	3										
Va.	224	448	4,085	N	1	3,018	3,566	4	2	9	3										
W. Va.	24	31	-	N	-	160	223	4	20	1	3										
N.C.	191	310	-	5	1	6,489	8,009	16	23	3	11										
S.C.	229	316	-	1	-	3,716	3,751	12	3	1	13										
Ga.	685	812	4,177	3	-	7,548	6,643	-	10	-	8										
Fla.	2,475	3,074	7,725	5	-	6,147	7,002	17	26	8	9										
E.S. CENTRAL	540	815	9,138	9	4	9,554	14,547	201	478	20	10										
Ky.	86	81	2,235	-	-	1,316	1,508	9	11	2	3										
Tenn.	201	347	3,876	N	4	3,365	4,279	170	465	9	4										
Ala.	157	230	2,880	2	-	4,417	5,768	1	2	-	2										
Miss.	96	157	147	3	-	456	2,992	21	-	9	1										
W.S. CENTRAL	1,480	2,206	4,228	11	4	6,593	12,080	110	73	2	5										
Ark.	70	86	-	5	2	908	1,580	1	1	-	1										
La.	435	346	2,247	N	2	2,602	3,945	45	43	-	1										
Okla.	54	100	1,981	1	-	1,255	1,533	37	21	2	3										
Tex.	921	1,674	-	1	-	1,828	5,022	27	8	-	-										
MOUNTAIN	469	793	5,420	30	9	2,365	2,959	188	153	7	46										
Mont.	4	8	-	-	-	10	30	8	7	-	2										
Idaho	7	22	529	11	4	30	45	42	20	-	1										
Wyo.	2	4	237	-	-	10	17	70	62	1	2										
Colo.	152	268	-	10	5	567	1,000	4	28	4	21										
N. Mex.	25	71	-	2	-	306	341	29	20	-	4										
Ariz.	136	201	3,737	N	-	1,210	995	25	7	1	5										
Utah	64	52	254	5	-	49	72	7	4	-	2										
Nev.	79	167	663	2	-	183	459	3	5	1	9										
PACIFIC	2,807	3,998	3,644	47	9	6,615	10,722	135	263	19	51										
Wash.	220	416	3,084	9	5	780	842	25	66	1	3										
Oreg.	153	158	-	12	-	143	163	3	15	-	-										
Calif.	2,394	3,283	-	21	-	5,432	9,202	64	172	18	43										
Alaska	3	39	N	1	-	150	287	2	1	-	-										
Hawaii	37	102	389	N	4	110	228	41	9	-	5										
Guam	3	-	59	N	-	17	31	-	-	-	-										
P.R.	420	853	N	N	U	90	199	16	52	-	-										
V.I.	3	19	N	N	U	-	13	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	7	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


