
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending December 25, 1999 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	1,313	1,476	5,771	7,094	37,752	41,591	29,511	33,174													
NEW ENGLAND	66	70	871	1,437	2,155	2,475	2,050	2,246													
Maine	3	5	171	241	132	165	99	67													
N.H.	2	5	50	77	136	183	140	215													
Vt.	4	2	88	69	92	144	85	114													
Mass.	24	26	219	498	1,155	1,295	1,137	1,329													
R.I.	5	14	95	103	129	147	147	34													
Conn.	28	18	248	449	511	541	442	487													
MID. ATLANTIC	328	417	1,124	1,575	4,783	6,557	4,082	5,675													
Upstate N.Y.	72	88	803	1,076	1,403	1,572	1,268	1,348													
N.Y. City	170	237	U	U	1,349	1,876	1,173	1,441													
N.J.	48	58	170	223	979	1,469	685	1,370													
Pa.	38	34	151	276	1,052	1,640	956	1,516													
E.N. CENTRAL	143	144	146	124	5,304	6,215	3,336	4,790													
Ohio	18	15	36	58	1,294	1,478	1,046	1,129													
Ind.	21	10	13	12	530	671	406	519													
Ill.	54	59	10	N	1,553	1,905	399	1,564													
Mich.	40	48	87	35	933	1,158	922	1,074													
Wis.	10	12	-	19	994	1,003	563	504													
W.N. CENTRAL	80	100	676	697	2,219	2,265	2,207	2,299													
Minn.	47	63	113	117	633	564	662	647													
Iowa	13	7	156	149	261	365	197	289													
Mo.	15	14	15	42	751	613	889	842													
N. Dak.	-	3	139	143	51	60	49	67													
S. Dak.	-	1	163	151	96	125	116	132													
Nebr.	1	2	3	7	208	188	78	47													
Kans.	4	10	87	88	219	350	216	275													
S. ATLANTIC	352	313	2,067	2,300	8,853	8,597	6,100	6,090													
Del.	1	3	43	49	142	77	153	123													
Md.	98	88	391	437	876	916	983	882													
D.C.	18	19	-	-	69	84	U	U													
Va.	71	59	576	543	1,227	1,076	980	859													
W. Va.	4	2	107	76	168	157	150	163													
N.C.	34	30	404	551	1,313	1,297	1,243	1,413													
S.C.	17	6	133	144	691	631	492	540													
Ga.	29	39	231	303	1,585	1,712	1,644	1,541													
Fla.	80	67	182	197	2,782	2,647	455	569													
E.S. CENTRAL	25	34	252	273	2,145	2,316	1,066	1,565													
Ky.	7	7	35	32	410	362	-	124													
Tenn.	9	16	93	141	571	589	513	709													
Ala.	7	6	123	98	584	688	476	570													
Miss.	2	5	1	2	580	677	77	162													
W.S. CENTRAL	17	73	107	28	3,898	4,817	3,599	3,158													
Ark.	3	1	14	28	633	595	120	375													
La.	11	15	-	-	578	768	568	802													
Okla.	2	3	93	N	455	475	320	232													
Tex.	1	54	-	-	2,232	2,979	2,591	1,749													
MOUNTAIN	44	62	197	249	3,035	2,524	2,487	2,001													
Mont.	4	1	59	54	83	76	1	43													
Idaho	3	8	5	N	134	121	98	96													
Wyo.	1	-	44	66	67	67	49	60													
Colo.	17	18	1	42	695	534	701	499													
N. Mex.	2	12	9	6	368	301	245	261													
Ariz.	9	9	66	48	956	833	783	697													
Utah	4	2	8	27	547	349	557	122													
Nev.	4	12	5	6	185	243	53	223													
PACIFIC	258	263	331	411	5,360	5,825	4,584	5,350													
Wash.	28	20	-	-	648	524	795	681													
Oreg.	21	16	2	7	409	322	497	335													
Calif.	196	214	322	379	3,923	4,629	2,996	3,995													
Alaska	1	4	7	25	54	56	30	37													
Hawaii	12	9	-	-	326	294	266	302													
Guam	-	2	-	-	24	45	U	U													
P.R.	-	-	73	51	476	815	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


