
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending May 9, 2009 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	123	237	1,653	3,663	2,579	43	76	119	1,019	1,256	6	40	149	250	128						
NEW ENGLAND	-	18	35	167	328	5	8	21	99	114	-	0	2	2	1						
Conn.	-	0	4	6	23	3	3	17	44	53	-	0	0	-	-						
Maine	-	1	7	31	12	2	1	5	18	23	-	0	1	2	-						
Mass.	-	12	30	105	260	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	5	16	9	-	1	7	9	12	-	0	1	-	-						
R.I.	-	1	6	3	19	-	0	3	7	9	-	0	2	-	-						
Vt.	-	0	2	6	5	-	1	6	21	17	-	0	0	-	-						
MID. ATLANTIC	30	23	61	304	281	8	18	30	224	249	-	2	30	6	25						
N.J.	-	3	12	20	50	-	0	0	-	-	-	1	6	-	12						
N.Y. (Upstate)	5	6	41	65	84	3	9	20	106	124	-	0	29	1	1						
N.Y. City	10	0	20	33	36	-	0	2	-	7	-	0	2	4	8						
Pa.	15	9	30	186	111	5	8	17	118	118	-	0	2	1	4						
E.N. CENTRAL	14	37	238	752	560	-	3	28	16	15	1	2	15	10	8						
Ill.	-	13	45	164	52	-	1	20	6	4	-	1	10	6	8						
Ind.	-	2	158	74	15	-	0	2	-	1	-	0	3	-	-						
Mich.	-	8	21	169	62	-	1	9	10	7	-	0	1	1	-						
Ohio	14	11	57	325	408	-	0	7	-	3	1	0	4	3	-						
Wis.	-	2	7	20	23	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	16	30	839	774	199	13	5	17	78	70	1	4	33	17	8						
Iowa	-	4	21	40	30	-	0	5	6	4	-	0	2	-	-						
Kans.	-	2	12	61	24	1	1	6	36	32	-	0	0	-	-						
Minn.	-	2	781	155	31	11	0	10	18	16	-	0	0	-	-						
Mo.	14	13	51	438	93	1	1	8	10	2	-	4	32	16	8						
Nebr.	2	4	32	71	15	-	0	0	-	-	1	0	4	1	-						
N. Dak.	-	0	18	2	-	-	0	9	3	8	-	0	0	-	-						
S. Dak.	-	0	10	7	6	-	0	2	5	8	-	0	1	-	-						
S. ATLANTIC	41	25	71	513	243	16	28	66	455	653	3	16	72	171	46						
Del.	-	0	3	5	2	-	0	0	-	-	-	0	5	1	2						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Fla.	18	7	20	150	54	-	0	21	48	138	-	0	3	1	2						
Ga.	1	3	9	74	16	14	6	47	102	132	1	1	9	7	10						
Md.	3	2	10	33	40	-	7	17	102	146	1	1	7	13	10						
N.C.	18	0	65	152	59	N	2	4	N	N	-	9	55	129	11						
S.C.	1	2	10	52	28	-	0	0	-	-	1	1	9	8	2						
Va.	-	3	24	42	38	-	10	24	171	202	-	2	15	11	6						
