
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending December 1, 2007 (WEEK 48)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	18	1	20	19	16	20	28		
infant	2	78	2	97	85	87	76	69	MD (1 ), WV (1 )	
other(wound & unspecified)	-	20	1	48	31	30	33	21		
Brucellosis	2	112	2	121	120	114	104	125	FL (1 ), CO (1 )	
Chancroid	1	28	1	33	17	30	54	67	NY (1 )	
Cholera	-	7	0	9	8	5	2	2		
Cyclosporiasis §	-	91	2	136	543	171	75	156		
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	33	0	67	80	112	108	164		
eastern equine	-	4	0	8	21	6	14	10		
Powassan	-	1	-	1	1	1	-	1		
St. Louis	-	5	0	10	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	9	470	12	646	786	537	362	511	NY (5 ), MN (2 ), NC (1 ), GA (1 )	
human monocytic	7	621	6	578	506	338	321	216	NY (2 ), MN (1 ), NC (3 ), AR (1 )	
human (other & unspecified)	-	144	1	231	112	59	44	23		
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	16	0	29	9	19	32	34		
nonserotype B	2	130	2	175	135	135	117	144	FL (1 ), WA (1 )	
unknown serotype	1	184	4	179	217	177	227	153	NY (1 )	
Hansen disease §	-	49	2	66	87	105	95	96		
Hantavirus pulmonary syndrome §	-	26	1	40	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	1	203	3	288	221	200	178	216	CA (1 )	
Hepatitis C viral, acute	23	645	20	802	652	713	1,102	1,835	NY (2 ), PA (1 ), MO (2 ), NC (1 ), TN (1 ), OK (1 ), TX (1 ), CA (14 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	5	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	1	76	0	43	45	-	N	N	TX (1 )	
Listeriosis	5	632	14	875	896	753	696	665	IN (2 ), MD (1 ), FL (1 ), CA (1 )	
Measles ¶¶	-	29	1	55	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	3	250	5	318	297	-	-	-	IN (1 ), NC (2 )	
serogroup B	1	120	4	193	156	-	-	-	WA (1 )	
other serogroup	-	30	0	32	27	-	-	-		
unknown serogroup	7	521	13	651	765	-	-	-	OH (1 ), MN (1 ), NC (2 ), KY (1 ), ID (1 ), CA (1 )	
Mumps	4	680	15	6,584	314	258	231	270	PA (1 ), OH (2 ), ID (1 )	
Novel influenza A infection virus	-	4	-	N	N	N	N	N		
Plague	-	6	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	9	0	21	16	12	12	18		
Q fever §	-	160	1	169	136	70	71	61		
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	1	11	-	11	11	10	7	18	UT (1 )	
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	-	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	-	90	1	125	129	132	161	118		
Syphilis, congenital (age &lt;1 yr)	-	416	8	380	329	353	413	412		
Tetanus	-	19	1	41	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	-	71	2	101	90	95	133	109		
Trichinellosis	-	7	0	15	16	5	6	14		
Tularemia	1	110	2	95	154	134	129	90	MO (1 )	
Typhoid fever	1	305	4	353	324	322	356	321	AL (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	21	-	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	-	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	4	333	1	N	N	N	N	N	GA (1 ), FL (1 ), CA (2 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting year 2007 are provisional, whereas data for 
2002, 2003, 2004, 2005, and 2006 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

