
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending August 31, 2002 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	32	8	9,957	210,125	236,746	1,072	1,046	17	19												
NEW ENGLAND	-	1	1,040	4,939	4,413	75	78	-	1												
Maine	-	-	129	87	95	1	1	-	-												
N.H.	-	-	29	79	117	6	4	-	-												
Vt.	-	1	84	70	48	6	3	-	-												
Mass.	-	-	516	2,198	2,080	37	37	-	1												
R.I.	-	-	93	556	500	10	3	-	-												
Conn.	-	-	189	1,949	1,573	15	30	-	-												
MID. ATLANTIC	-	1	2,069	24,849	27,725	185	150	3	3												
Upstate N.Y.	-	-	708	5,501	5,449	81	50	2	-												
N.Y. City	-	-	815	7,666	8,482	45	39	-	-												
N.J.	-	-	183	3,907	5,242	39	34	-	-												
Pa.	-	1	363	7,775	8,552	20	27	1	3												
E.N. CENTRAL	12	2	1,820	40,714	49,105	170	192	2	2												
Ohio	11	2	572	11,456	13,238	63	52	-	1												
Ind.	-	-	-	4,589	4,392	35	36	1	-												
Ill.	-	-	410	11,538	15,872	56	68	-	-												
Mich.	1	-	542	9,486	11,645	9	12	1	-												
Wis.	-	-	296	3,645	3,958	7	24	-	1												
W.N. CENTRAL	-	2	1,201	11,064	11,127	43	50	1	1												
Minn.	-	-	430	1,875	1,688	30	25	1	-												
Iowa	-	-	185	736	882	1	-	-	-												
Mo.	N	N	311	5,707	5,729	9	16	-	-												
N. Dak.	-	2	11	31	23	-	6	-	-												
S. Dak.	-	-	48	168	187	-	-	-	-												
Nebr.	-	-	116	707	803	-	2	-	1												
Kans.	-	-	100	1,840	1,815	3	1	-	-												
S. ATLANTIC	-	-	1,855	54,163	61,454	279	253	4	1												
Del.	-	-	30	1,067	1,122	-	-	-	-												
Md.	-	-	70	5,580	5,893	65	63	2	-												
D.C.	-	-	29	1,797	1,944	-	-	-	-												
Va.	-	-	174	5,617	7,523	22	19	-	-												
W. Va.	-	-	32	646	432	12	10	-	1												
N.C.	-	-	-	10,753	11,551	26	40	-	-												
S.C.	-	-	61	4,912	7,526	9	4	-	-												
Ga.	-	-	597	10,208	11,543	74	65	-	-												
Fla.	-	-	862	13,583	13,920	71	52	2	-												
E.S. CENTRAL	7	1	221	19,316	21,530	47	61	1	-												
Ky.	7	1	-	2,318	2,371	4	2	-	-												
Tenn.	-	-	99	6,220	6,769	24	31	-	-												
Ala.	-	-	122	6,509	7,028	14	26	1	-												
Miss.	-	-	-	4,269	5,362	5	2	-	-												
W.S. CENTRAL	-	-	142	31,466	35,508	42	40	2	1												
Ark.	-	-	96	2,539	3,132	2	-	-	-												
La.	-	-	2	8,116	8,454	3	6	-	-												
Okla.	-	-	44	3,059	3,294	32	33	-	-												
Tex.	-	-	-	17,752	20,628	5	1	2	1												
MOUNTAIN	13	1	977	6,442	6,963	132	115	2	6												
Mont.	-	-	60	60	78	-	-	-	-												
Idaho	-	-	70	58	55	2	1	-	-												
Wyo.	-	-	20	43	44	1	1	-	-												
Colo.	13	1	323	2,201	2,120	26	32	-	-												
N. Mex.	-	-	114	821	655	19	16	-	1												
Ariz.	-	-	125	2,371	2,676	63	49	1	3												
Utah	-	-	182	159	109	15	5	-	-												
Nev.	-	-	83	729	1,226	6	11	1	2												
PACIFIC	-	-	632	17,172	18,921	99	107	2	4												
Wash.	-	-	239	1,836	2,020	2	2	1	-												
Oreg.	-	-	266	579	777	47	31	-	-												
Calif.	-	-	-	13,943	15,431	22	47	1	4												
Alaska	-	-	60	390	266	1	6	-	-												
Hawaii	-	-	67	424	427	27	21	-	-												
Guam	-	-	-	-	32	-	-	-	-												
P.R.	-	-	19	250	397	1	1	-	-												
V.I.	-	-	-	25	20	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


