
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 26, 2006 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	13	51	334	1,744	1,847	109	170	334	5,526	5,505	181	800	3,204	28,751	18,747						
NEW ENGLAND	-	1	24	19	164	-	4	17	139	137	1	43	144	1,059	3,666						
Conn.	U	0	7	U	68	-	0	11	28	30	U	0	58	U	1,044						
Maine	N	0	0	N	N	-	0	2	7	1	-	5	20	151	214						
Mass.	-	0	6	-	73	-	2	6	85	86	1	6	54	94	1,666						
N.H.	-	0	0	-	-	-	0	2	10	9	-	5	47	316	205						
R.I.	-	0	11	9	14	-	0	6	7	10	-	0	0	-	-						
Vt.	-	0	2	10	9	-	0	1	2	1	-	12	50	498	537						
MID. ATLANTIC	-	3	15	113	161	11	21	35	716	691	7	105	183	3,278	3,227						
N.J.	N	0	0	N	N	4	3	7	111	94	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	41	64	3	2	14	96	48	-	0	0	-	-						
N.Y. City	U	0	0	U	U	2	10	23	340	432	-	0	0	-	-						
Pa.	-	2	9	72	97	2	5	9	169	117	7	105	183	3,278	3,227						
E.N. CENTRAL	-	11	41	415	460	13	17	38	575	591	27	237	586	10,619	4,011						
Ill.	-	1	3	15	20	2	8	23	270	330	-	1	6	38	67						
Ind.	-	2	21	111	146	3	1	4	52	45	-	0	475	475	251						
Mich.	-	0	4	17	29	5	2	19	78	55	6	102	174	3,062	2,405						
Ohio	-	6	32	272	265	2	4	8	137	138	21	82	420	6,473	977						
