
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 15, 2003 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	1,189	1,238	59	84	1,079	1,886	28	64	23,287												
NEW ENGLAND	31	14	-	-	23	69	2	4	521												
Maine	-	-	-	-	-	4	-	-	262												
N.H.	3	-	-	-	3	3	-	-	-												
Vt.	-	-	-	-	-	-	-	-	204												
Mass.	24	8	-	-	11	22	1	3	53												
R.I.	4	2	-	-	3	16	-	-	2												
Conn.	-	4	-	-	6	24	1	1	-												
MID. ATLANTIC	129	122	7	10	248	314	4	20	1												
Upstate N.Y.	4	4	5	1	28	39	2	2	N												
N.Y. City	65	69	1	3	196	160	2	10	-												
N.J.	33	29	1	6	-	74	-	6	-												
Pa.	27	20	-	-	24	41	-	2	1												
E.N. CENTRAL	160	252	17	13	166	172	2	8	22,222												
Ohio	38	41	2	-	23	23	-	3	354												
Ind.	5	11	3	-	27	19	1	1	-												
Ill.	41	75	9	12	82	82	-	1	-												
Mich.	74	119	3	1	31	34	1	2	982												
Wis.	2	6	-	-	3	14	-	1	20,886												
W.N. CENTRAL	32	17	-	-	68	89	-	3	8												
Minn.	9	7	-	-	26	37	-	2	N												
Iowa	2	-	-	-	5	-	-	-	-												
Mo.	12	5	-	-	13	30	-	1	-												
N. Dak.	-	-	-	-	-	-	-	-	8												
S. Dak.	-	-	-	-	8	5	-	-	-												
Nebr.	-	2	-	-	2	1	-	-	-												
Kans.	9	3	-	-	14	16	-	-	-												
S. ATLANTIC	332	300	8	19	157	341	5	10	519												
Del.	1	4	-	-	-	-	-	-	1												
Md.	56	30	-	2	28	35	2	1	-												
D.C.	6	10	1	-	-	-	-	-	-												
Va.	15	7	1	-	27	41	-	-	113												
W. Va.	-	-	-	-	2	6	-	-	377												
N.C.	33	73	3	6	24	41	1	-	N												
S.C.	25	28	1	2	21	21	-	-	28												
Ga.	65	43	-	4	42	58	-	5	-												
Fla.	131	105	2	5	13	139	2	4	-												
E.S. CENTRAL	81	132	9	8	118	126	1	2	-												
Ky.	14	14	1	2	16	17	-	2	N												
Tenn.	35	52	4	3	32	62	-	-	N												
Ala.	29	47	4	1	55	38	1	-	-												
Miss.	3	19	-	2	15	9	-	-	-												
W.S. CENTRAL	166	164	8	23	30	353	-	3	2												
Ark.	10	10	-	-	15	9	-	-	-												
La.	16	34	-	-	-	-	-	-	2												
Okla.	9	16	-	-	15	20	-	-	N												
Tex.	131	104	8	23	-	324	-	3	-												
MOUNTAIN	49	56	8	4	32	47	2	2	14												
Mont.	-	-	-	-	-	-	-	-	N												
Idaho	-	1	-	-	1	-	-	-	N												
Wyo.	-	-	-	-	1	1	-	-	2												
Colo.	3	4	2	1	11	13	2	1	-												
N. Mex.	7	5	-	-	-	9	-	-	-												
Ariz.	35	45	6	3	18	15	-	-	-												
Utah	2	-	-	-	1	5	-	1	12												
Nev.	2	1	-	-	-	4	-	-	-												
PACIFIC	209	181	2	7	237	375	12	12	-												
Wash.	13	11	-	-	48	42	-	-	-												
Oreg.	11	4	-	-	14	17	2	2	-												
Calif.	179	165	2	7	141	276	10	10	-												
Alaska	-	-	-	-	12	17	-	-	-												
Hawaii	6	1	-	-	22	23	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	26	4	1	-	-	-	-	-	16												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


