
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending September 17, 2005 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	1,447	1,726	202	186	198	126	11,639	13,254	220,349	229,483											
NEW ENGLAND	108	117	39	38	19	12	1,063	1,240	4,249	4,995											
Maine	12	11	6	-	-	-	144	103	95	161											
N.H.	11	14	2	5	-	-	40	27	118	91											
Vt.	12	11	3	-	-	-	123	124	39	66											
Mass.	37	51	6	13	19	12	444	544	1,856	2,213											
R.I.	3	6	-	1	-	-	70	91	315	616											
Conn.	33	24	22	19	-	-	242	351	1,826	1,848											
MID. ATLANTIC	185	202	20	28	29	29	2,148	2,813	23,209	25,847											
Upstate N.Y.	82	89	12	12	8	14	779	927	4,586	5,226											
N.Y. City	9	33	-	-	-	-	537	787	6,933	7,958											
N.J.	29	36	2	5	6	6	250	364	3,998	4,889											
Pa.	65	44	6	11	15	9	582	735	7,692	7,774											
E.N. CENTRAL	281	337	18	40	9	19	1,806	2,080	40,123	48,344											
Ohio	90	76	4	8	4	10	535	562	11,662	14,856											
Ind.	38	36	-	-	-	-	N	N	5,618	4,719											
Ill.	45	73	1	7	1	6	354	594	12,215	14,681											
Mich.	60	59	1	7	4	3	518	477	6,938	10,656											
Wis.	48	93	12	18	-	-	399	447	3,690	3,432											
W.N. CENTRAL	248	365	22	26	32	20	1,363	1,460	12,824	12,014											
Minn.	65	85	7	10	18	4	613	535	2,126	2,088											
Iowa	53	99	-	-	-	-	185	211	1,120	864											
Mo.	58	62	9	13	7	6	306	396	6,587	6,255											
N. Dak.	5	11	-	-	-	6	10	18	55	84											
S. Dak.	18	27	3	-	-	-	63	42	260	194											
Nebr.	21	54	3	3	4	-	66	104	906	749											
Kans.	28	27	-	-	3	4	120	154	1,770	1,780											
S. ATLANTIC	126	120	52	20	83	28	1,717	2,042	54,522	55,540											
Del.	3	2	N	N	N	N	31	34	602	630											
Md.	22	20	20	3	10	3	130	86	4,967	5,752											
D.C.	-	1	-	-	-	-	37	51	1,512	1,846											
Va.	22	24	19	9	17	-	363	346	5,357	6,213											
W. Va.	1	2	-	-	1	-	30	28	505	652											
N.C.	-	-	-	-	42	19	N	N	11,150	11,035											
S.C.	5	10	-	-	1	-	75	86	6,721	6,703											
Ga.	17	15	9	6	-	-	379	631	9,851	10,059											
Fla.	56	46	4	2	12	6	672	780	13,857	12,650											
E.S. CENTRAL	99	78	2	3	17	14	291	272	19,365	18,426											
Ky.	31	19	-	1	13	8	N	N	2,193	1,777											
Tenn.	40	34	2	-	4	6	156	153	6,257	5,935											
Ala.	23	15	-	-	-	-	135	119	6,101	5,849											
Miss.	5	10	-	2	-	-	-	-	4,814	4,865											
W.S. CENTRAL	36	65	4	3	4	4	196	230	31,174	31,068											
Ark.	6	11	-	-	-	-	60	91	3,205	3,011											
La.	3	3	3	1	2	-	27	37	6,950	7,551											
Okla.	17	15	-	-	-	-	109	102	3,199	3,353											
Tex.	10	36	1	2	2	4	N	N	17,820	17,153											
MOUNTAIN	129	166	39	27	5	-	941	1,071	7,961	8,271											
Mont.	13	12	-	-	-	-	50	47	78	61											
Idaho	14	37	8	7	2	-	61	127	68	60											
Wyo.	5	7	2	1	-	-	18	17	51	42											
Colo.	28	43	1	1	1	-	363	374	2,100	2,136											
N. Mex.	6	10	5	5	-	-	44	56	628	847											
Ariz.	26	14	N	N	N	N	97	132	2,800	2,657											
Utah	27	28	21	12	-	-	262	229	479	409											
Nev.	10	15	2	1	2	-	46	89	1,757	2,059											
PACIFIC	235	276	6	1	-	-	2,114	2,046	26,922	24,978											
Wash.	67	94	-	-	-	-	246	240	2,562	1,829											
Oreg.	56	51	6	1	-	-	264	325	993	809											
Calif.	91	123	-	-	-	-	1,490	1,363	22,479	20,988											
Alaska	12	1	-	-	-	-	70	58	394	433											
Hawaii	9	7	-	-	-	-	44	60	494	919											
Guam	N	N	-	-	-	-	-	2	-	123											
P.R.	1	1	-	-	-	-	103	186	248	186											
V.I.	-	-	-	-	-	-	-	-	35	79											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


