
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 12, 2011 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	176	241	742	9,835	12,328	-	3	15	186	133	5	27	245	1,784	1,452						
NEW ENGLAND	-	4	19	228	304	-	0	1	1	-	-	0	1	6	5						
Conn.	-	0	4	36	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	29	6	-	0	0	-	-	-	0	0	-	2						
Mass.	-	3	18	150	202	-	0	0	-	-	-	0	1	4	-						
N.H.	-	0	1	3	14	-	0	1	1	-	-	0	1	1	1						
R.I.	-	0	4	6	12	-	0	0	-	-	-	0	1	1	2						
Vt.	-	0	1	4	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	7	15	74	830	1,489	-	0	2	15	2	-	1	4	47	97						
N.J.	-	3	16	172	347	-	0	0	-	1	-	0	1	-	58						
N.Y. (Upstate)	5	4	20	257	209	-	0	1	3	1	-	0	1	7	15						
N.Y. City	2	5	21	295	279	-	0	0	-	-	-	0	3	24	11						
Pa.	-	3	56	106	654	-	0	2	12	-	-	0	3	16	13						
E.N. CENTRAL	3	15	40	668	1,415	-	0	2	9	3	-	1	8	105	75						
Ill.	-	5	16	198	788	-	0	1	2	2	-	0	4	43	34						
Ind.	-	1	4	43	57	-	0	1	2	1	-	0	4	44	20						
Mich.	-	3	10	148	229	-	0	1	2	-	-	0	1	1	1						
Ohio	3	5	27	279	275	-	0	2	3	-	-	0	2	17	14						
Wis.	-	0	4	-	66	-	0	0	-	-	-	0	1	-	6						
W.N. CENTRAL	3	6	22	266	1,956	-	0	5	27	13	1	4	29	334	270						
Iowa	-	0	5	19	47	-	0	0	-	-	-	0	2	5	5						
Kans.	1	1	12	54	265	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	2	-	59	-	0	0	-	-	-	0	2	-	-						
Mo.	2	4	17	175	1,523	-	0	3	20	10	1	3	29	323	262						
Nebr.	-	0	2	14	55	-	0	3	5	3	-	0	1	5	2						
N. Dak.	-	0	0	-	-	-	0	1	2	-	-	0	0	-	1						
S. Dak.	-	0	2	4	7	-	0	0	-	-	-	0	1	1	-						
S. ATLANTIC	87	69	134	3,260	2,254	-	1	8	98	80	2	6	54	502	454						
Del.	-	0	2	6	38	-	0	1	1	1	-	0	4	18	19						
D.C.	-	0	2	12	29	-	0	1	1	1	-	0	1	2	-						
Fla.	56	45	98	2,293	973	-	0	1	3	3	-	0	2	11	8						
Ga.	5	11	24	509	706	-	0	6	62	57	-	0	0	-	-						
Md.	1	2	7	92	116	-	0	1	3	-	-	0	2	29	48						
N.C.	2	3	36	182	169	-	0	4	14	13	-	0	49	249	232						
S.C.	23	1	4	73	63	-	0	2	11	1	-	0	2	20	18						
Va.	-	2	8	89	124	-	0	1	3	4	2	3	14	169	129						
W. Va.	-	0	66	4	36	-	0	0	-	-	-	0	1	4	-						
E.S. CENTRAL	13	14	28	578	683	-	0	2	10	20	-	4	24	313	393						
Ala.	11	5	14	219	182	-	0	1	4	5	-	1	8	67	77						
Ky.	1	1	6	40	211	-	0	1	1	6	-	0	0	-	-						
Miss.	-	3	10	161	49	-	0	0	-	1	-	0	2	12	23						
Tenn.	1	4	11	158	241	-	0	2	5	8	-	3	18	234	293						
W.S. CENTRAL	48	56	503	2,343	2,431	-	0	8	11	6	1	2	235	432	144						
Ark.	3	2	7	72	63	-	0	3	6	2	1	0	50	370	95						
La.	-	4	21	234	257	-	0	0	-	-	-	0	2	7	2						
Okla.	28	2	161	167	241	-	0	5	3	3	-	0	202	42	22						
Tex.	17	42	338	1,870	1,870	-	0	1	2	1	-	0	5	13	25						
MOUNTAIN	6	15	42	727	751	-	0	5	14	3	1	0	6	45	13						
Ariz.	2	6	27	333	414	-	0	4	13	1	1	0	6	29	1						
Colo.	3	1	8	86	88	-	0	1	-	-	-	0	1	2	1						
Idaho	-	0	3	16	23	-	0	1	1	-	-	0	1	1	5						
Mont.	-	1	15	121	7	-	0	0	-	2	-	0	1	1	1						
Nev.	1	0	4	31	47	-	0	0	-	-	-	0	1	2	-						
N. Mex.	-	2	9	94	129	-	0	0	-	-	-	0	1	1	1						
Utah	-	1	4	44	43	-	0	0	-	-	-	0	1	1	3						
Wyo.	-	0	1	2	-	-	0	0	-	-	-	0	2	8	1						
PACIFIC	9	21	63	935	1,045	-	0	2	1	6	-	0	0	-	1						
Alaska	-	0	2	5	2	N	0	0	N	N	N	0	0	N	N						
Calif.	8	17	59	773	843	-	0	1	1	6	-	0	0	-	-						
Hawaii	-	1	3	42	42	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	39	57	-	0	0	-	-	-	0	0	-	1						
Wash.	1	1	6	76	101	-	0	1	-	-	-	0	0	-	-						
Amer. Samoa	-	0	1	1	4	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	5	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	4	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


