
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 23, 1997 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	34,732	43,326	281,004	279,071	1,314	749	174,751	204,115	2,035	2,296											
NEW ENGLAND	1,478	1,732	11,166	10,984	111	52	3,727	4,155	46	66											
Maine	36	29	648	594	9	-	37	33	-	-											
N.H.	19	58	499	466	4	7	67	103	8	7											
Vt.	23	14	255	264	5	1	36	38	2	17											
Mass.	533	871	4,677	4,254	65	44	1,424	1,380	29	36											
R.I.	99	122	1,260	1,299	3	-	284	334	7	6											
Conn.	768	638	3,827	4,107	25	-	1,879	2,267	-	-											
MID. ATLANTIC	11,041	12,336	38,743	41,561	68	28	23,264	27,254	223	185											
Upstate N.Y.	1,754	1,479	N	N	49	6	3,732	4,869	169	147											
N.Y. City	5,750	7,039	19,959	21,769	8	-	8,880	10,064	-	3											
N.J.	2,211	2,321	6,050	7,928	11	16	4,575	5,551	-	-											
Pa.	1,326	1,497	12,734	11,864	N	6	6,077	6,770	54	35											
E.N. CENTRAL	2,441	3,501	37,872	56,057	250	141	23,956	37,508	362	333											
Ohio	525	754	7,361	13,461	58	32	5,096	9,525	12	24											
Ind.	396	430	5,758	6,268	45	-	3,853	4,016	10	7											
Ill.	899	1,571	6,951	15,730	43	-	3,329	11,069	51	63											
Mich.	460	565	12,070	13,680	104	78	9,183	9,758	289	239											
Wis.	161	181	5,732	6,918	N	31	2,495	3,140	-	-											
W.N. CENTRAL	650	980	15,294	20,303	296	194	7,125	9,781	112	66											
Minn.	128	188	U	3,128	145	132	U	1,381	3	1											
Iowa	75	64	2,857	2,643	60	9	758	668	22	30											
Mo.	275	485	7,493	8,332	31	40	4,737	5,577	72	17											
N. Dak.	9	11	520	603	9	6	36	20	2	-											
S. Dak.	4	9	829	939	17	-	92	119	-	-											
Nebr.	67	65	1,147	1,771	21	-	426	674	2	6											
Kans.	92	158	2,448	2,887	13	7	1,076	1,342	11	12											
S. ATLANTIC	8,425	10,507	59,424	32,658	127	83	57,553	60,865	188	123											
Del.	159	189	1,276	1,148	3	3	764	952	-	-											
Md.	1,075	1,315	4,624	U	11	3	8,593	6,671	11	2											
D.C.	598	727	N	N	1	-	2,600	2,982	-	-											
Va.	719	750	7,520	7,095	N	18	5,198	6,029	19	9											
W. Va.	62	83	1,922	1,410	N	-	614	491	13	8											
N.C.	503	600	11,996	U	42	26	11,662	12,363	38	33											
S.C.	484	526	7,461	U	4	6	6,651	7,010	27	21											
Ga.	1,064	1,416	9,021	7,626	30	-	10,077	12,708	U	-											
Fla.	3,761	4,901	15,604	15,379	35	27	11,394	11,659	80	50											
E.S. CENTRAL	1,193	1,512	21,423	19,842	70	30	21,277	21,033	232	397											
Ky.	211	268	4,253	4,408	21	-	2,688	2,686	11	25											
Tenn.	501	534	8,195	8,675	35	30	6,932	7,502	161	297											
Ala.	285	430	5,476	5,487	11	-	7,651	8,806	6	3											
Miss.	196	280	3,499	1,272	3	-	4,006	2,039	54	72											
W.S. CENTRAL	3,615	4,518	35,665	34,414	44	8	22,558	23,857	281	242											
Ark.	131	185	872	1,151	8	1	1,802	2,715	-	8											
La.	622	1,028	6,132	4,611	6	3	5,733	4,807	139	134											
Okla.	188	187	4,894	5,007	3	1	3,080	3,147	6	1											
Tex.	2,674	3,118	23,767	23,645	27	3	11,943	13,188	136	99											
MOUNTAIN	1,022	1,315	14,806	16,452	151	82	4,769	5,153	270	394											
Mont.	26	23	661	808	18	-	27	24	15	11											
Idaho	34	29	993	1,022	15	8	78	73	37	91											
Wyo.	13	4	375	408	10	-	35	26	120	122											
Colo.	250	360	1,896	1,417	59	39	1,289	1,106	26	36											
N. Mex.	104	116	2,124	2,633	6	4	886	535	33	53											
Ariz.	255	370	6,184	7,251	N	23	1,857	2,523	24	45											
Utah	82	124	1,045	991	35	-	156	200	3	18											
Nev.	258	289	1,528	1,922	8	8	441	666	12	18											
PACIFIC	4,867	6,924	46,611	46,800	197	131	10,522	14,509	321	490											
Wash.	421	507	5,888	6,410	45	22	1,231	1,379	19	39											
Oreg.	188	312	3,134	3,614	55	61	483	551	2	6											
Calif.	4,187	5,955	35,625	34,887	88	41	8,256	11,991	196	308											
Alaska	36	16	959	754	9	1	250	278	-	2											
Hawaii	35	134	1,005	1,135	N	6	302	310	104	135											
Guam	2	4	31	255	N	-	3	45	-	6											
P.R.	1,199	1,337	U	U	28	U	403	433	82	124											
V.I.	71	16	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	17	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


