
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 3, 2005 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,105	3,291	1,597	1,564	601	536	5,145	5,186	161	269											
NEW ENGLAND	118	222	81	99	45	75	142	134	-	4											
Maine	9	9	N	N	-	4	1	2	-	-											
N.H.	12	15	-	-	3	N	10	3	-	3											
Vt.	9	8	10	6	4	1	1	-	-	-											
Mass.	80	100	58	25	38	41	91	82	-	-											
R.I.	8	17	13	14	-	6	8	19	-	1											
Conn.	-	73	U	54	U	23	31	28	-	-											
MID. ATLANTIC	685	565	154	112	107	79	671	673	19	27											
Upstate N.Y.	206	185	59	48	48	54	58	64	4	1											
N.Y. City	119	89	U	U	19	U	413	409	5	12											
N.J.	148	121	N	N	19	7	93	108	10	13											
Pa.	212	170	95	64	21	18	107	92	-	1											
E.N. CENTRAL	614	766	428	356	158	127	524	599	24	36											
Ohio	150	179	272	249	61	60	147	158	2	2											
Ind.	81	78	146	107	42	26	43	42	1	2											
Ill.	116	206	10	-	48	1	255	246	8	9											
Mich.	238	232	-	N	-	N	56	129	11	23											
Wis.	29	71	N	N	7	40	23	24	2	-											
W.N. CENTRAL	206	228	35	17	64	72	162	117	1	3											
Minn.	77	115	-	-	39	48	45	17	-	1											
Iowa	N	N	N	N	-	N	2	5	-	-											
Mo.	57	46	29	12	6	10	96	69	1	1											
N. Dak.	7	10	1	-	2	2	-	-	-	-											
S. Dak.	19	12	3	5	-	-	1	-	-	-											
Nebr.	14	15	2	-	6	6	3	6	-	-											
Kans.	32	30	N	N	11	6	15	20	-	1											
S. ATLANTIC	638	647	630	807	63	37	1,314	1,295	28	45											
Del.	1	3	1	4	-	N	8	6	-	1											
Md.	142	102	-	-	41	25	227	246	10	6											
D.C.	7	7	15	8	2	4	72	41	-	1											
Va.	60	59	N	N	-	N	84	69	3	2											
W. Va.	21	19	92	88	20	8	3	3	-	-											
N.C.	91	85	N	N	U	U	186	122	8	8											
S.C.	24	49	-	78	-	N	41	87	2	10											
Ga.	121	158	108	195	-	N	214	231	-	3											
Fla.	171	165	414	434	-	N	479	490	5	14											
E.S. CENTRAL	128	171	125	107	7	11	278	282	16	19											
Ky.	27	51	24	22	N	N	30	30	-	1											
Tenn.	101	120	101	83	-	N	135	88	12	7											
Ala.	-	-	-	-	-	N	88	125	3	9											
Miss.	-	-	-	2	7	11	25	39	1	2											
W.S. CENTRAL	193	259	94	45	112	106	801	802	44	54											
Ark.	14	16	12	6	13	7	33	37	-	3											
La.	6	2	82	39	22	23	176	193	6	3											
Okla.	86	49	N	N	18	30	26	19	1	2											
Tex.	87	192	N	N	59	46	566	553	37	46											
MOUNTAIN	452	360	50	20	37	29	264	270	15	32											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	8	N	N	-	N	20	15	1	2											
Wyo.	3	7	21	8	-	-	-	1	-	-											
Colo.	171	72	N	N	36	29	29	48	-	-											
N. Mex.	34	77	-	N	-	-	34	64	2	2											
Ariz.	182	164	N	N	-	N	98	115	12	27											
Utah	60	30	28	10	1	-	5	7	-	1											
Nev.	1	2	1	2	-	-	73	19	-	-											
PACIFIC	71	73	-	1	8	-	989	1,014	14	49											
Wash.	N	N	N	N	N	N	96	78	-	-											
Oreg.	N	N	N	N	6	N	19	22	-	-											
Calif.	-	-	N	N	N	N	865	909	14	49											
Alaska	-	-	-	-	-	N	5	-	-	-											
Hawaii	71	73	-	1	2	-	4	5	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	128	95	8	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


