
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2013 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2013
Rabies, animal cummulative for 2012
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2013
Salmonellosis cummulative for 2012
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2013
Shiga toxin-producing E. coli(STEC)† cummulative for 2012

tab delimited data:
test
UNITED STATES	43	79	132	370	798	281	994	1,699	4,653	6,010	23	124	201	459	706						
NEW ENGLAND	1	6	16	49	85	1	38	72	150	237	2	4	9	20	22						
Conn.	-	3	8	22	43	-	7	19	45	70	-	1	4	5	9						
Maine	1	1	4	8	26	1	2	11	14	9	-	0	3	2	-						
Mass.	-	0	0	-	-	-	21	53	55	118	-	2	7	6	12						
N.H.	-	0	3	7	4	-	3	9	16	16	-	0	4	4	-						
R.I.	-	0	5	3	6	-	2	7	9	9	-	0	1	-	-						
Vt.	-	1	7	9	6	-	1	7	11	15	2	0	2	3	1						
MID. ATLANTIC	6	18	41	56	168	40	89	187	510	685	4	11	24	61	83						
N.J.	-	0	0	-	-	1	17	48	75	158	-	1	6	6	23						
N.Y. (Upstate)	6	7	20	56	56	23	22	64	135	152	3	4	15	21	18						
N.Y. City	-	0	0	-	-	3	20	49	151	166	-	1	7	12	18						
Pa.	-	9	28	-	112	13	29	63	149	209	1	4	12	22	24						
E.N. CENTRAL	-	2	13	4	10	14	104	237	536	702	1	18	77	72	134						
Ill.	-	1	6	2	1	-	34	79	157	248	-	3	16	5	23						
Ind.	-	0	2	-	-	-	13	40	54	73	-	2	23	12	23						
Mich.	-	0	5	1	5	6	16	46	119	124	-	3	41	18	45						
Ohio	-	0	7	1	4	8	24	50	147	139	1	4	20	25	14						
Wis.	N	0	0	N	N	-	14	35	59	118	-	3	21	12	29						
W.N. CENTRAL	6	3	18	19	35	13	47	108	265	295	-	16	31	59	65						
Iowa	-	0	5	-	2	4	9	32	64	59	-	3	15	9	11						
Kans.	4	1	4	11	13	1	9	18	35	62	-	2	7	10	7						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	2	0	3	8	5	8	19	48	120	114	-	6	21	31	27						
Nebr.	-	0	0	-	-	-	3	26	21	25	-	1	6	5	8						
N. Dak.	-	0	13	-	7	-	1	5	13	13	-	0	3	2	6						
