
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 1998 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	-	333	4,089	4,316	5	-	2,764	3,014	17	23											
NEW ENGLAND	-	12	275	244	-	-	82	87	-	-											
Maine	-	-	-	U	-	-	-	-	-	-											
N.H.	-	-	5	4	-	-	2	1	-	-											
Vt.	-	6	7	2	-	-	-	-	-	-											
Mass.	-	-	233	151	-	-	75	45	-	-											
R.I.	-	6	19	5	-	-	3	2	-	-											
Conn.	-	-	11	82	-	-	2	39	-	-											
MID. ATLANTIC	-	177	983	603	-	-	536	328	-	-											
Upstate N.Y.	-	-	N	N	-	-	-	-	-	-											
N.Y. City	-	-	643	445	-	-	309	220	-	-											
N.J.	-	1	-	56	-	-	-	97	-	-											
Pa.	-	176	340	102	N	-	227	11	-	-											
E.N. CENTRAL	-	1	262	842	1	-	162	780	9	10											
Ohio	-	-	-	278	1	-	-	166	1	3											
Ind.	-	-	200	99	-	-	100	98	-	-											
Ill.	-	1	62	175	-	-	57	110	-	2											
Mich.	-	-	-	63	-	-	-	313	8	5											
Wis.	-	-	-	227	N	-	5	93	-	-											
W.N. CENTRAL	-	24	22	330	-	-	5	182	-	1											
Minn.	-	-	-	58	-	-	-	15	-	-											
Iowa	-	18	-	-	-	-	-	-	-	-											
Mo.	-	-	-	219	-	-	-	148	-	1											
N. Dak.	-	-	-	2	-	-	-	1	-	-											
S. Dak.	-	-	22	11	-	-	5	2	-	-											
Nebr.	-	6	-	22	-	-	-	11	-	-											
Kans.	-	-	-	18	-	-	-	5	-	-											
S. ATLANTIC	-	69	1,046	1,001	2	-	815	762	1	-											
Del.	-	-	-	-	-	-	-	20	-	-											
Md.	-	-	179	1	2	-	53	86	-	-											
D.C.	-	1	N	N	-	-	109	73	-	-											
Va.	-	47	28	1	N	-	-	-	-	-											
W. Va.	-	-	68	39	N	-	13	25	-	-											
N.C.	-	-	305	539	-	-	296	388	1	-											
S.C.	-	21	247	30	-	-	227	24	-	-											
Ga.	-	-	88	245	-	-	14	7	-	-											
Fla.	-	-	131	146	-	-	103	139	-	-											
E.S. CENTRAL	-	-	300	241	-	-	429	329	1	-											
Ky.	-	-	-	38	-	-	-	28	-	-											
Tenn.	-	-	18	29	-	-	42	20	1	-											
Ala.	-	-	282	148	-	-	387	214	-	-											
Miss.	-	-	-	26	-	-	-	67	-	-											
W.S. CENTRAL	-	11	433	212	-	-	407	279	-	-											
Ark.	-	-	25	32	-	-	52	76	-	-											
La.	-	-	231	133	-	-	250	165	-	-											
Okla.	-	11	177	47	-	-	105	38	-	-											
Tex.	-	-	-	-	-	-	-	-	-	-											
MOUNTAIN	-	1	290	262	1	-	194	103	2	2											
Mont.	-	-	6	-	-	-	-	-	-	-											
Idaho	-	-	11	-	-	-	-	-	-	-											
Wyo.	-	-	9	8	-	-	1	-	1	-											
Colo.	-	-	-	-	-	-	96	19	-	1											
N. Mex.	-	-	87	80	1	-	22	17	1	1											
Ariz.	-	1	132	127	N	-	70	44	-	-											
Utah	-	-	45	-	-	-	5	-	-	-											
Nev.	-	-	-	47	-	-	-	23	-	-											
PACIFIC	-	38	478	581	1	-	134	164	4	10											
Wash.	-	37	-	15	-	-	-	3	-	-											
Oreg.	-	-	234	4	-	-	32	-	-	-											
Calif.	-	1	233	539	1	-	97	150	4	9											
Alaska	-	-	11	22	-	-	5	11	-	-											
Hawaii	-	-	-	1	N	-	-	-	-	1											
Guam	-	-	-	8	N	-	-	1	-	-											
P.R.	-	1	U	U	-	U	-	5	-	-											
V.I.	-	-	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	-	1	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


