
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending October 18, 2003 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	5,310	5,393	288	342	8,930	10,270	246	266	9,959												
NEW ENGLAND	158	119	1	-	249	329	22	13	1,368												
Maine	7	2	1	-	5	20	-	-	642												
N.H.	14	6	-	-	7	10	2	-	-												
Vt.	-	1	-	-	7	4	-	-	577												
Mass.	105	81	-	-	169	172	11	7	146												
R.I.	16	6	-	-	28	43	2	-	3												
Conn.	16	23	-	-	33	80	7	6	-												
MID. ATLANTIC	672	578	48	54	1,694	1,757	42	69	30												
Upstate N.Y.	35	26	9	2	227	254	10	7	N												
N.Y. City	379	338	28	23	918	848	16	37	-												
N.J.	128	128	11	28	317	400	13	17	-												
Pa.	130	86	-	1	232	255	3	8	30												
E.N. CENTRAL	703	998	58	52	890	1,036	17	30	4,302												
Ohio	173	129	3	3	162	171	2	6	1,004												
Ind.	40	49	10	2	103	99	4	2	-												
Ill.	268	387	17	34	424	493	1	14	-												
Mich.	211	413	28	13	161	219	10	4	2,663												
Wis.	11	20	-	-	40	54	-	4	635												
W.N. CENTRAL	107	99	4	2	378	429	4	9	39												
Minn.	34	48	-	1	154	186	-	3	N												
Iowa	4	2	-	-	17	24	2	-	N												
Mo.	39	27	4	1	99	110	1	2	-												
N. Dak.	2	-	-	-	-	4	-	-	39												
S. Dak.	2	-	-	-	16	10	-	-	-												
Nebr.	4	5	-	-	10	22	1	4	-												
Kans.	22	17	-	-	82	73	-	-	-												
S. ATLANTIC	1,407	1,369	54	77	1,829	2,174	43	34	1,747												
Del.	6	10	-	-	23	13	-	-	23												
Md.	239	158	9	15	191	230	8	7	-												
D.C.	42	47	-	1	-	-	-	-	25												
Va.	64	57	1	1	207	219	12	4	470												
W. Va.	2	2	-	-	19	27	-	-	1,024												
N.C.	128	237	16	18	244	283	7	1	N												
S.C.	82	110	4	9	138	140	-	-	205												
Ga.	346	298	6	13	291	426	7	5	-												
Fla.	498	450	18	20	716	836	9	17	N												
E.S. CENTRAL	252	398	10	25	507	620	4	4	1												
Ky.	30	78	1	3	96	105	-	4	N												
Tenn.	111	146	3	7	169	244	2	-	N												
Ala.	92	135	4	9	175	171	2	-	-												
Miss.	19	39	2	6	67	100	-	-	1												
W.S. CENTRAL	739	674	53	72	1,221	1,534	25	26	2,006												
Ark.	41	30	-	7	71	106	-	-	-												
La.	122	125	-	-	-	-	-	-	11												
Okla.	54	51	1	2	117	136	1	-	N												
Tex.	522	468	52	63	1,033	1,292	24	26	1,995												
MOUNTAIN	233	250	21	13	307	317	5	9	466												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	10	1	-	-	8	12	-	-	N												
Wyo.	-	-	-	-	3	3	-	-	41												
Colo.	20	53	3	2	62	71	3	4	-												
N. Mex.	40	28	-	-	6	30	-	1	2												
Ariz.	150	153	18	11	171	157	2	-	4												
Utah	3	5	-	-	30	24	-	2	419												
Nev.	10	10	-	-	22	14	-	2	-												
PACIFIC	1,039	908	39	47	1,855	2,074	84	72	-												
Wash.	64	50	-	1	198	193	3	4	-												
Oreg.	32	17	-	-	88	94	4	2	-												
Calif.	941	833	39	45	1,469	1,629	76	62	-												
Alaska	-	-	-	-	46	39	-	-	-												
Hawaii	2	8	-	1	54	119	1	4	-												
Guam	-	6	-	-	-	59	-	-	-												
P.R.	156	222	1	21	75	86	-	-	288												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


