
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending July 31, 2004 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	4,104	4,046	195	259	5,477	7,115	140	184	9,505	10,426											
NEW ENGLAND	113	126	1	-	207	231	15	17	587	2,159											
Maine	2	6	-	-	-	11	-	-	179	639											
N.H.	3	15	-	-	9	10	-	1	-	-											
Vt.	-	-	-	-	-	5	-	-	408	489											
Mass.	75	81	-	-	128	111	12	9	-	108											
R.I.	14	12	-	-	19	31	1	2	-	3											
Conn.	19	12	1	-	51	63	2	5	-	920											
MID. ATLANTIC	548	475	31	41	1,161	1,239	34	32	60	15											
Upstate N.Y.	48	20	2	6	136	139	3	4	-	-											
N.Y. City	332	269	10	23	596	662	11	18	-	-											
N.J.	95	96	19	12	235	236	9	9	-	-											
Pa.	73	90	-	-	194	202	11	1	60	15											
E.N. CENTRAL	448	557	34	44	667	633	6	22	3,893	3,764											
Ohio	128	118	1	2	114	111	2	-	1,019	924											
Ind.	35	31	8	9	72	74	-	4	-	-											
Ill.	157	224	3	16	305	292	-	11	-	-											
Mich.	112	170	22	17	130	119	3	7	2,527	2,260											
Wis.	16	14	-	-	46	37	1	-	347	580											
W.N. CENTRAL	93	97	2	4	242	265	6	4	122	39											
Minn.	14	32	-	-	95	98	3	2	-	-											
Iowa	5	7	-	-	19	16	-	1	N	N											
Mo.	54	33	1	4	68	71	2	1	5	-											
N. Dak.	-	1	-	-	3	-	-	-	74	39											
S. Dak.	-	1	-	-	5	16	-	-	43	-											
Nebr.	4	3	-	-	15	11	1	-	-	-											
Kans.	16	20	1	-	37	53	-	-	-	-											
S. ATLANTIC	1,103	1,065	25	48	1,061	1,355	28	33	1,527	1,519											
Del.	4	4	1	-	-	-	-	-	4	16											
Md.	220	169	3	8	141	131	9	8	-	-											
D.C.	46	32	1	-	43	-	-	-	17	22											
Va.	63	55	2	1	119	130	2	11	378	424											
W. Va.	2	1	-	-	13	11	-	-	903	889											
N.C.	104	93	6	10	139	167	3	5	N	N											
S.C.	65	65	1	4	112	86	-	-	225	168											
Ga.	160	287	1	12	11	291	9	4	-	-											
Fla.	439	359	10	13	483	539	5	5	-	-											
E.S. CENTRAL	230	186	16	10	330	387	5	4	-	-											
Ky.	26	24	1	1	55	68	2	-	-	-											
Tenn.	79	77	7	2	127	125	3	1	-	-											
Ala.	102	67	6	5	115	133	-	3	-	-											
Miss.	23	18	2	2	33	61	-	-	-	-											
W.S. CENTRAL	663	478	29	45	456	1,084	7	13	1,741	2,573											
Ark.	26	30	-	1	69	57	-	-	-	-											
La.	136	66	-	1	-	-	-	-	42	9											
Okla.	19	30	2	1	83	82	-	-	-	-											
Tex.	482	352	27	42	304	945	7	13	1,699	2,564											
MOUNTAIN	195	188	35	24	261	220	5	4	1,575	357											
Mont.	-	-	-	-	4	5	-	-	-	-											
Idaho	13	4	2	1	4	5	-	-	-	-											
Wyo.	1	-	-	-	2	2	-	-	22	37											
Colo.	19	23	-	3	58	53	1	3	1,184	-											
N. Mex.	26	36	1	4	14	29	-	-	68	-											
Ariz.	116	115	32	16	117	87	2	1	-	-											
Utah	4	2	-	-	26	18	1	-	301	320											
Nev.	16	8	-	-	36	21	1	-	-	-											
PACIFIC	711	874	22	43	1,092	1,701	34	55	-	-											
Wash.	62	42	-	-	136	141	3	2	-	-											
Oreg.	18	29	-	-	46	63	1	2	-	-											
Calif.	628	796	22	43	828	1,404	24	51	-	-											
Alaska	-	1	-	-	18	34	-	-	-	-											
Hawaii	3	6	-	-	64	59	6	-	-	-											
Guam	-	1	-	-	-	38	-	-	-	90											
P.R.	71	117	3	8	14	58	-	-	171	377											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


