
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 2, 2006 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	15	51	334	1,764	1,863	68	170	334	5,698	5,629	127	800	3,204	28,914	19,155						
NEW ENGLAND	-	1	24	19	166	4	4	17	143	140	1	43	144	1,060	3,698						
Conn.	U	0	7	U	69	-	0	11	28	30	U	0	58	U	1,057						
Maine	N	0	0	N	N	-	0	2	7	1	-	5	20	151	219						
Mass.	-	0	6	-	74	3	2	6	88	87	-	5	54	94	1,680						
N.H.	-	0	0	-	-	1	0	2	11	11	-	5	47	316	205						
R.I.	-	0	11	9	14	-	0	6	7	10	-	0	0	-	-						
Vt.	-	0	2	10	9	-	0	1	2	1	1	12	50	499	537						
MID. ATLANTIC	-	3	15	114	163	3	21	35	721	703	26	105	183	3,309	3,250						
N.J.	N	0	0	N	N	-	3	7	111	95	-	0	0	-	-						
N.Y. (Upstate)	-	1	10	41	64	-	2	14	96	51	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	10	23	340	436	-	0	0	-	-						
Pa.	-	2	9	73	99	3	5	9	174	121	26	105	183	3,309	3,250						
E.N. CENTRAL	2	11	41	418	469	12	17	38	606	609	31	237	586	10,656	4,038						
Ill.	-	0	3	15	22	2	8	23	289	341	-	1	6	38	68						
Ind.	-	2	21	112	146	3	1	4	56	46	-	0	475	475	251						
Mich.	-	0	4	17	30	2	2	19	81	56	6	102	174	3,074	2,418						
Ohio	2	6	32	274	271	5	4	8	143	143	25	82	420	6,498	985						
Wis.	N	0	0	N	N	-	1	4	37	23	-	12	52	571	316						
W.N. CENTRAL	-	1	191	33	30	1	4	9	159	174	3	22	84	1,031	293						
Iowa	N	0	0	N	N	-	0	3	10	6	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	15	14	2	0	8	15	-						
Minn.	-	0	191	-	-	-	1	3	21	52	-	0	0	-	-						
Mo.	-	1	3	32	24	-	3	8	103	98	-	17	82	945	202						
Nebr.	-	0	0	-	2	-	0	1	3	3	-	0	0	-	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	1	0	25	36	13						
S. Dak.	-	0	1	1	3	1	0	3	7	1	-	1	12	35	78						
S. ATLANTIC	11	27	53	951	767	20	42	186	1,352	1,334	10	90	860	3,083	1,449						
Del.	-	0	2	-	1	-	0	2	16	8	-	1	5	45	22						
D.C.	-	0	3	21	13	2	2	9	79	69	1	0	5	25	24						
Fla.	7	13	36	524	416	6	15	29	497	466	-	0	0	-	-						
Ga.	4	8	29	315	245	1	7	147	200	254	-	0	0	-	-						
Md.	-	0	0	-	-	3	5	19	197	217	-	0	0	-	-						
N.C.	N	0	0	N	N	4	6	17	204	185	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	7	47	42	-	16	52	751	379						
Va.	N	0	0	N	N	4	3	12	109	91	-	30	812	1,217	314						
W. Va.	-	1	14	91	92	-	0	1	3	2	9	26	70	1,045	710						
E.S. CENTRAL	2	3	13	141	129	6	12	24	455	310	2	0	70	87	36						
Ala.	N	0	0	N	N	-	4	18	192	103	2	0	70	86	36						
Ky.	-	0	5	27	24	3	1	8	48	30	N	0	0	N	N						
Miss.	-	0	0	-	1	-	0	6	42	37	-	0	1	1	-						
Tenn.	2	3	13	114	104	3	5	13	173	140	N	0	0	N	N						
W.S. CENTRAL	-	0	4	14	99	16	26	45	997	841	51	185	1,757	7,833	4,554						
Ark.	-	0	3	11	12	2	1	6	48	32	1	7	110	585	-						
La.	-	0	4	3	87	7	4	17	152	192	-	0	8	43	108						
Okla.	N	0	0	N	N	-	1	6	45	27	-	0	0	-	-						
Tex.	N	0	0	N	N	7	21	39	752	590	50	167	1,647	7,205	4,446						
MOUNTAIN	-	2	27	74	40	2	7	19	252	288	3	52	138	1,855	1,837						
Ariz.	N	0	0	N	N	2	4	16	129	101	-	0	0	-	-						
Colo.	N	0	0	N	N	-	1	3	30	30	-	33	76	980	1,247						
Idaho	N	0	0	N	N	-	0	1	2	20	-	0	0	-	-						
Mont.	-	0	1	-	-	-	0	1	1	5	-	0	0	-	-						
Nev.	-	0	27	4	2	-	1	12	48	87	-	0	2	4	-						
N. Mex.	-	0	1	1	-	-	1	5	37	38	3	3	34	295	162						
Utah	-	0	8	32	17	-	0	1	5	7	-	10	55	544	379						
Wyo.	-	1	3	37	21	-	0	0	-	-	-	0	8	32	49						
PACIFIC	-	0	0	-	-	4	31	49	1,013	1,230	-	0	0	-	-						
Alaska	-	0	0	-	-	-	0	4	5	6	-	0	0	-	-						
Calif.	N	0	0	N	N	1	28	39	853	1,099	-	0	0	-	-						
Hawaii	-	0	0	-	-	-	0	2	12	8	N	0	0	N	N						
Oreg.	N	0	0	N	N	1	0	6	13	21	N	0	0	N	N						
