
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 10, 2007 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	322	795	1,368	2,476	3,374	13	68	170	125	227	122	258	476	892	1,149						
NEW ENGLAND	2	20	82	60	590	-	2	16	1	85	-	3	14	7	86						
Conn.	-	0	31	31	479	-	0	0	-	72	-	0	4	4	64						
Maine	-	2	13	12	6	-	0	8	-	1	-	0	2	2	-						
Mass.	-	14	53	-	91	-	0	9	-	8	-	2	11	-	20						
N.H.	2	4	25	7	8	-	0	3	1	2	-	0	2	1	2						
R.I.	-	1	10	7	4	-	0	2	-	1	-	0	3	-	-						
Vt.	-	1	6	3	2	-	0	4	-	1	-	0	2	-	-						
MID. ATLANTIC	37	89	190	336	340	1	8	63	15	9	1	16	43	28	99						
N.J.	1	14	49	19	57	-	1	4	-	2	-	3	35	-	42						
N.Y. (Upstate)	20	26	84	94	33	1	3	14	7	2	-	4	39	5	24						
N.Y. City	2	24	50	82	112	-	0	4	-	-	-	5	13	18	25						
Pa.	14	29	67	141	138	-	2	49	8	5	1	1	6	5	8						
E.N. CENTRAL	14	98	196	206	404	3	10	56	27	26	2	21	53	30	97						
Ill.	-	23	59	8	132	-	1	7	-	3	-	7	39	3	41						
Ind.	-	15	55	22	28	-	1	8	-	4	-	2	17	5	7						
Mich.	3	18	35	43	77	-	1	6	5	5	-	2	8	3	27						
Ohio	11	24	56	111	98	3	3	18	22	6	2	3	14	13	10						
Wis.	-	16	27	22	69	-	2	39	-	8	-	3	10	6	12						
W.N. CENTRAL	9	47	109	164	188	1	12	43	17	30	32	34	77	152	150						
Iowa	-	8	26	23	35	-	1	22	-	4	-	2	13	5	2						
Kans.	1	7	16	28	23	-	0	4	1	-	-	2	11	3	13						
Minn.	1	11	60	23	36	-	3	27	7	13	6	3	24	29	9						
Mo.	6	14	35	61	58	-	2	13	5	11	25	9	69	102	95						
Nebr.	1	4	9	14	20	1	1	11	4	2	1	1	14	2	19						
N. Dak.	-	0	5	-	-	-	0	0	-	-	-	0	18	-	1						
S. Dak.	-	3	7	15	16	-	0	5	-	-	-	6	24	11	11						
S. ATLANTIC	165	221	396	982	816	6	11	31	41	30	61	63	147	415	239						
Del.	-	3	10	6	8	-	0	3	3	-	-	0	2	1	-						
D.C.	-	1	4	4	9	-	0	1	-	-	-	0	2	-	2						
