
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 28, 2011 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2010
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2010

tab delimited data:
test
UNITED STATES	5	6	110	58	138	2	20	145	29	253	2	1	13	11	19						
NEW ENGLAND	-	0	2	2	3	-	1	10	2	23	-	0	1	-	-						
Conn.	-	0	0	-	-	-	0	6	-	5	-	0	0	-	-						
Maine	-	0	1	1	2	-	0	2	1	6	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	1	1	1	-	0	2	1	7	-	0	1	-	-						
R.I.	-	0	1	-	-	-	0	6	-	5	-	0	0	-	-						
Vt.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	1	1	8	5	25	1	4	17	7	25	-	0	2	1	3						
N.J.	-	0	6	-	20	-	1	7	-	18	-	0	1	-	-						
N.Y. (Upstate)	1	0	7	3	4	1	3	14	6	7	-	0	2	1	2						
N.Y. City	-	0	2	2	-	-	0	3	1	-	-	0	0	-	-						
Pa.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	1						
E.N. CENTRAL	-	0	4	3	13	-	4	45	2	90	-	0	6	3	9						
Ill.	-	0	2	2	7	-	0	2	-	-	-	0	2	1	-						
Ind.	-	0	0	-	-	-	0	0	-	-	-	0	3	1	5						
Mich.	-	0	1	-	-	-	0	0	-	-	-	0	1	1	-						
Ohio	-	0	3	1	-	-	0	1	1	-	-	0	0	-	-						
Wis.	-	0	2	-	6	-	4	45	1	90	-	0	3	-	4						
W.N. CENTRAL	-	1	13	16	24	-	4	77	5	106	2	0	11	3	-						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	2	1	-	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	12	-	-	-	4	75	1	106	-	0	11	-	-						
Mo.	-	0	13	15	24	-	0	2	4	-	2	0	3	3	-						
Nebr.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
N. Dak.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	4	3	18	27	51	1	1	7	9	8	-	0	1	-	-						
Del.	-	0	3	5	7	-	0	1	-	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	-	0	2	4	2	-	0	1	1	-	-	0	0	-	-						
Ga.	3	0	2	4	9	1	0	1	3	-	-	0	1	-	-						
Md.	-	0	3	2	4	-	0	2	-	4	-	0	1	-	-						
N.C.	-	0	13	6	19	-	0	4	5	1	-	0	0	-	-						
S.C.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Va.	1	1	8	6	10	-	0	2	-	2	-	0	1	-	-						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	-	0	11	5	14	-	0	2	4	1	-	0	2	1	5						
Ala.	-	0	3	-	3	-	0	2	2	-	N	0	0	N	N						
Ky.	-	0	2	2	1	-	0	0	-	-	-	0	1	-	-						
Miss.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	1						
Tenn.	-	0	7	3	9	-	0	2	2	1	-	0	1	1	4						
W.S. CENTRAL	-	0	88	-	7	-	0	9	-	-	-	0	1	-	-						
Ark.	-	0	5	-	-	-	0	2	-	-	-	0	0	-	-						
La.	-	0	0	-	1	-	0	0	-	-	-	0	0	-	-						
Okla.	-	0	83	-	5	-	0	7	-	-	-	0	0	-	-						
Tex.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	-	0	1	2	-						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	2	-						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	1	-	1	-	0	0	-	-	-	0	1	1	2						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	1	-	1	-	0	0	-	-	-	0	1	1	2						
