
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 20, 2010 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	26	56	163	211	235	44	362	1,984	616	1,047	22	21	48	134	138						
NEW ENGLAND	-	3	18	6	10	2	70	492	21	175	-	1	4	-	7						
Conn.	-	1	5	3	4	-	0	0	-	-	-	0	3	-	-						
Maine	-	0	3	-	-	2	11	76	16	10	-	0	1	-	-						
Mass.	-	1	9	-	5	-	29	327	-	101	-	0	3	-	6						
N.H.	-	0	2	1	-	-	19	93	-	48	-	0	1	-	-						
R.I.	-	0	4	1	-	-	1	28	-	-	-	0	1	-	-						
Vt.	-	0	1	1	1	-	5	42	5	16	-	0	1	-	1						
MID. ATLANTIC	-	16	69	43	59	26	190	1,098	318	461	2	6	13	38	25						
N.J.	-	2	13	-	8	-	37	378	17	180	-	0	1	-	-						
N.Y. (Upstate)	-	5	29	19	19	20	53	310	83	77	1	1	4	11	7						
N.Y. City	-	3	20	7	2	-	2	25	-	8	1	4	11	21	13						
Pa.	-	6	25	17	30	6	99	639	218	196	-	1	4	6	5						
E.N. CENTRAL	4	10	38	38	51	-	23	223	43	58	-	3	11	8	19						
Ill.	-	1	10	1	1	-	1	11	-	1	-	1	5	4	6						
Ind.	-	1	4	2	6	-	1	7	4	2	-	0	4	1	5						
Mich.	-	2	11	7	10	-	1	10	2	-	-	0	3	2	2						
Ohio	4	4	17	26	28	-	1	5	2	2	-	0	6	1	6						
Wis.	-	1	5	2	6	-	20	205	35	53	-	0	1	-	-						
W.N. CENTRAL	-	2	10	4	4	1	5	125	1	13	-	1	8	8	5						
Iowa	-	0	2	-	2	-	1	14	-	4	-	0	1	1	2						
Kans.	-	0	1	-	2	-	0	2	-	4	-	0	1	2	1						
Minn.	-	0	9	1	-	-	0	125	-	4	-	0	8	-	1						
Mo.	-	1	5	1	-	-	0	1	-	-	-	0	2	2	1						
Nebr.	-	0	2	2	-	1	0	3	1	-	-	0	2	3	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	-	-						
S. ATLANTIC	8	11	22	47	55	9	62	238	199	316	6	6	16	43	54						
Del.	-	0	5	3	-	-	13	65	56	59	1	0	1	1	1						
D.C.	-	0	2	-	1	-	0	5	-	2	1	0	2	1	2						
Fla.	4	4	10	22	19	2	2	11	11	6	3	2	7	22	14						
Ga.	-	1	4	4	13	-	1	5	1	11	-	1	5	2	7						
Md.	1	3	12	9	9	5	25	127	90	195	-	1	13	8	17						
N.C.	-	0	5	-	12	-	0	14	-	6	-	0	3	-	8						
S.C.	1	0	2	1	-	-	0	3	1	2	-	0	1	-	1						
Va.	2	1	5	7	1	2	10	65	38	31	1	1	5	9	4						
W. Va.	-	0	2	1	-	-	0	33	2	4	-	0	1	-	-						
E.S. CENTRAL	-	2	12	11	15	-	1	4	6	3	-	0	3	3	6						
Ala.	-	0	2	-	2	-	0	1	-	-	-	0	3	1	1						
Ky.	-	1	3	5	5	-	0	1	1	-	-	0	3	2	-						
Miss.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Tenn.	-	1	9	6	8	-	1	4	5	3	-	0	2	-	5						
W.S. CENTRAL	-	2	7	5	4	-	3	13	-	2	12	1	10	14	4						
Ark.	-	0	1	-	-	-	0	0	-	-	-	0	1	1	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Okla.	-	0	2	-	-	-	0	0	-	-	-	0	1	1	-						
Tex.	-	1	6	5	3	-	3	13	-	2	12	1	9	12	3						
MOUNTAIN	1	3	8	12	17	-	1	4	3	2	-	0	6	4	3						
Ariz.	1	1	4	7	6	-	0	1	-	-	-	0	2	1	-						
Colo.	-	0	4	2	1	-	0	1	1	-	-	0	3	-	1						
Idaho	-	0	2	-	1	-	0	3	1	1	-	0	1	-	-						
Mont.	-	0	1	1	2	-	0	1	-	-	-	0	3	-	-						
Nev.	-	0	1	2	3	-	0	1	-	-	-	0	1	1	-						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Utah	-	0	4	-	4	-	0	1	1	1	-	0	1	2	2						
Wyo.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	13	3	19	45	20	6	3	10	25	17	2	2	17	16	15						
Alaska	-	0	1	-	-	-	0	1	-	2	-	0	1	-	-						
Calif.	13	3	19	45	15	5	2	9	18	13	2	2	12	12	12						
Hawaii	-	0	0	-	1	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	2	-	2	1	1	4	7	2	-	0	2	-	2						
Wash.	-	0	4	-	2	-	0	3	-	-	-	0	4	4	1						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	N	0	0	N	N	-	0	1	1	1						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


