
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending November 14, 2009 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2009
Lyme disease cummulative for 2008
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2009
Malaria cummulative for 2008
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2009
Meningococcal diseases, invasive †, all serogroups cummulative for 2008

tab delimited data:
test
UNITED STATES	230	441	1,863	26,350	29,964	2	22	44	1,003	1,073	17	16	48	753	1,015						
NEW ENGLAND	18	63	419	5,054	10,840	-	1	5	38	51	1	0	4	27	31						
Conn.	-	0	50	-	3,677	-	0	4	5	10	1	0	1	3	1						
Maine	17	9	76	805	782	-	0	1	2	1	-	0	1	4	6						
Mass.	-	22	282	2,789	4,381	-	0	3	22	30	-	0	3	12	19						
N.H.	-	10	84	930	1,516	-	0	1	3	4	-	0	1	3	4						
R.I.	-	0	78	188	121	-	0	1	4	2	-	0	1	4	1						
Vt.	1	5	38	342	363	-	0	1	2	4	-	0	1	1	-						
MID. ATLANTIC	168	248	1,401	15,345	11,888	1	5	13	254	292	2	2	6	82	111						
N.J.	-	37	373	3,961	3,285	-	0	1	1	63	-	0	2	8	14						
N.Y. (Upstate)	87	73	1,368	3,774	4,308	-	1	10	43	28	1	0	2	19	28						
N.Y. City	-	2	23	194	746	-	3	11	163	163	-	0	2	15	24						
Pa.	81	56	630	7,416	3,549	1	1	4	47	38	1	1	4	40	45						
E.N. CENTRAL	1	16	208	2,058	2,229	-	3	10	132	139	2	3	9	125	181						
Ill.	-	1	11	116	105	-	1	4	52	71	-	1	6	30	70						
Ind.	-	1	6	57	40	-	0	3	15	5	-	0	3	30	23						
Mich.	1	1	10	104	81	-	0	3	25	16	-	0	5	18	32						
Ohio	-	0	5	49	45	-	1	6	33	28	2	1	3	37	36						
Wis.	-	14	190	1,732	1,958	-	0	1	7	19	-	0	2	10	20						
W.N. CENTRAL	5	4	336	225	867	-	1	8	58	65	-	1	9	60	89						
Iowa	-	1	14	88	105	-	0	1	10	11	-	0	1	8	18						
Kans.	-	0	2	14	15	-	0	1	4	9	-	0	2	8	6						
Minn.	4	0	326	94	727	-	0	8	24	24	-	0	4	11	22						
Mo.	-	0	2	10	6	-	0	2	12	13	-	0	3	22	25						
Nebr.	1	0	3	18	11	-	0	1	7	8	-	0	1	8	12						
N. Dak.	-	0	10	-	-	-	0	0	-	-	-	0	3	1	3						
S. Dak.	-	0	1	1	3	-	0	1	1	-	-	0	1	2	3						
S. ATLANTIC	32	61	230	3,360	3,826	-	6	17	291	258	4	2	9	137	141						
Del.	1	12	64	886	707	-	0	1	5	2	-	0	1	4	2						
D.C.	-	0	5	19	67	-	0	2	6	4	-	0	0	-	-						
Fla.	3	1	12	105	74	-	2	7	82	49	3	1	4	48	48						
Ga.	1	0	6	47	34	-	1	5	63	51	1	0	2	29	16						
Md.	25	25	120	1,569	1,995	-	1	5	58	74	-	0	1	9	16						
N.C.	-	0	14	58	35	-	0	5	21	26	-	0	5	19	12						
S.C.	-	0	3	30	25	-	0	1	4	9	-	0	1	11	20						
Va.	2	11	61	492	763	-	1	5	50	41	-	0	2	12	22						
W. Va.	-	0	33	154	126	-	0	1	2	2	-	0	2	5	5						
E.S. CENTRAL	-	0	2	28	43	-	0	3	27	19	3	0	3	29	50						
Ala.	-	0	1	2	9	-	0	3	8	4	1	0	1	8	10						
Ky.	-	0	1	1	5	-	0	2	9	5	-	0	1	4	8						
Miss.	-	0	0	-	1	-	0	1	1	1	-	0	1	3	11						
Tenn.	-	0	2	25	28	-	0	3	9	9	2	0	1	14	21						
W.S. CENTRAL	-	1	21	40	110	-	1	10	41	74	3	1	12	75	106						
Ark.	-	0	0	-	-	-	0	1	4	1	1	0	2	9	13						
La.	-	0	0	-	3	-	0	1	3	3	-	0	3	11	23						
Okla.	-	0	2	-	-	-	0	2	1	2	-	0	3	12	14						
Tex.	-	1	21	40	107	-	0	9	33	68	2	1	9	43	56						
MOUNTAIN	1	1	13	50	48	-	0	5	26	32	1	1	4	56	55						
Ariz.	-	0	2	6	8	-	0	2	8	14	-	0	2	13	9						
Colo.	-	0	1	6	3	-	0	3	8	4	-	0	2	18	12						
Idaho	1	0	2	12	9	-	0	1	1	3	-	0	1	7	5						
Mont.	-	0	13	3	4	-	0	3	5	-	-	0	2	4	4						
Nev.	-	0	2	12	11	-	0	1	-	4	-	0	2	4	7						
N. Mex.	-	0	1	5	8	-	0	0	-	3	-	0	1	3	8						
Utah	-	0	1	4	3	-	0	2	4	4	-	0	1	2	8						
Wyo.	-	0	1	2	2	-	0	0	-	-	1	0	2	5	2						
PACIFIC	5	3	13	190	113	1	3	9	136	143	1	3	14	162	251						
Alaska	-	0	1	2	6	-	0	1	2	6	-	0	2	6	8						
Calif.	2	2	10	143	64	1	2	6	101	105	1	2	8	104	181						
Hawaii	N	0	0	N	N	-	0	1	1	3	-	0	1	4	5						
Oreg.	-	0	4	32	33	-	0	2	11	4	-	0	6	35	33						
Wash.	3	0	12	13	10	-	0	3	21	25	-	0	6	13	24						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	3	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	1	3	2	-	0	0	-	3						
V.I.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


