
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 5, 2009 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2009
Hepatitis (Viral Acute), Type A† cummulative for 2008
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2009
Hepatitis (Viral Acute), Type B† cummulative for 2008
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2009
Legionellosis cummulative for 2008

tab delimited data:
test
UNITED STATES	22	36	89	1,215	1,801	31	65	197	2,067	2,539	48	51	117	1,823	1,941						
NEW ENGLAND	2	2	8	54	90	-	1	4	24	56	3	2	18	85	136						
Conn.	2	0	4	16	18	-	0	3	10	22	3	1	5	40	26						
Maine	-	0	5	1	5	-	0	2	8	10	-	0	2	4	6						
Mass.	-	1	3	29	46	-	0	2	3	14	-	1	5	25	58						
N.H.	-	0	1	3	9	-	0	2	3	4	-	0	2	8	24						
R.I.	-	0	2	3	10	-	0	0	-	4	-	0	14	4	17						
Vt.	-	0	1	2	2	-	0	1	-	2	-	0	1	4	5						
MID. ATLANTIC	3	5	13	151	209	1	7	17	218	306	17	15	61	716	626						
N.J.	-	1	5	23	51	-	1	6	54	89	1	3	14	119	75						
N.Y. (Upstate)	3	1	4	36	41	-	1	11	38	42	11	5	29	234	188						
N.Y. City	-	2	6	50	72	-	1	4	41	69	-	2	20	123	85						
Pa.	-	1	4	42	45	1	3	8	85	106	5	6	25	240	278						
E.N. CENTRAL	2	5	17	172	247	1	8	21	258	344	10	9	29	323	432						
Ill.	-	1	12	77	91	-	1	7	35	131	-	1	13	26	55						
Ind.	-	0	3	12	13	-	1	18	45	23	-	1	5	25	37						
Mich.	-	1	5	46	89	-	3	8	89	95	3	2	10	77	123						
Ohio	2	1	4	30	29	1	1	13	66	81	7	4	17	190	196						
Wis.	-	0	3	7	25	-	0	4	23	14	-	0	6	5	21						
W.N. CENTRAL	-	2	16	85	200	-	3	16	109	56	-	2	7	64	90						
Iowa	-	1	3	24	95	-	0	3	20	14	-	0	2	15	12						
Kans.	-	0	1	7	12	-	0	2	5	6	-	0	1	3	1						
Minn.	-	0	12	14	26	-	0	11	20	7	-	0	3	8	9						
Mo.	-	0	3	19	25	-	1	5	52	23	-	1	5	28	50						
Nebr.	-	0	3	19	39	-	0	2	11	5	-	0	2	8	16						
N. Dak.	-	0	2	-	-	-	0	1	-	1	-	0	3	1	-						
S. Dak.	-	0	1	2	3	-	0	1	1	-	-	0	1	1	2						
S. ATLANTIC	5	7	14	272	262	6	18	32	605	614	12	9	22	312	308						
Del.	-	0	1	3	6	U	0	1	U	U	-	0	5	11	9						
D.C.	U	0	0	U	U	U	0	0	U	U	-	0	2	4	11						
Fla.	3	4	8	127	99	5	6	11	203	214	7	3	7	110	93						
Ga.	-	1	4	43	35	1	3	9	97	118	-	1	5	33	25						
Md.	-	0	4	27	33	-	1	5	48	55	5	2	10	74	90						
N.C.	-	0	4	25	47	-	2	19	130	51	-	0	7	39	14						
S.C.	2	0	3	27	8	-	1	4	29	49	-	0	1	5	8						
Va.	-	0	6	19	29	-	1	10	52	75	-	1	5	32	37						
W. Va.	-	0	1	1	5	-	0	19	46	52	-	0	3	4	21						
E.S. CENTRAL	3	1	5	30	57	5	7	11	206	261	3	2	11	81	87						
Ala.	-	0	2	7	8	2	2	7	62	73	-	0	1	7	13						
Ky.	1	0	2	7	21	1	2	7	53	63	1	1	3	36	41						
Miss.	1	0	1	8	4	-	1	2	18	32	-	0	1	2	1						
Tenn.	1	0	2	8	24	2	2	6	73	93	2	1	8	36	32						
W.S. CENTRAL	-	3	43	103	172	4	10	99	325	505	-	1	21	44	57						
Ark.	-	0	1	4	6	1	1	5	36	39	-	0	2	3	9						
La.	-	0	2	3	8	-	1	4	33	63	-	0	2	4	8						
Okla.	-	0	6	3	7	3	2	17	69	74	-	0	6	3	3						
Tex.	-	3	37	93	151	-	6	76	187	329	-	1	19	34	37						
MOUNTAIN	-	3	7	109	162	1	3	7	88	139	1	2	8	73	56						
Ariz.	-	2	6	52	83	-	1	4	33	55	1	0	4	34	14						
Colo.	-	1	5	34	28	-	0	2	15	24	-	0	2	7	6						
Idaho	-	0	1	3	16	-	0	2	6	6	-	0	1	1	3						
Mont.	-	0	1	5	1	-	0	0	-	2	-	0	2	4	4						
Nev.	-	0	3	6	7	1	0	3	21	30	-	0	2	9	8						
N. Mex.	-	0	1	5	15	-	0	2	5	8	-	0	2	2	5						
Utah	-	0	2	4	9	-	0	3	5	9	-	0	4	15	16						
Wyo.	-	0	0	-	3	-	0	2	3	5	-	0	1	1	-						
PACIFIC	7	7	17	239	402	13	6	36	234	258	2	4	12	125	149						
Alaska	-	0	1	3	3	-	0	1	2	9	-	0	1	1	1						
Calif.	7	5	17	188	325	10	5	28	171	176	2	3	9	100	115						
Hawaii	-	0	1	5	14	-	0	1	4	6	-	0	1	1	5						
Oreg.	-	0	2	12	22	-	0	4	26	32	-	0	2	8	13						
Wash.	-	1	4	31	38	3	1	8	31	35	-	0	4	15	15						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	17	19	-	0	3	12	40	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


