
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending September 1, 2007 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	633	837	2,338	25,473	27,159	88	77	336	2,462	2,440	249	331	1,287	9,755	8,070						
NEW ENGLAND	6	34	294	1,364	1,630	-	3	51	161	219	-	4	27	140	212						
Conn.	-	0	279	279	503	-	0	46	46	75	-	0	24	24	67						
Maine	5	2	14	86	90	-	0	4	21	29	-	0	5	13	3						
Mass.	-	22	60	775	805	-	1	10	74	76	-	3	8	91	127						
N.H.	-	3	15	113	137	-	0	3	8	21	-	0	2	5	4						
R.I.	-	2	20	58	58	-	0	2	5	4	-	0	3	5	8						
Vt.	1	2	6	53	37	-	0	3	7	14	-	0	2	2	3						
MID. ATLANTIC	54	100	186	3,240	3,455	10	8	63	246	298	5	11	47	416	661						
N.J.	-	12	41	281	765	-	1	20	14	90	-	1	4	33	255						
N.Y. (Upstate)	49	29	112	937	755	10	3	15	121	99	5	3	42	94	167						
N.Y. City	5	24	43	853	841	-	0	4	22	34	-	5	12	159	175						
Pa.	-	33	67	1,169	1,094	-	3	47	89	75	-	2	21	130	64						
E.N. CENTRAL	73	103	180	3,524	3,802	11	9	63	303	409	42	32	111	1,323	889						
Ill.	-	30	120	1,065	1,102	-	1	8	29	71	-	11	32	292	412						
Ind.	29	15	55	484	555	5	1	9	52	50	8	2	17	74	88						
Mich.	4	18	30	572	697	2	1	6	51	63	-	1	6	41	118						
Ohio	40	26	65	903	821	4	2	18	92	93	34	6	104	766	107						
Wis.	-	16	49	500	627	-	2	41	79	132	-	3	13	150	164						
W.N. CENTRAL	31	48	102	1,693	1,733	9	12	45	422	426	11	40	156	1,280	1,097						
Iowa	2	9	26	306	299	-	2	38	94	94	1	2	14	56	64						
