
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2005 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	35	55	2	9	9	2	482	750	11,180	17,606											
NEW ENGLAND	1	1	-	2	-	-	31	58	369	433											
Maine	-	-	-	-	-	-	4	8	4	16											
N.H.	-	-	-	-	-	-	-	2	6	5											
Vt.	-	-	-	-	-	-	4	3	3	1											
Mass.	1	-	-	2	-	-	23	45	164	198											
R.I.	-	-	-	-	-	-	-	-	26	60											
Conn.	-	1	-	-	-	-	-	-	166	153											
MID. ATLANTIC	3	8	-	-	-	-	85	157	1,314	1,686											
Upstate N.Y.	1	1	-	-	-	-	20	17	204	149											
N.Y. City	-	3	-	-	-	-	19	67	407	639											
N.J.	-	-	-	-	-	-	15	22	196	364											
Pa.	2	4	-	-	-	-	31	51	507	534											
E.N. CENTRAL	8	15	-	4	3	1	39	138	1,343	3,207											
Ohio	6	7	-	-	2	1	28	54	26	1,199											
Ind.	-	-	-	-	-	-	N	-	500	332											
Ill.	-	2	-	-	-	-	-	37	596	918											
Mich.	2	5	-	-	1	-	10	33	97	525											
Wis.	-	1	-	4	-	-	1	14	124	233											
W.N. CENTRAL	4	7	-	2	-	-	39	53	279	1,144											
Minn.	-	3	-	-	-	-	-	8	-	301											
Iowa	2	-	-	-	-	-	15	11	-	67											
Mo.	1	3	-	2	-	-	8	20	138	492											
N. Dak.	-	-	-	-	-	-	-	-	1	5											
S. Dak.	1	-	-	-	-	-	1	2	20	14											
Nebr.	-	-	-	-	-	-	8	3	-	95											
Kans.	-	1	-	-	-	-	7	9	120	170											
S. ATLANTIC	8	4	-	-	6	1	105	116	3,498	4,297											
Del.	-	-	N	N	N	N	-	-	51	58											
Md.	3	1	-	-	-	-	8	4	341	470											
D.C.	-	-	-	-	-	-	-	1	107	137											
Va.	-	-	-	-	1	-	15	6	561	574											
W. Va.	-	-	-	-	-	-	-	-	47	48											
N.C.	-	-	-	-	4	1	N	N	863	1,082											
S.C.	-	-	-	-	-	-	3	-	427	292											
Ga.	2	1	-	-	-	-	41	51	228	862											
Fla.	3	2	-	-	1	-	38	54	873	774											
E.S. CENTRAL	1	-	-	-	-	-	7	19	805	1,477											
Ky.	-	-	-	-	-	-	N	N	223	143											
Tenn.	1	-	-	-	-	-	2	6	317	547											
Ala.	-	-	-	-	-	-	5	13	53	458											
Miss.	-	-	-	-	-	-	-	-	212	329											
W.S. CENTRAL	1	3	-	-	-	-	5	13	1,921	2,718											
Ark.	1	-	-	-	-	-	3	5	259	190											
La.	-	-	-	-	-	-	-	5	350	972											
Okla.	-	-	-	-	-	-	2	3	140	252											
Tex.	-	3	-	-	-	-	N	N	1,172	1,304											
MOUNTAIN	1	6	2	-	-	-	52	72	551	792											
Mont.	-	1	-	-	-	-	4	1	1	-											
Idaho	1	1	-	-	-	-	10	15	5	3											
Wyo.	-	-	1	-	-	-	1	-	1	3											
Colo.	-	1	1	-	-	-	22	38	162	212											
N. Mex.	-	-	-	-	-	-	1	2	12	50											
Ariz.	-	-	N	N	N	N	6	-	251	338											
Utah	-	1	-	-	-	-	6	13	23	21											
Nev.	-	2	-	-	-	-	2	3	96	165											
PACIFIC	8	11	-	1	-	-	119	124	1,100	1,852											
Wash.	2	-	-	-	-	-	4	2	161	160											
Oreg.	-	2	-	1	-	-	6	26	60	48											
Calif.	4	6	-	-	-	-	100	92	845	1,539											
Alaska	1	-	-	-	-	-	3	2	24	18											
Hawaii	1	3	-	-	-	-	6	2	10	87											
Guam	N	N	-	-	-	-	-	-	-	14											
P.R.	-	-	-	-	-	-	-	-	17	6											
V.I.	-	-	-	-	-	-	-	-	-	11											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


