
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 29, 2001 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2001
H. influenzae, Invasive cummulative for 2000
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2000
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2001
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2001
Measles (Rubeola), Total cummulative for 2001
Measles (Rubeola), Total cummulative for 2000

tab delimited data:
test
UNITED STATES	992	949	7,142	9,787	4,873	5,218	-	48	-	42	90	71									
NEW ENGLAND	65	75	439	298	76	89	-	4	-	1	5	6									
Maine	1	1	10	15	5	5	-	-	-	-	-	-									
N.H.	4	12	12	18	12	15	-	-	-	-	-	3									
Vt.	3	7	10	8	4	6	-	1	-	-	1	3									
Mass.	35	36	175	115	2	13	-	2	-	1	3	-									
R.I.	3	4	38	21	22	15	-	-	-	-	-	-									
Conn.	19	15	194	121	31	35	-	1	-	-	1	-									
MID. ATLANTIC	148	179	720	1,117	799	890	-	4	-	11	15	21									
Upstate N.Y.	58	75	188	172	104	93	-	1	-	4	5	10									
N.Y. City	36	49	209	380	322	438	-	2	-	1	3	10									
N.J.	38	32	159	219	168	140	-	-	-	1	1	-									
Pa.	16	23	164	346	205	219	-	1	-	5	6	1									
E.N. CENTRAL	132	147	775	1,273	675	547	-	-	-	10	10	7									
Ohio	53	44	181	215	86	88	-	-	-	3	3	2									
Ind.	40	26	75	74	37	40	-	-	-	4	4	-									
Ill.	10	48	218	553	118	90	-	-	-	3	3	3									
Mich.	7	9	254	362	434	297	-	-	-	-	-	2									
Wis.	22	20	47	69	-	32	-	-	-	-	-	-									
W.N. CENTRAL	51	57	322	571	152	224	-	4	-	-	4	1									
Minn.	30	29	33	161	17	30	-	2	-	-	2	1									
Iowa	-	-	29	59	19	27	-	-	-	-	-	-									
Mo.	13	18	88	233	83	111	-	2	-	-	2	-									
N. Dak.	6	2	2	3	-	2	-	-	-	-	-	-									
S. Dak.	-	1	2	1	1	1	-	-	-	-	-	-									
Nebr.	1	3	29	26	17	32	-	-	-	-	-	-									
Kans.	1	4	139	88	15	21	-	-	-	-	-	-									
S. ATLANTIC	291	213	1,778	1,054	1,041	908	-	4	-	1	5	3									
Del.	-	-	-	12	-	12	-	-	-	-	-	-									
Md.	69	63	206	160	110	101	-	2	-	1	3	-									
D.C.	-	-	43	20	11	27	-	-	-	-	-	-									
Va.	21	33	104	118	126	124	-	1	-	-	1	2									
W. Va.	14	6	11	52	20	10	-	-	-	-	-	-									
N.C.	41	20	157	116	161	182	-	-	-	-	-	-									
S.C.	5	7	63	52	26	13	-	-	-	-	-	-									
Ga.	68	54	672	198	244	155	-	1	-	-	1	-									
Fla.	73	30	522	326	343	284	-	-	-	-	-	1									
E.S. CENTRAL	62	39	303	330	338	357	-	2	-	-	2	-									
Ky.	2	12	107	42	40	62	-	2	-	-	2	-									
Tenn.	32	16	112	115	178	167	-	-	-	-	-	-									
Ala.	26	9	68	43	66	44	-	-	-	-	-	-									
Miss.	2	2	16	130	54	84	-	-	-	-	-	-									
W.S. CENTRAL	36	59	647	1,869	491	843	-	1	-	-	1	-									
Ark.	-	2	59	118	75	78	-	-	-	-	-	-									
La.	3	16	55	66	32	115	-	-	-	-	-	-									
Okla.	33	39	100	205	70	117	-	-	-	-	-	-									
Tex.	-	2	433	1,480	314	533	-	1	-	-	1	-									
MOUNTAIN	118	91	602	697	404	395	-	1	-	1	2	12									
Mont.	-	1	10	5	3	6	-	-	-	-	-	-									
Idaho	1	3	51	21	10	6	-	-	-	1	1	-									
Wyo.	-	1	7	4	2	2	-	-	-	-	-	-									
Colo.	31	22	73	163	86	67	-	-	-	-	-	2									
N. Mex.	18	19	30	60	122	111	-	-	-	-	-	-									
Ariz.	52	35	322	352	123	146	-	1	-	-	1	-									
Utah	6	7	60	41	22	19	-	-	-	-	-	3									
Nev.	10	3	49	51	36	38	-	-	-	-	-	7									
PACIFIC	89	89	1,556	2,578	897	965	-	28	-	18	46	21									
Wash.	2	5	105	219	109	77	-	13	-	2	15	3									
Oreg.	17	26	64	146	75	84	-	3	-	-	3	-									
Calif.	42	30	1,372	2,189	689	784	-	10	-	11	21	14									
Alaska	6	6	14	11	9	9	-	-	-	-	-	1									
Hawaii	22	22	1	13	15	11	-	2	-	5	7	3									
Guam	-	1	-	1	-	9	-	-	-	-	-	-									
P.R.	1	3	91	210	136	211	-	-	-	-	-	2									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	U	-	U	28	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


