
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	505	776	2,813	30,084	39,809	-	1	134	1,102	1,490	1	2	291	2,234	2,767						
NEW ENGLAND	15	15	124	629	3,768	-	0	2	7	9	-	0	2	5	3						
Conn.	-	0	76	2	1,441	-	0	2	4	7	-	0	1	1	2						
Maine	-	0	7	-	214	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	1,141	-	0	2	3	2	-	0	2	3	1						
N.H.	8	7	14	299	362	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	-						
Vt.	7	5	66	328	610	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	2	91	195	3,349	4,476	-	0	3	18	26	-	0	1	6	12						
N.J.	N	0	0	N	N	-	0	1	1	2	-	0	0	-	3						
N.Y. (Upstate)	N	0	0	N	N	-	0	0	-	8	-	0	0	-	4						
N.Y. City	-	0	0	-	-	-	0	3	12	8	-	0	1	2	4						
Pa.	2	91	195	3,349	4,476	-	0	1	5	8	-	0	1	4	1						
E.N. CENTRAL	121	209	568	8,476	12,973	-	0	18	104	244	-	0	11	59	174						
Ill.	-	3	11	147	128	-	0	13	60	127	-	0	8	36	88						
Ind.	N	0	0	N	N	-	0	4	13	27	-	0	2	10	53						
Mich.	44	84	258	3,473	4,230	-	0	5	13	43	-	0	0	-	12						
Ohio	77	83	449	4,018	7,698	-	0	4	13	36	-	0	3	8	11						
Wis.	-	17	80	838	917	-	0	2	5	11	-	0	1	5	10						
W.N. CENTRAL	21	31	136	1,440	1,613	-	0	40	240	224	-	0	116	708	484						
Iowa	N	0	0	N	N	-	0	4	11	22	-	0	3	15	15						
Kans.	-	8	52	491	296	-	0	3	13	17	-	0	7	26	13						
Minn.	-	0	0	-	-	-	0	9	45	31	-	0	12	54	34						
Mo.	21	14	78	801	1,186	-	0	9	56	51	-	0	2	12	11						
Nebr.	N	0	0	N	N	-	0	5	18	45	-	0	15	126	219						
N. Dak.	-	0	60	84	45	-	0	11	49	20	-	0	48	316	117						
S. Dak.	-	1	15	64	86	-	0	9	48	38	-	0	32	159	75						
S. ATLANTIC	40	97	239	4,333	4,022	-	0	12	40	18	-	0	6	34	14						
Del.	-	1	4	38	63	-	0	1	1	-	-	0	0	-	-						
D.C.	-	0	8	14	45	-	0	0	-	-	-	0	0	-	2						
Fla.	26	23	76	1,125	N	-	0	1	3	3	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	8	23	2	-	0	4	25	6						
Md.	N	0	0	N	N	-	0	2	6	10	-	0	2	4	1						
N.C.	-	0	0	-	-	-	0	1	3	1	-	0	1	2	-						
S.C.	4	22	72	949	1,044	-	0	2	2	1	-	0	1	2	-						
Va.	-	20	190	1,200	1,511	-	0	1	2	-	-	0	1	1	5						
W. Va.	10	22	50	1,007	1,359	-	0	0	-	1	-	0	0	-	-						
E.S. CENTRAL	27	9	571	527	28	-	0	11	66	118	-	0	14	92	99						
Ala.	27	9	571	524	26	-	0	2	16	8	-	0	1	6	-						
Ky.	N	0	0	N	N	-	0	1	4	5	-	0	0	-	1						
Miss.	-	0	2	3	2	-	0	7	42	89	-	0	12	83	92						
Tenn.	N	0	0	N	N	-	0	1	4	16	-	0	1	3	6						
W.S. CENTRAL	194	156	1,640	8,914	10,393	-	0	28	207	371	-	0	13	90	234						
Ark.	8	11	105	605	867	-	0	5	13	24	-	0	2	7	5						
La.	-	1	11	99	194	-	0	5	25	90	-	0	3	11	87						
Okla.	-	0	0	-	N	-	0	11	52	27	-	0	7	42	21						
Tex.	186	149	1,534	8,210	9,332	-	0	16	117	230	-	0	5	30	121						
MOUNTAIN	85	53	131	2,381	2,536	-	0	36	261	392	-	1	139	998	1,485						
Ariz.	-	0	0	-	-	-	0	7	39	67	-	0	12	46	80						
Colo.	41	21	62	971	1,341	-	0	17	96	66	-	0	65	459	279						
Idaho	N	0	0	N	N	-	0	2	8	139	-	0	19	101	857						
Mont.	13	6	40	366	N	-	0	10	37	12	-	0	30	162	22						
Nev.	-	0	1	1	10	-	0	1	1	34	-	0	3	10	90						
N. Mex.	4	5	37	325	349	-	0	8	38	3	-	0	6	22	5						
Utah	27	12	73	684	775	-	0	8	27	56	-	0	7	33	102						
Wyo.	-	0	9	34	61	-	0	4	15	15	-	0	33	165	50						
PACIFIC	-	0	9	35	-	-	0	18	159	88	1	0	23	242	262						
Alaska	-	0	9	35	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	17	152	81	1	0	21	223	197						
Hawaii	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	3	7	7	-	0	4	19	62						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	3						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	4	30	168	243	-	0	0	-	-	-	0	0	-	-						
P.R.	-	10	30	467	541	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


