
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 24, 2003 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	15,551	14,844	316,462	326,815	1,291	1,633	691	841	-	-											
NEW ENGLAND	501	527	10,639	10,700	-	-	40	39	-	-											
Maine	23	8	771	569	N	N	4	1	-	-											
N.H.	12	15	561	649	-	-	3	9	-	-											
Vt.	6	6	388	301	-	-	7	8	-	-											
Mass.	227	311	4,307	4,275	-	-	17	12	-	-											
R.I.	39	40	1,296	1,041	-	-	7	5	-	-											
Conn.	194	147	3,316	3,865	N	N	2	4	-	-											
MID. ATLANTIC	3,357	3,159	33,363	35,391	-	-	85	123	-	-											
Upstate N.Y.	180	188	7,582	6,292	N	N	30	25	-	-											
N.Y. City	1,625	1,636	12,250	12,162	-	-	27	47	-	-											
N.J.	602	616	4,060	5,020	-	-	3	11	-	-											
Pa.	950	719	9,471	11,917	N	N	25	40	-	-											
E.N. CENTRAL	1,394	1,331	57,315	60,419	3	10	146	241	-	-											
Ohio	230	262	15,826	15,504	-	-	24	55	-	-											
Ind.	227	156	6,163	6,793	N	N	17	19	-	-											
Ill.	595	558	16,226	19,157	-	2	16	49	-	-											
Mich.	275	282	13,140	12,212	3	8	32	45	-	-											
Wis.	67	73	5,960	6,753	-	-	57	73	-	-											
W.N. CENTRAL	288	254	18,286	18,262	-	-	68	81	-	-											
Minn.	57	45	3,623	4,303	N	N	36	29	-	-											
Iowa	34	39	1,602	2,053	N	N	10	7	-	-											
Mo.	137	115	6,955	5,719	-	-	6	12	-	-											
N. Dak.	-	-	513	512	N	N	3	5	-	-											
S. Dak.	7	2	1,011	881	-	-	11	5	-	-											
Nebr.	22	21	1,711	1,851	-	-	2	17	-	-											
Kans.	31	32	2,871	2,943	N	N	-	6	-	-											
S. ATLANTIC	4,565	5,010	61,849	61,142	1	1	110	118	-	-											
Del.	81	95	1,255	1,117	N	N	1	1	-	-											
Md.	415	811	6,653	6,234	1	1	9	5	-	-											
D.C.	478	206	1,006	1,333	-	-	-	3	-	-											
Va.	427	340	7,195	6,677	-	-	12	1	-	-											
W. Va.	33	39	1,006	993	N	N	-	1	-	-											
N.C.	519	399	10,198	9,408	N	N	14	17	-	-											
S.C.	316	368	5,854	5,986	-	-	2	2	-	-											
Ga.	613	786	12,751	12,535	-	-	47	44	-	-											
Fla.	1,683	1,966	15,931	16,859	N	N	25	44	-	-											
E.S. CENTRAL	623	680	21,024	21,715	N	N	44	52	-	-											
Ky.	67	109	3,197	3,594	N	N	9	1	-	-											
Tenn.	270	270	7,467	6,841	N	N	11	27	-	-											
Ala.	143	142	5,593	6,744	-	-	21	20	-	-											
Miss.	143	159	4,767	4,536	N	N	3	4	-	-											
W.S. CENTRAL	1,661	1,801	39,553	43,883	-	-	32	27	-	-											
Ark.	48	122	2,885	2,851	-	-	1	4	-	-											
La.	195	431	6,103	7,634	N	N	1	7	-	-											
Okla.	75	95	3,976	4,193	N	N	4	3	-	-											
Tex.	1,343	1,153	26,589	29,205	-	-	26	13	-	-											
MOUNTAIN	586	487	18,463	20,228	926	1,099	36	47	-	-											
Mont.	8	6	410	696	N	N	7	4	-	-											
Idaho	10	9	1,037	961	N	N	6	15	-	-											
Wyo.	3	3	409	358	-	-	1	5	-	-											
Colo.	128	107	4,202	5,717	N	N	7	8	-	-											
N. Mex.	44	33	2,497	3,103	-	4	-	6	-	-											
Ariz.	272	179	5,972	5,930	907	1,074	3	5	-	-											
Utah	27	22	1,780	930	4	5	9	1	-	-											
Nev.	94	128	2,156	2,533	15	16	3	3	-	-											
PACIFIC	2,576	1,595	55,970	55,075	360	523	130	113	-	-											
Wash.	180	173	6,359	5,875	N	N	12	9	-	-											
Oreg.	108	152	3,103	2,737	-	-	16	15	-	-											
Calif.	2,246	1,237	44,457	43,286	360	523	102	88	-	-											
Alaska	9	2	1,466	1,469	-	-	-	-	-	-											
Hawaii	33	31	585	1,708	-	-	-	1	-	-											
Guam	2	1	-	-	-	-	-	-	-	-											
P.R.	437	426	483	1,245	N	N	N	N	-	-											
V.I.	13	50	-	78	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


