
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 29, 1997 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	291	300	5,941	6,607	1,756	2,110	-	8	-	4	12	67									
NEW ENGLAND	8	8	113	65	36	43	-	-	-	-	-	6									
Maine	2	-	10	8	3	2	-	-	-	-	-	-									
N.H.	1	6	8	3	2	2	-	-	-	-	-	-									
Vt.	-	-	4	1	1	2	-	-	-	-	-	1									
Mass.	4	2	49	29	24	10	-	-	-	-	-	4									
R.I.	1	-	9	2	4	2	-	-	-	-	-	-									
Conn.	-	-	33	22	2	25	U	-	U	-	-	1									
MID. ATLANTIC	30	42	379	470	272	348	-	1	-	1	2	3									
Upstate N.Y.	1	4	33	78	55	67	-	1	-	1	2	1									
N.Y. City	12	7	144	221	94	163	-	-	-	-	-	2									
N.J.	11	16	82	99	62	67	-	-	-	-	-	-									
Pa.	6	15	120	72	61	51	-	-	-	-	-	-									
E.N. CENTRAL	37	56	534	613	208	269	-	3	-	1	4	3									
Ohio	22	32	143	248	27	28	-	-	-	-	-	2									
Ind.	4	2	62	97	15	31	-	-	-	-	-	-									
Ill.	7	17	105	137	31	75	-	3	-	-	3	-									
Mich.	4	2	194	84	133	106	-	-	-	1	1	-									
Wis.	-	3	30	47	2	29	U	-	U	-	-	1									
W.N. CENTRAL	8	8	437	497	80	105	-	1	-	-	1	-									
Minn.	2	1	27	12	3	2	-	-	-	-	-	-									
Iowa	2	3	66	122	33	12	-	-	-	-	-	-									
Mo.	1	4	229	244	32	70	-	1	-	-	1	-									
N. Dak.	-	-	4	5	-	-	U	-	U	-	-	-									
S. Dak.	2	-	5	26	-	-	-	-	-	-	-	-									
Nebr.	-	-	36	51	3	7	-	-	-	-	-	-									
Kans.	1	-	70	37	9	14	-	-	-	-	-	-									
S. ATLANTIC	71	56	394	216	249	334	-	-	-	-	-	2									
Del.	-	1	8	5	1	1	-	-	-	-	-	1									
Md.	24	19	93	49	44	80	-	-	-	-	-	-									
D.C.	2	-	11	6	17	5	-	-	-	-	-	-									
Va.	2	3	39	37	16	38	-	-	-	-	-	-									
W. Va.	1	-	5	5	6	8	-	-	-	-	-	-									
N.C.	7	10	55	26	58	103	-	-	-	-	-	-									
S.C.	4	3	27	19	17	24	-	-	-	-	-	-									
Ga.	15	18	38	-	13	1	-	-	-	-	-	-									
Fla.	16	2	118	69	77	74	-	-	-	-	-	1									
E.S. CENTRAL	14	10	142	506	179	161	-	-	-	-	-	-									
Ky.	1	3	20	6	5	22	-	-	-	-	-	-									
Tenn.	10	2	69	375	104	125	-	-	-	-	-	-									
Ala.	3	4	30	72	17	14	U	-	U	-	-	-									
Miss.	-	1	23	53	53	U	U	-	U	-	-	-									
W.S. CENTRAL	12	9	1,033	1,041	120	162	-	-	-	-	-	1									
Ark.	1	-	64	134	16	23	-	-	-	-	-	-									
La.	-	-	52	16	23	12	-	-	-	-	-	-									
Okla.	8	9	442	490	6	14	-	-	-	-	-	-									
Tex.	3	-	475	401	75	113	-	-	-	-	-	1									
MOUNTAIN	33	20	1,085	985	236	256	-	-	-	-	-	4									
Mont.	-	-	32	18	1	2	-	-	-	-	-	-									
Idaho	-	1	46	101	9	26	-	-	-	-	-	-									
Wyo.	-	-	11	6	10	5	U	-	U	-	-	-									
Colo.	2	4	126	101	50	35	-	-	-	-	-	-									
N. Mex.	2	7	68	137	74	95	-	-	-	-	-	-									
Ariz.	12	5	467	300	44	44	-	-	-	-	-	-									
Utah	3	2	229	241	30	34	-	-	-	-	-	-									
Nev.	14	1	106	81	18	15	U	-	U	-	-	4									
PACIFIC	78	91	1,824	2,214	376	432	-	3	-	2	5	48									
Wash.	-	1	138	128	14	21	-	-	-	-	-	4									
Oreg.	13	11	107	334	36	34	-	-	-	-	-	-									
Calif.	62	77	1,529	1,712	315	374	-	-	-	2	2	1									
Alaska	1	-	11	19	7	1	-	-	-	-	-	42									
Hawaii	2	2	39	21	4	2	-	3	-	-	3	1									
Guam	-	-	-	2	-	-	U	-	U	-	-	-									
P.R.	-	-	100	20	233	42	-	-	-	-	-	1									
V.I.	-	-	-	-	-	-	U	-	U	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	4	10	1	1	14	5	U	1	U	-	1	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


