
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 21, 2009 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	89	277	1,697	12,168	9,238	18	64	140	3,296	3,847	4	25	179	1,294	2,163						
NEW ENGLAND	-	12	27	523	914	5	6	24	311	380	-	0	2	10	7						
Conn.	-	0	4	37	51	-	2	22	132	186	-	0	0	-	-						
Maine	-	1	10	74	37	1	1	4	49	52	-	0	2	5	1						
Mass.	-	7	19	307	703	-	0	0	-	-	-	0	1	4	2						
N.H.	-	1	7	66	36	-	0	7	28	46	-	0	0	-	1						
R.I.	-	0	7	29	75	2	1	6	47	31	-	0	0	-	3						
Vt.	-	0	1	10	12	2	1	4	55	65	-	0	1	1	-						
MID. ATLANTIC	11	22	64	1,001	1,034	4	11	23	543	851	-	1	29	64	119						
N.J.	-	3	12	151	192	-	0	0	-	-	-	0	2	-	79						
N.Y. (Upstate)	11	4	41	220	386	4	7	22	404	461	-	0	29	12	14						
N.Y. City	-	1	21	86	65	-	0	3	21	18	-	0	4	30	11						
Pa.	-	12	33	544	391	-	0	17	118	372	-	0	2	22	15						
E.N. CENTRAL	19	60	238	2,645	1,553	-	2	19	215	250	-	1	6	86	146						
Ill.	-	13	43	545	405	-	1	9	86	103	-	0	6	48	108						
Ind.	-	5	158	264	92	-	0	6	21	10	-	0	3	13	6						
Mich.	4	12	40	723	244	-	1	6	63	77	-	0	2	6	3						
Ohio	15	20	57	983	652	-	0	5	45	60	-	0	4	18	29						
Wis.	-	3	12	130	160	N	0	0	N	N	-	0	1	1	-						
