
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 16, 1998 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	16,097	20,911	178,704	165,380	325	166	105,745	100,620	1,581	1,043											
NEW ENGLAND	489	666	6,900	6,267	37	25	1,788	2,132	16	28											
Maine	10	25	326	331	1	-	14	17	-	-											
N.H.	14	8	328	283	6	5	31	52	-	3											
Vt.	10	16	144	138	-	-	10	18	-	1											
Mass.	211	279	3,135	2,580	17	15	759	813	16	22											
R.I.	40	55	868	761	3	1	119	188	-	2											
Conn.	204	283	2,099	2,174	10	4	855	1,044	-	-											
MID. ATLANTIC	4,607	6,654	22,629	20,422	28	9	12,409	12,598	148	112											
Upstate N.Y.	545	1,122	N	N	21	-	1,937	2,118	122	83											
N.Y. City	2,631	3,292	12,578	11,167	2	4	5,382	5,086	-	-											
N.J.	823	1,450	2,865	3,766	5	4	1,854	2,617	-	-											
Pa.	608	790	7,186	5,489	N	1	3,236	2,777	26	29											
E.N. CENTRAL	1,299	1,540	30,758	26,099	55	19	20,991	15,270	177	255											
Ohio	242	305	9,040	8,153	16	3	5,453	4,977	5	5											
Ind.	275	301	2,706	3,204	10	7	1,769	2,205	3	6											
Ill.	495	504	8,172	4,128	15	-	6,710	2,051	7	38											
Mich.	218	347	8,136	6,689	14	4	6,026	4,416	162	192											
Wis.	69	83	2,704	3,925	N	5	1,033	1,621	-	14											
W.N. CENTRAL	288	434	10,694	11,261	41	26	5,363	4,914	99	24											
Minn.	50	79	1,830	2,470	17	12	650	854	-	1											
Iowa	14	58	1,578	1,778	2	-	494	453	10	11											
Mo.	139	208	4,250	4,163	8	12	3,204	2,736	85	3											
N. Dak.	4	3	290	330	1	1	29	23	-	2											
S. Dak.	7	2	616	418	1	-	104	40	-	-											
Nebr.	32	34	894	709	6	-	328	261	2	1											
Kans.	42	50	1,236	1,393	6	1	554	547	2	6											
S. ATLANTIC	4,121	5,123	38,514	31,480	28	14	31,200	30,560	66	76											
Del.	44	69	942	612	-	1	500	401	-	-											
Md.	488	582	3,026	2,577	10	4	3,337	4,673	3	6											
D.C.	343	343	N	N	-	-	1,320	1,475	-	-											
Va.	284	420	3,307	4,022	N	7	2,252	2,985	1	8											
W. Va.	36	27	1,102	1,169	N	-	305	359	3	3											
N.C.	273	282	8,448	6,309	7	2	7,118	5,979	10	22											
S.C.	283	264	6,937	4,498	1	-	4,454	3,991	-	17											
Ga.	501	689	8,863	3,375	2	-	7,308	4,438	8	-											
Fla.	1,869	2,447	5,889	8,918	7	-	4,606	6,259	41	20											
E.S. CENTRAL	591	603	12,984	12,112	24	7	12,179	12,259	51	131											
Ky.	87	60	2,280	2,388	5	-	1,268	1,628	9	6											
Tenn.	184	278	4,512	4,565	15	7	3,750	3,885	39	78											
Ala.	183	153	3,461	2,949	4	-	4,388	4,106	3	5											
Miss.	137	112	2,731	2,210	-	-	2,773	2,640	-	42											
W.S. CENTRAL	1,953	2,038	22,109	20,344	21	4	13,110	13,504	445	105											
Ark.	71	83	1,148	989	1	1	1,094	1,657	-	2											
La.	333	403	4,362	2,814	-	-	3,691	2,659	2	74											
Okla.	106	116	3,857	2,800	3	3	2,081	1,766	1	4											
Tex.	1,443	1,436	12,742	13,741	17	-	6,244	7,422	442	25											
MOUNTAIN	526	621	6,946	9,354	26	17	2,587	2,809	285	129											
Mont.	13	16	402	351	1	-	21	14	4	4											
Idaho	12	18	705	569	2	-	60	43	80	18											
Wyo.	2	11	262	184	-	-	11	20	128	42											
Colo.	91	170	-	1,599	4	4	863	691	10	17											
N. Mex.	76	59	1,359	1,278	7	4	267	491	34	26											
Ariz.	200	157	3,315	3,696	N	5	1,213	1,171	1	15											
Utah	45	46	650	609	8	1	60	77	16	2											
Nev.	87	144	253	1,068	4	3	92	302	12	5											
PACIFIC	2,223	3,232	27,170	28,041	65	45	6,118	6,574	294	183											
Wash.	165	240	4,083	3,389	16	22	691	751	8	9											
Oreg.	64	128	2,050	1,732	22	17	286	264	2	2											
Calif.	1,947	2,822	19,574	21,803	27	3	4,872	5,225	242	112											
Alaska	11	18	726	517	-	-	127	165	1	-											
Hawaii	36	24	737	600	N	3	142	169	41	60											
Guam	-	2	8	170	N	-	2	22	-	-											
P.R.	666	517	U	U	-	U	150	243	-	34											
V.I.	15	28	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	14	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


