
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 18, 2012 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2012
Hepatitis (Viral Acute), Type C cummulative for 2011

tab delimited data:
test
UNITED STATES	8	27	58	819	820	14	51	131	1,578	1,737	12	27	65	842	736						
NEW ENGLAND	-	1	5	46	45	-	2	4	57	64	-	1	5	46	57						
Conn.	-	0	3	13	9	-	0	2	15	14	-	1	4	27	34						
Maine	-	0	2	7	4	-	0	2	7	5	-	0	3	2	7						
Mass.	-	1	3	21	23	-	1	4	27	44	-	0	2	14	12						
N.H.	-	0	1	4	-	-	0	1	6	1	N	0	0	N	N						
R.I.	-	0	1	1	4	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	-	5	-	0	1	2	-	-	0	2	3	4						
MID. ATLANTIC	-	5	12	129	158	1	4	10	147	190	3	2	7	99	89						
N.J.	-	1	5	20	52	-	1	4	45	42	-	0	4	17	35						
N.Y. (Upstate)	-	1	4	44	24	-	1	4	27	29	1	1	5	49	26						
N.Y. City	-	1	4	23	44	-	1	5	37	59	-	0	1	4	5						
Pa.	-	1	5	42	38	1	1	4	38	60	2	0	4	29	23						
E.N. CENTRAL	1	4	9	115	130	3	7	15	248	243	-	3	9	110	100						
Ill.	-	1	5	35	34	-	1	5	41	60	-	0	1	5	5						
Ind.	-	0	2	3	12	-	1	6	48	45	-	1	7	51	60						
Mich.	-	1	6	49	52	-	1	5	37	61	-	1	4	49	18						
Ohio	1	1	2	19	26	3	2	9	113	66	-	0	2	4	4						
Wis.	-	0	1	9	6	-	0	2	9	11	-	0	1	1	13						
W.N. CENTRAL	-	1	18	36	25	1	2	12	59	73	-	0	15	13	11						
Iowa	-	0	1	3	6	-	0	2	6	10	-	0	0	-	-						
Kans.	-	0	2	5	3	-	0	1	6	10	-	0	2	8	3						
Minn.	-	0	18	-	2	-	0	11	-	2	-	0	15	-	-						
Mo.	-	0	3	14	9	1	1	4	41	39	-	0	1	5	7						
