
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 31, 2004 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2004
Malaria cummulative for 2003
Meningococcal Disease cummulative for 2004
Meningococcal Disease cummulative for 2003
Pertussis cummulative for 2004
Pertussis cummulative for 2003
Rabies, Animal cummulative for 2004
Rabies, Animal cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2003

tab delimited data:
test
UNITED STATES	51	57	130	108	356	365	168	269	47	19											
NEW ENGLAND	4	3	3	5	152	70	11	31	3	-											
Maine	-	1	-	-	-	-	1	-	-	-											
N.H.	-	-	-	-	-	-	-	2	-	-											
Vt.	-	-	-	-	3	14	1	2	-	-											
Mass.	4	2	3	4	149	55	4	13	3	-											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	-	-	1	-	1	5	14	-	-											
MID. ATLANTIC	3	10	17	12	86	36	18	56	2	3											
Upstate N.Y.	-	1	5	1	57	9	18	17	-	-											
N.Y. City	-	5	1	4	-	-	-	1	-	-											
N.J.	-	2	-	2	-	6	-	12	-	2											
Pa.	3	2	11	5	29	21	-	26	2	1											
E.N. CENTRAL	5	9	21	20	52	33	1	1	1	1											
Ohio	1	2	10	6	43	22	1	-	1	1											
Ind.	-	-	2	3	-	-	-	-	-	-											
Ill.	-	4	-	3	-	-	-	-	-	-											
Mich.	2	2	8	4	8	2	-	1	-	-											
Wis.	2	1	1	4	1	9	-	-	-	-											
W.N. CENTRAL	4	4	6	9	8	12	21	39	-	1											
Minn.	3	2	-	1	-	-	6	3	-	-											
Iowa	-	2	2	2	4	1	6	3	-	1											
Mo.	-	-	-	5	-	7	-	-	-	-											
N. Dak.	-	-	-	-	-	-	4	5	-	-											
S. Dak.	-	-	1	-	-	-	-	4	-	-											
Nebr.	-	-	-	-	-	-	-	3	-	-											
Kans.	1	-	3	1	4	4	5	21	-	-											
S. ATLANTIC	27	8	28	9	17	35	94	122	38	14											
Del.	-	-	-	3	1	-	-	-	-	-											
Md.	9	5	3	2	6	9	11	24	3	5											
D.C.	-	-	-	-	-	-	-	-	-	-											
Va.	-	1	2	1	3	-	-	20	-	-											
W. Va.	-	1	3	-	-	-	6	4	-	-											
N.C.	1	-	3	3	-	12	40	27	34	9											
S.C.	1	-	1	-	-	-	7	8	-	-											
Ga.	2	1	4	-	-	13	30	35	1	-											
Fla.	14	-	12	-	7	1	-	4	-	-											
E.S. CENTRAL	1	1	5	7	6	6	5	8	2	-											
Ky.	-	-	-	-	-	2	1	1	-	-											
Tenn.	-	-	4	2	4	-	2	6	1	-											
Ala.	1	1	1	2	1	4	2	1	-	-											
Miss.	-	-	-	3	1	-	-	-	1	-											
W.S. CENTRAL	1	8	9	16	-	-	6	3	-	-											
Ark.	1	-	2	1	-	-	2	-	-	-											
La.	-	1	3	4	-	-	-	-	-	-											
Okla.	-	-	1	2	-	-	4	3	-	-											
Tex.	-	7	3	9	-	-	-	-	-	-											
MOUNTAIN	1	1	2	4	21	48	6	6	-	-											
Mont.	-	-	-	-	3	-	-	1	-	-											
Idaho	-	-	1	-	6	1	-	-	-	-											
Wyo.	-	-	1	-	2	-	-	-	-	-											
Colo.	-	1	-	-	8	22	-	-	-	-											
N. Mex.	1	-	-	1	-	6	-	-	-	-											
Ariz.	-	-	-	3	-	13	6	5	-	-											
Utah	-	-	-	-	2	4	-	-	-	-											
Nev.	-	-	-	-	-	2	-	-	-	-											
PACIFIC	5	13	39	26	14	125	6	3	1	-											
Wash.	-	2	-	2	2	-	-	-	-	-											
Oreg.	-	4	7	5	12	10	-	-	-	-											
Calif.	5	7	30	18	-	115	6	3	1	-											
Alaska	-	-	-	-	-	-	-	-	-	-											
Hawaii	-	-	2	1	-	-	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	1	1	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


